--- ABOUT ---
"Sheela Foam Limited is a leading player in India’s mattress and foam products industry and a  leader in Polyurethane (PU) Foam. It has a nationwide presence in manufacturing PU Foam with a track record, since 1971. [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"7,651",701,770,49.8

Book Value,Dividend Yield,ROCE,ROE
298,0.00,6.17,4.89

Face Value
5.00

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,729,645,613,879,845,810,813,967,850,821,875,"1,074","1,050"
Expenses +,651,567,547,803,765,750,742,879,823,746,788,960,933
Operating Profit,78,78,66,76,81,60,70,88,27,75,87,114,117
OPM %,11%,12%,11%,9%,10%,7%,9%,9%,3%,9%,10%,11%,11%
Other Income +,18,13,24,32,70,61,32,8,61,10,3,16,34
Interest,7,8,9,25,27,28,28,29,35,29,28,17,21
Depreciation,26,23,22,30,41,40,48,45,50,46,50,47,36
Profit before tax,63,60,60,53,83,53,26,22,2,10,12,66,94
Tax %,31%,28%,26%,27%,17%,12%,23%,25%,-496%,50%,38%,25%,18%
Net Profit +,44,43,44,31,65,47,20,17,13,7,10,53,92
EPS in Rs,4.43,4.41,4.04,2.83,5.94,4.23,1.83,1.54,1.20,0.60,0.89,4.80,8.36
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,"1,359","1,550","1,680","1,889","2,066","2,121","2,437","2,866","2,873","2,982","3,439","3,821"
Expenses +,"1,268","1,374","1,484","1,672","1,855","1,821","2,073","2,550","2,576","2,678","3,187","3,427"
Operating Profit,91,176,196,217,211,300,364,315,297,304,252,393
OPM %,7%,11%,12%,11%,10%,14%,15%,11%,10%,10%,7%,10%
Other Income +,11,16,23,21,28,28,50,79,86,136,159,62
Interest,16,12,11,9,10,13,18,17,21,69,121,95
Depreciation,28,29,30,35,40,59,73,81,90,116,183,179
Profit before tax,58,152,178,193,189,256,324,296,273,256,108,182
Tax %,26%,31%,29%,31%,29%,24%,26%,26%,26%,24%,12%,23%
Net Profit +,43,105,126,134,134,194,240,219,203,184,97,161
EPS in Rs,13.13,32.22,12.86,13.70,13.70,19.82,24.36,22.27,20.62,16.78,8.84,14.62
Dividend Payout %,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,7%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,16,16,24,24,24,24,24,24,49,54,54,55
Reserves,229,322,439,573,706,895,"1,160","1,368","1,552","2,866","2,981","3,197"
Borrowings +,146,115,59,48,31,310,334,466,571,"1,493","1,462",908
Other Liabilities +,289,335,395,398,401,414,551,496,531,909,963,957
Total Liabilities,679,788,918,"1,043","1,162","1,644","2,069","2,355","2,702","5,322","5,461","5,117"
Fixed Assets +,286,288,318,348,412,851,894,883,865,"3,129","3,155","3,202"
CWIP,8,10,36,52,1,18,33,120,287,166,131,27
