--- ABOUT ---
"Torrent Power Ltd is a leading integrated power utility company in India with presence across generation, transmission and distribution of power. Its operations are spread across the states of Gujarat, Maharashtra, Uttar Pradesh and Karnataka. [1] It is a part of Torrent Group which has presence across pharmaceutical, power and city gas distribution business. [2]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"72,481","1,438","1,824",30.0

Book Value,Dividend Yield,ROCE,ROE
379,1.39,14.0,13.2

Face Value
10.0

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,"6,038","7,328","6,961","6,366","6,529","9,034","7,176","6,499","6,456","7,906","7,876","6,778","6,406"
Expenses +,"4,947","6,143","5,740","5,322","5,420","7,176","5,968","5,388","5,326","6,423","6,370","5,375","5,257"
Operating Profit,"1,090","1,185","1,221","1,044","1,109","1,858","1,207","1,112","1,130","1,483","1,506","1,403","1,149"
OPM %,18%,16%,18%,16%,17%,21%,17%,17%,18%,19%,19%,21%,18%
Other Income +,96,86,108,54,97,76,125,172,114,105,78,69,71
Interest,189,227,247,235,233,260,272,276,236,212,216,255,252
Depreciation,329,332,342,349,355,359,371,378,389,390,389,413,421
Profit before tax,668,711,741,513,617,"1,315",689,630,619,985,979,805,547
Tax %,28%,25%,27%,27%,28%,24%,28%,22%,-74%,25%,24%,19%,39%
Net Profit +,484,532,543,374,447,996,496,489,"1,077",742,742,655,331
EPS in Rs,9.34,10.76,10.94,7.49,8.95,20.23,10.01,9.44,21.03,14.52,14.36,12.76,6.31
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,"10,348","11,680","9,960","11,512","13,151","13,641","12,173","14,258","25,694","27,183","29,165","28,966"
Expenses +,"8,246","8,681","7,487","8,364","9,934","10,045","8,695","10,643","20,906","22,587","23,844","23,425"
Operating Profit,"2,103","2,999","2,472","3,148","3,217","3,596","3,477","3,615","4,789","4,596","5,322","5,541"
OPM %,20%,26%,25%,27%,24%,26%,29%,25%,19%,17%,18%,19%
Other Income +,320,337,179,232,172,-862,130,"-1,089",352,307,473,323
Interest,962,"1,131","1,058",848,899,955,776,628,818,943,"1,045",934
Depreciation,720,916,"1,006","1,132","1,227","1,304","1,280","1,334","1,281","1,378","1,497","1,613"
Profit before tax,740,"1,290",587,"1,401","1,264",475,"1,552",564,"3,041","2,583","3,253","3,317"
Tax %,51%,30%,27%,32%,28%,-148%,16%,19%,29%,27%,6%,26%
Net Profit +,363,902,430,952,904,"1,179","1,296",459,"2,165","1,896","3,059","2,469"
EPS in Rs,7.61,18.73,8.92,19.61,18.70,24.43,26.86,9.45,44.06,38.14,59.31,47.95
Dividend Payout %,20%,24%,25%,26%,27%,47%,41%,95%,59%,42%,32%,42%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,472,481,481,481,481,481,481,481,481,481,504,504
Reserves,"6,083","5,990","6,411","7,239","8,490","8,673","9,704","9,463","10,529","11,581","17,111","18,571"
Borrowings +,"9,355","8,515","8,768","9,298","9,715","8,908","7,817","9,143","10,541","11,632","8,840","13,971"
Other Liabilities +,"3,722","4,626","5,132","5,571","5,865","5,541","5,513","5,902","8,320","9,633","10,004","12,147"
Total Liabilities,"19,632","19,612","20,793","22,589","24,550","23,603","23,514","24,988","29,872","33,326","36,459","45,193"
Fixed Assets +,"15,088","15,139","16,804","17,871","18,014","17,569","17,326","17,097","19,269","21,802","24,286","25,615"
CWIP,233,213,332,393,359,568,838,"1,297","2,625","2,472","2,250","6,962"
Investments,607,511,671,873,914,724,466,407,804,954,895,"1,531"
Other Assets +,"3,705","3,748","2,986","3,453","5,263","4,743","4,885","6,187","7,174","8,097","9,028","11,086"
Total Assets,"19,632","19,612","20,793","22,589","24,550","23,603","23,514","24,988","29,872","33,326","36,459","45,193"

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,"2,251","2,550","2,356","2,764","2,425","3,610","2,988","3,167","3,456","4,258","4,805","5,464"
Cash from Investing Activity +,"-1,158",-911,"-2,122","-2,418","-1,828","-1,129",-910,"-2,483","-3,216","-3,544","-3,650","-8,088"
Cash from Financing Activity +,"-1,206","-2,163",-674,-311,-617,"-2,506","-2,061",-502,-341,-551,"-1,216","3,101"
Net Cash Flow,-112,-523,-440,34,-20,-25,16,182,-101,163,-62,478
Free Cash Flow,889,926,-85,429,537,"2,263","1,699","1,407",432,659,608,"-1,990"
CFO/OP,113%,96%,100%,98%,84%,109%,93%,94%,82%,103%,94%,110%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,31,33,36,36,34,34,43,41,32,29,30,29
Inventory Days,,,,,,,,,,,,116
Days Payable,,,,,,,,,,,,430
Cash Conversion Cycle,31,33,36,36,34,34,43,41,32,29,30,-285
Working Capital Days,-35,9,-15,-11,-15,-23,-21,-40,-9,-9,-3,-16
ROCE %,11%,15%,10%,13%,12%,13%,13%,13%,18%,15%,16%,14%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,53.56%,53.56%,53.56%,53.56%,53.56%,53.56%,51.09%,51.09%,51.09%,51.09%,51.09%,51.09%
FIIs +,6.04%,6.17%,6.13%,6.40%,8.43%,8.88%,9.93%,9.43%,9.79%,8.82%,8.32%,8.40%
DIIs +,21.68%,21.63%,21.62%,21.47%,19.53%,19.03%,21.21%,21.90%,21.41%,22.16%,22.74%,22.82%
Government +,1.47%,1.47%,1.47%,1.47%,1.47%,8.75%,8.35%,8.35%,8.35%,8.35%,8.35%,8.35%
Public +,17.25%,17.19%,17.23%,17.10%,17.02%,9.77%,9.42%,9.25%,9.35%,9.60%,9.51%,9.33%
No. of Shareholders,"1,16,318","1,19,993","1,31,393","1,40,153","1,41,479","1,53,443","1,66,387","1,65,189","1,65,738","1,75,073","1,68,442","1,60,566"

--- CAGR BOXES ---




