--- ABOUT ---
"Thejo Engineering Ltd., incorporated in 1986, is an Engineering Solutions provider for Bulk Material Handling, Mineral Processing and Corrosion Protection to the Core Sector Industries like mining, power, steel, cement, ports and fertilisers. [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"1,972","1,818","2,486 / 1,444",38.5

Book Value,Dividend Yield,ROCE,ROE
327,0.28,19.4,15.7

Face Value
10.0

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,122,135,134,150,141,131,133,136,153,136,153,162,181
Expenses +,112,112,111,121,115,112,117,111,125,119,132,144,157
Operating Profit,10,23,23,29,26,18,17,24,28,16,21,18,24
OPM %,8%,17%,17%,19%,18%,14%,13%,18%,18%,12%,14%,11%,13%
Other Income +,1,1,0,2,-0,1,4,-0,0,2,2,-1,3
Interest,1,2,2,2,1,1,1,1,1,1,1,1,1
Depreciation,3,5,5,5,6,4,5,5,5,4,2,4,4
Profit before tax,6,17,17,24,18,13,15,18,22,13,20,12,22
Tax %,24%,23%,20%,22%,25%,27%,16%,24%,25%,27%,29%,29%,23%
Net Profit +,5,14,14,19,13,10,12,14,17,10,14,8,17
EPS in Rs,4.39,11.84,12.25,16.15,11.59,8.85,10.98,12.13,14.03,8.68,13.92,8.20,14.60
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,186,175,178,220,229,303,327,424,474,559,552,632
Expenses +,175,162,158,192,197,254,276,355,414,458,464,552
Operating Profit,11,13,20,27,31,49,50,69,60,100,88,80
OPM %,6%,7%,11%,12%,14%,16%,15%,16%,13%,18%,16%,13%
Other Income +,1,0,0,1,1,0,3,1,3,3,5,7
Interest,6,6,6,6,5,5,4,3,5,6,5,5
Depreciation,6,6,5,5,6,6,9,11,12,20,19,15
Profit before tax,0,1,9,17,22,38,41,56,46,77,68,67
Tax %,"1,240%",149%,34%,23%,31%,21%,27%,24%,24%,23%,23%,27%
Net Profit +,-2,-1,6,13,15,30,29,43,35,59,52,49
EPS in Rs,-0.22,0.20,5.59,10.73,12.97,24.17,25.19,35.31,30.30,51.69,46.00,45.41
Dividend Payout %,-522%,572%,21%,12%,13%,7%,8%,6%,7%,6%,11%,0%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,3,3,3,3,3,3,4,11,11,11,11,11
Reserves,48,46,52,62,74,98,125,154,186,240,287,344
Borrowings +,37,39,41,34,31,36,18,38,45,43,30,41
Other Liabilities +,60,54,41,54,60,79,94,98,121,119,119,153
Total Liabilities,148,143,138,153,169,216,240,301,362,412,446,549
Fixed Assets +,31,30,29,32,34,32,46,66,112,108,103,152
CWIP,0,0,1,1,0,0,1,1,2,2,16,13
Investments,0,0,0,0,0,0,0,0,0,0,0,0
Other Assets +,116,112,108,119,135,184,193,234,249,301,328,384
Total Assets,148,143,138,153,169,216,240,301,362,412,446,549

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,1,4,12,24,20,19,52,27,59,52,73,39
Cash from Investing Activity +,-4,-4,-5,-8,-6,-5,-13,-15,-51,-19,-44,-59
Cash from Financing Activity +,4,-4,-4,-15,-9,-2,-31,-0,-8,-15,-22,-10
Net Cash Flow,1,-4,3,1,5,13,8,13,0,17,6,-31
Free Cash Flow,-5,-0,6,15,13,15,39,13,9,31,32,5
CFO/OP,31%,53%,72%,100%,84%,52%,125%,59%,120%,69%,105%,74%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,108,112,120,109,102,122,104,92,83,89,89,100
Inventory Days,110,281,221,196,315,229,214,198,201,194,209,234
Days Payable,131,193,185,155,207,178,223,131,161,126,130,181
Cash Conversion Cycle,87,200,157,150,210,173,94,159,123,156,168,153
Working Capital Days,25,33,38,52,63,73,75,84,70,82,86,92
ROCE %,7%,8%,16%,22%,24%,33%,28%,31%,21%,28%,22%,19%

--- SHAREHOLDING PATTERN ---
,Mar 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,54.34%,54.22%,54.15%,54.02%,53.64%,53.63%,53.62%,53.62%,53.62%,53.62%,53.61%,53.61%
FIIs +,0.14%,0.00%,0.00%,0.49%,0.12%,0.23%,0.66%,0.67%,0.65%,0.66%,0.79%,0.84%
DIIs +,0.45%,0.72%,0.72%,0.76%,0.89%,2.41%,2.45%,3.02%,3.20%,3.34%,3.14%,3.17%
Public +,45.07%,45.06%,45.13%,44.72%,45.36%,43.72%,43.27%,42.69%,42.53%,42.38%,42.46%,42.37%
No. of Shareholders,"1,156","1,449","3,611","4,342","5,468","7,249","7,743","7,670","8,045","8,345","8,070","7,909"

--- CAGR BOXES ---
Compounded Sales Growth
10 Years:,14%
5 Years:,14%
3 Years:,10%
TTM:,15%

Compounded Profit Growth
10 Years:,80%
5 Years:,14%
3 Years:,16%
TTM:,2%

Stock Price CAGR
10 Years:,%
5 Years:,18%
3 Years:,2%
1 Year:,2%

Return on Equity
10 Years:,20%
5 Years:,20%
3 Years:,19%
Last Year:,16%

