--- ABOUT ---
"Incorporated in 1996, SKM Egg Products Export (India) Ltd is an Export Oriented Undertaking engaged in the production and sale of eggs and manufacture and sale of Egg Products [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"1,249",237,257 / 120,12.0

Book Value,Dividend Yield,ROCE,ROE
75.1,0.32,30.0,29.7

Face Value
5.00

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,187,210,176,153,162,118,127,135,117,176,202,204,187
Expenses +,143,160,134,133,152,101,114,121,105,151,165,156,135
Operating Profit,43,50,41,20,11,17,14,14,12,25,37,48,52
OPM %,23%,24%,24%,13%,6%,14%,11%,10%,11%,14%,19%,23%,28%
Other Income +,3,2,1,1,9,3,4,2,5,4,3,-1,-3
Interest,4,2,3,3,3,3,2,3,3,3,3,3,3
Depreciation,3,3,3,3,3,3,3,4,4,4,4,4,4
Profit before tax,40,47,37,15,14,14,12,10,10,22,33,40,42
Tax %,26%,25%,24%,24%,28%,15%,29%,27%,35%,26%,25%,25%,23%
Net Profit +,30,35,28,12,10,12,9,8,6,16,25,30,33
EPS in Rs,5.64,6.69,5.39,2.22,1.91,2.29,1.64,1.43,1.20,3.09,4.70,5.70,6.21
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,290,303,232,318,335,313,269,302,662,701,498,768
Expenses +,252,265,238,315,322,306,237,272,518,550,420,604
Operating Profit,38,37,-6,3,12,7,32,31,144,151,78,164
OPM %,13%,12%,-3%,1%,4%,2%,12%,10%,22%,22%,16%,21%
Other Income +,16,13,23,20,9,21,13,8,1,13,14,1
Interest,5,3,5,5,4,6,4,4,9,10,11,11
Depreciation,13,12,12,13,11,14,21,24,34,40,35,16
Profit before tax,35,35,0,5,6,8,21,10,103,114,46,137
Tax %,27%,30%,-567%,72%,20%,38%,21%,28%,26%,25%,25%,24%
Net Profit +,26,25,2,1,5,5,16,7,76,85,35,104
EPS in Rs,4.83,4.65,0.31,0.24,0.92,0.89,3.09,1.41,14.41,16.21,6.57,19.70
Dividend Payout %,10%,11%,0%,105%,27%,28%,16%,35%,2%,8%,11%,0%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,26,26,26,26,26,26,26,26,26,26,26,26
Reserves,42,64,65,66,70,73,88,94,168,251,277,369
Borrowings +,42,36,44,44,45,68,56,79,88,146,149,142
Other Liabilities +,40,43,37,45,41,36,39,33,56,46,41,58
Total Liabilities,151,169,172,181,183,204,210,233,339,469,494,595
Fixed Assets +,67,66,61,64,62,65,69,70,75,114,188,178
CWIP,0,1,3,2,5,3,2,1,24,34,0,6
Investments,1,1,1,1,1,0,16,16,4,8,8,78
Other Assets +,82,100,107,114,115,137,122,145,236,313,298,333
Total Assets,151,169,172,181,183,204,210,233,339,469,494,595

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,37,30,-4,17,14,-12,26,2,60,109,65,53
Cash from Investing Activity +,-2,-6,-1,-7,-6,-5,-17,-8,-16,-54,-23,-81
Cash from Financing Activity +,-37,-10,-5,-5,-1,-9,-10,-5,-5,13,-25,-31
Net Cash Flow,-2,13,-10,4,7,-26,-1,-11,39,68,18,-59
Free Cash Flow,34,24,-6,9,1,-19,23,-7,32,48,32,39
CFO/OP,109%,113%,64%,638%,132%,-129%,97%,16%,60%,91%,97%,52%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,21,20,31,31,28,28,22,31,21,15,21,29
Inventory Days,90,95,112,65,67,114,158,163,111,99,120,91
Days Payable,39,40,49,47,43,39,35,26,23,20,28,24
Cash Conversion Cycle,72,76,95,49,52,103,145,168,109,93,113,96
Working Capital Days,10,13,22,13,16,23,38,32,33,21,19,80
ROCE %,35%,33%,4%,7%,7%,9%,14%,7%,46%,35%,13%,30%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,55.56%,55.18%,55.11%,55.11%,55.11%,55.11%,55.11%,55.40%,56.25%,57.39%,57.43%,57.47%
FIIs +,0.37%,2.78%,2.40%,2.21%,0.77%,0.14%,0.04%,0.07%,0.29%,0.10%,0.75%,0.49%
DIIs +,0.00%,0.01%,0.31%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.22%,0.32%,0.36%
Public +,44.08%,42.03%,42.17%,42.69%,44.13%,44.74%,44.86%,44.53%,43.47%,42.30%,41.49%,41.68%
No. of Shareholders,"19,079","28,768","33,216","37,474","39,596","40,253","39,823","38,682","36,615","30,735","29,456","29,817"

--- CAGR BOXES ---
Compounded Sales Growth
10 Years:,10%
5 Years:,23%
3 Years:,5%
TTM:,54%

Compounded Profit Growth
10 Years:,15%
5 Years:,45%
3 Years:,11%
TTM:,203%

Stock Price CAGR
10 Years:,22%
5 Years:,39%
3 Years:,28%
1 Year:,88%

Return on Equity
10 Years:,20%
5 Years:,27%
3 Years:,25%
Last Year:,30%

