--- ABOUT ---
"Motilal Oswal Financial Services Ltd. was founded in 1987 is a well-diversified financial services firm. The company has a network spread 550+ cities and towns comprising 2,500+ Business Locations operated by their Business Partners and 16,00,000+ customers. [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"57,412",953,"1,097",30.7

Book Value,Dividend Yield,ROCE,ROE
214,0.63,12.6,15.6

Face Value
1.00

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,"1,027","1,502","1,655","1,791","2,154","2,314","2,841","1,993","1,190","2,737","1,849","2,112","2,676"
Expenses +,584,664,740,703,916,926,"1,025",932,910,"1,018","1,009","1,006","2,471"
Operating Profit,444,837,915,"1,089","1,238","1,388","1,816","1,061",280,"1,720",840,"1,105",205
OPM %,43%,56%,55%,61%,57%,60%,64%,53%,24%,63%,45%,52%,8%
Other Income +,6,32,1,6,18,19,15,26,18,7,11,8,16
Interest,190,216,241,262,302,327,354,319,298,295,317,336,388
Depreciation,13,17,17,24,24,22,23,27,26,26,28,29,28
Profit before tax,247,636,658,809,930,"1,059","1,454",741,-27,"1,406",506,748,-194
Tax %,33%,17%,19%,18%,22%,17%,23%,24%,137%,18%,28%,24%,13%
Net Profit +,165,528,532,661,725,884,"1,122",566,-63,"1,163",363,566,-219
EPS in Rs,2.78,8.90,8.96,11.11,12.13,14.77,18.71,9.42,-1.08,19.38,6.04,9.42,-3.68
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,772,"1,080","1,923","2,751","2,450","2,358","3,626","4,298","4,178","7,106","8,340","9,374"
Expenses +,516,647,915,"1,357","1,543","1,546","1,610","2,178","2,301","3,024","3,794","5,504"
Operating Profit,256,432,"1,008","1,394",907,812,"2,016","2,120","1,877","4,082","4,546","3,870"
OPM %,33%,40%,52%,51%,37%,34%,56%,49%,45%,57%,55%,41%
Other Income +,1,1,-27,1,12,8,-80,18,19,71,78,42
Interest,31,174,442,528,517,494,430,475,596,"1,039","1,298","1,336"
Depreciation,31,35,33,37,24,40,48,48,58,83,99,111
Profit before tax,196,225,506,829,378,285,"1,458","1,616","1,242","3,032","3,226","2,465"
Tax %,27%,27%,28%,25%,25%,24%,18%,19%,25%,19%,22%,24%
Net Profit +,145,172,371,632,298,190,"1,265","1,312",935,"2,446","2,508","1,872"
EPS in Rs,2.56,2.97,6.23,10.72,5.04,3.10,21.49,21.97,15.74,40.96,41.74,31.06
Dividend Payout %,29%,29%,22%,20%,42%,32%,12%,11%,16%,9%,12%,19%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,14,14,14,15,15,15,15,15,15,15,60,60
Reserves,"1,281","1,422","1,772","2,871","3,039","3,071","4,447","5,659","6,237","8,717","11,019","12,828"
Borrowings +,795,"2,589","5,067","5,323","5,158","4,627","5,693","6,152","10,278","13,787","14,774","21,255"
Other Liabilities +,855,"1,064","1,586","2,202","2,149","2,370","3,887","5,033","6,419","9,252","8,064","9,324"
Total Liabilities,"2,945","5,090","8,439","10,411","10,360","10,084","14,041","16,860","22,949","31,771","33,916","43,468"
Fixed Assets +,300,292,294,300,302,333,350,357,466,603,768,769
CWIP,0,0,0,0,0,0,0,0,0,0,101,115
Investments,814,"1,231","1,767","2,807","2,686","3,088","3,922","4,685","4,787","6,501","8,851","10,299"
Other Assets +,"1,831","3,566","6,378","7,304","7,372","6,662","9,769","11,818","17,696","24,667","24,197","32,285"
Total Assets,"2,945","5,090","8,439","10,411","10,360","10,084","14,041","16,860","22,949","31,771","33,916","43,468"

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,-98,"-1,242","-1,980",248,195,952,-139,"1,011","-3,058",-350,"1,215","-6,071"
Cash from Investing Activity +,-606,-380,-314,-157,14,-353,-273,-447,-274,-247,"-1,077",-958
Cash from Financing Activity +,747,"1,718","2,420",-98,-141,-129,861,282,"3,770","3,306",745,"6,154"
Net Cash Flow,44,96,125,-7,68,470,449,845,439,"2,709",882,-875
Free Cash Flow,-124,"-1,277","-2,032",207,168,882,-199,956,"-3,212",-495,930,"-6,160"
CFO/OP,-25%,-274%,-183%,31%,41%,137%,0%,58%,-148%,2%,39%,-140%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,279,240,239,138,226,115,92,85,90,99,105,158
Inventory Days,,,,,,,,,,,,0
Days Payable,,,,,,,,,,,,
Cash Conversion Cycle,279,240,239,138,226,115,92,85,90,99,105,158
Working Capital Days,-76,-278,-209,-241,-103,-189,-206,-279,-402,-327,-189,-153
ROCE %,14%,13%,18%,18%,11%,10%,22%,19%,13%,21%,19%,13%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,69.66%,69.53%,69.39%,69.16%,69.04%,68.86%,68.71%,68.45%,67.80%,67.69%,67.62%,67.54%
