Working Capital Days,39,61,51,56,46,28,10,33,27,43,16,20
ROCE %,34%,22%,22%,25%,31%,25%,-0%,8%,20%,19%,15%,12%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,50.16%,50.16%,50.16%,50.16%,50.16%,50.16%,50.16%,50.16%,50.16%,50.16%,50.16%,50.16%
FIIs +,6.63%,7.51%,7.88%,8.24%,7.63%,8.81%,7.48%,6.93%,6.89%,6.89%,6.18%,6.43%
DIIs +,30.31%,29.97%,29.69%,28.31%,27.52%,27.12%,29.15%,29.46%,29.35%,29.39%,29.31%,28.39%
Public +,12.89%,12.36%,12.26%,13.28%,14.70%,13.89%,13.21%,13.45%,13.61%,13.55%,14.34%,15.02%
No. of Shareholders,"2,22,909","2,09,846","2,04,861","2,23,136","2,53,334","2,37,735","2,33,660","2,34,080","2,34,388","2,36,169","2,39,885","2,41,836"

--- CAGR BOXES ---




