--- ABOUT ---
"RattanIndia Enterprises Limited is the flagship company of Rattanindia Group. RattanIndia Enterprises Limited comprises of tech focussed new age businesses including e-commerce, electric vehicles,  and drones."

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"4,848",35.1,69.7 / 24.4,

Book Value,Dividend Yield,ROCE,ROE
5.56,0.00,-4.76,-19.6

Face Value
2.00

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,"1,106","1,268","1,615","1,880","1,294","2,494","1,801","1,921","1,505","2,313","2,124","2,006","1,697"
Expenses +,"1,220","1,266","1,393","1,630","1,349","1,463","2,038","2,086","1,882","1,704","2,560","2,162","1,799"
Operating Profit,-115,2,222,250,-55,"1,031",-237,-165,-377,609,-436,-155,-102
OPM %,-10%,0%,14%,13%,-4%,41%,-13%,-9%,-25%,26%,-21%,-8%,-6%
Other Income +,3,205,-47,0,6,4,0,0,5,4,4,1,2
Interest,21,24,29,32,29,26,30,23,16,17,19,18,19
Depreciation,4,4,4,5,4,4,4,4,4,3,4,4,3
Profit before tax,-137,179,142,213,-81,"1,005",-270,-192,-391,592,-456,-176,-123
Tax %,1%,0%,1%,12%,0%,15%,-11%,-11%,-8%,15%,-13%,-8%,-10%
Net Profit +,-138,178,140,187,-82,851,-242,-170,-359,502,-397,-162,-110
EPS in Rs,-1.00,1.29,1.02,1.36,-0.59,6.16,-1.75,-1.23,-2.57,3.64,-2.87,-1.17,-0.80
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2012,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,0,0,0,0,0,0,0,14,"4,124","6,187","6,866","7,531"
Expenses +,42,6,278,663,"1,309",153,2,36,"4,083","5,558","6,614","7,613"
Operating Profit,-42,-6,-278,-663,"-1,309",-153,-2,-22,40,629,253,-83
OPM %,,,,,,,"-1,670%",-156%,1%,10%,4%,-1%
Other Income +,168,-155,0,0,0,2,2,579,-255,-46,10,8
Interest,4,0,0,0,0,1,0,2,49,114,94,74
Depreciation,1,0,0,0,0,0,0,1,10,17,16,14
Profit before tax,120,-161,-278,-663,"-1,308",-153,0,554,-273,453,152,-163
Tax %,30%,-0%,-0%,0%,0%,0%,0%,0%,5%,6%,47%,2%
Net Profit +,84,-161,-278,-663,"-1,308",-153,0,554,-286,424,81,-166
EPS in Rs,0.33,-1.17,-2.01,-4.80,-9.46,-1.11,0.00,4.01,-2.06,3.08,0.61,-1.20
Dividend Payout %,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%

--- BALANCE SHEET ---
,Mar 2012,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,255,276,276,276,276,276,276,276,276,276,276,276
Reserves,"2,238","2,221","1,944","1,272",-39,-192,-192,422,133,563,645,492
Borrowings +,"1,963",0,0,0,0,0,0,159,976,"1,184",923,"1,101"
Other Liabilities +,"6,615",2,1,1,0,0,1,51,805,666,785,902
Total Liabilities,"11,070","2,499","2,221","1,549",238,85,85,908,"2,190","2,689","2,630","2,771"
Fixed Assets +,205,0,0,0,0,0,0,40,273,251,262,262
CWIP,"7,035",0,0,0,0,0,0,0,6,8,6,0
Investments,244,"2,405","2,133","1,463",153,0,84,812,315,881,"1,049",893
Other Assets +,"3,587",94,88,86,85,85,1,56,"1,596","1,549","1,313","1,616"
Total Assets,"11,070","2,499","2,221","1,549",238,85,85,908,"2,190","2,689","2,630","2,771"

--- CASH FLOW ---
,Mar 2012,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,-58,-96,-2,0,14,-17,67,-14,-678,-37,306,-56
Cash from Investing Activity +,-742,7,0,-0,-15,18,-67,-102,-25,-26,30,-7
Cash from Financing Activity +,957,32,0,0,0,-1,0,117,734,97,-373,105
Net Cash Flow,158,-58,-2,-0,-0,0,-0,2,30,34,-36,43
Free Cash Flow,"-1,882",-96,-2,0,14,-17,67,-14,-691,-42,297,-64
CFO/OP,109%,"1,527%",1%,-0%,-1%,11%,"-4,014%",61%,"-1,545%",-3%,137%,70%

--- RATIOS ---
,Mar 2012,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,,,,,,,0,48,4,3,3,3
Inventory Days,,,,,,,,,114,72,55,63
Days Payable,,,,,,,,,70,43,43,48
Cash Conversion Cycle,,,,,,,0,48,48,31,15,18
Working Capital Days,,,,,,,"-1,934","-3,228",-28,41,24,57
ROCE %,,,-12%,-35%,-146%,-94%,-1%,-5%,3%,36%,13%,-5%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,74.86%,74.86%,74.86%,74.86%,74.86%,74.86%,74.86%,74.86%,74.86%,74.86%,74.86%,74.87%
FIIs +,9.48%,9.40%,8.13%,8.33%,8.42%,4.83%,5.99%,6.09%,5.94%,6.16%,6.18%,5.55%
