--- ABOUT ---
"Faze Three Limited, established in 1985, is primarily engaged in manufacturing and exports of end home textile products items like bathmats, rugs, blankets, throws, cushions, etc. The company has diversified its product mix across categories in the Home Textile segment and is also a direct exporter to top retail store chains in USA, UK and Europe. [1] [2]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"1,433",589,748 / 322,42.7

Book Value,Dividend Yield,ROCE,ROE
186,0.00,9.18,7.70

Face Value
10.0

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,142,129,132,138,164,149,152,178,211,212,207,227,277
Expenses +,118,110,110,115,146,133,135,156,186,187,202,208,243
Operating Profit,24,19,22,23,18,16,18,22,25,25,5,19,34
OPM %,17%,15%,17%,17%,11%,11%,12%,12%,12%,12%,3%,8%,12%
Other Income +,1,5,2,2,2,2,2,0,8,4,0,2,3
Interest,3,3,3,3,3,3,3,4,4,4,5,5,6
Depreciation,4,5,5,5,6,6,6,6,7,7,8,8,8
Profit before tax,19,17,17,17,12,10,10,12,21,17,-7,8,23
Tax %,22%,26%,26%,25%,24%,28%,27%,23%,18%,25%,-22%,24%,15%
Net Profit +,15,12,13,13,9,7,7,9,17,13,-5,6,20
EPS in Rs,6.10,5.09,5.18,5.23,3.67,2.99,2.92,3.65,7.17,5.25,-2.14,2.63,8.06
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2007,Mar 2008,Mar 2009,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,115,111,139,240,269,302,324,504,558,565,690,923
Expenses +,105,109,153,220,241,269,277,422,457,467,600,841
Operating Profit,9,3,-15,19,28,34,48,82,102,97,90,83
OPM %,8%,3%,-11%,8%,10%,11%,15%,16%,18%,17%,13%,9%
Other Income +,10,16,15,11,2,4,2,7,6,7,12,10
Interest,8,8,13,8,7,9,6,8,15,22,24,19
Depreciation,4,4,5,7,5,8,9,10,14,21,25,31
Profit before tax,8,7,-18,16,18,21,35,71,78,62,53,42
Tax %,47%,28%,4%,-8%,16%,14%,29%,28%,25%,25%,23%,20%
Net Profit +,4,5,-19,17,15,18,25,51,58,47,41,34
EPS in Rs,3.42,4.10,-15.61,6.92,6.19,7.46,10.25,21.00,23.97,19.16,16.72,13.80
Dividend Payout %,35%,-0%,-0%,7%,-0%,7%,-0%,-0%,2%,-0%,-0%,-0%

--- BALANCE SHEET ---
,Mar 2007,Mar 2008,Mar 2009,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,12,12,12,24,24,24,24,24,24,24,24,24
Reserves,54,59,40,148,161,177,202,254,310,356,396,428
Borrowings +,88,114,128,74,67,66,103,167,174,170,192,275
Other Liabilities +,25,30,42,15,17,17,27,42,38,43,74,91
Total Liabilities,179,214,222,261,270,285,357,488,547,593,686,819
Fixed Assets +,80,86,91,113,121,137,141,161,216,252,306,359
CWIP,2,12,15,1,0,1,1,4,4,7,9,12
Investments,6,6,6,0,0,0,0,10,12,14,11,18
Other Assets +,91,110,110,146,149,147,214,312,314,321,362,430
Total Assets,179,214,222,261,270,285,357,488,547,593,686,819

--- CASH FLOW ---
,Mar 2007,Mar 2008,Mar 2009,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,13,-20,8,-13,37,31,9,-7,110,37,12,58
Cash from Investing Activity +,-13,-20,-13,-4,-15,-5,-53,-51,-44,-44,-43,-119
Cash from Financing Activity +,24,18,4,18,-13,-22,31,61,-6,-19,4,63
Net Cash Flow,23,-22,-1,0,9,4,-13,3,60,-26,-27,2
Free Cash Flow,-0,-40,-5,-23,28,21,-5,-39,55,-23,-70,-62
CFO/OP,147%,-658%,-53%,-32%,142%,107%,31%,8%,126%,57%,22%,81%

--- RATIOS ---
,Mar 2007,Mar 2008,Mar 2009,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,47,119,99,61,61,53,78,59,63,49,48,45
Inventory Days,188,263,203,228,203,161,169,192,121,189,211,141
Days Payable,69,104,120,21,25,18,32,36,24,26,43,25
Cash Conversion Cycle,165,279,182,268,239,196,215,215,160,211,216,161
Working Capital Days,157,286,202,75,57,60,51,32,4,29,46,27
ROCE %,,9%,-3%,,10%,11%,14%,20%,19%,16%,12%,9%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,56.16%,56.16%,56.16%,56.16%,56.16%,56.16%,57.95%,57.95%,57.95%,57.95%,57.95%,58.01%
FIIs +,0.00%,0.00%,0.00%,0.00%,0.02%,0.00%,0.00%,0.02%,0.10%,0.01%,0.00%,0.14%
DIIs +,0.12%,0.36%,0.47%,0.44%,0.47%,0.29%,0.26%,0.26%,1.13%,0.97%,0.78%,0.77%
Public +,43.72%,43.47%,43.38%,43.40%,43.35%,43.56%,41.80%,41.65%,40.70%,40.85%,41.06%,40.86%
Others +,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.12%,0.12%,0.20%,0.20%,0.20%
No. of Shareholders,"8,277","11,131","13,600","12,606","11,924","12,635","12,765","12,323","11,232","12,322","11,836","10,850"

--- CAGR BOXES ---
Compounded Sales Growth
10 Years:,%
5 Years:,23%
3 Years:,18%
TTM:,34%

Compounded Profit Growth
10 Years:,%
5 Years:,6%
3 Years:,-17%
TTM:,-3%

Stock Price CAGR
10 Years:,38%
5 Years:,40%
3 Years:,16%
1 Year:,7%

Return on Equity
10 Years:,%
5 Years:,13%
3 Years:,10%
Last Year:,8%

