--- ABOUT ---
Optiemus Infracom Ltd is primarily engaged in the distribution of mobile handsets of reputed brands like Nokia and Samsung for last 25 years. The group first started distribution of Nokia handsets in Delhi General Trade market in 1995. [1]

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"3,910",441,713,59.2

Book Value,Dividend Yield,ROCE,ROE
87.6,0.00,10.9,9.16

Face Value
10.0

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,340,282,274,482,490,493,477,472,449,435,418,430,485
Expenses +,346,268,262,460,461,470,448,438,426,409,385,400,478
Operating Profit,-5,13,13,22,29,23,29,34,23,27,34,30,7
OPM %,-2%,5%,5%,5%,6%,5%,6%,7%,5%,6%,8%,7%,1%
Other Income +,34,4,3,3,15,5,5,1,10,3,2,3,32
Interest,2,1,2,2,3,7,8,8,7,5,5,6,7
Depreciation,4,4,4,4,6,6,7,6,4,6,6,8,5
Profit before tax,24,12,9,19,36,15,20,21,21,19,25,19,28
Tax %,27%,21%,42%,6%,33%,20%,31%,27%,-7%,23%,33%,37%,18%
Net Profit +,17,9,5,18,24,12,14,15,22,15,17,12,22
EPS in Rs,2.01,1.09,0.63,2.09,2.80,1.41,1.60,1.75,2.57,1.67,1.90,1.38,2.53
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,"2,570","1,922","1,538",714,"1,173",333,182,472,"1,174","1,528","1,890","1,769"
Expenses +,"2,461","1,842","1,492",660,"1,234",425,280,491,"1,156","1,449","1,782","1,671"
Operating Profit,109,80,45,54,-61,-91,-98,-20,18,79,108,98
OPM %,4%,4%,3%,8%,-5%,-27%,-54%,-4%,2%,5%,6%,6%
Other Income +,8,9,29,15,63,17,206,36,54,23,21,40
Interest,40,43,44,33,42,8,6,5,6,8,30,23
Depreciation,33,23,19,16,17,10,5,6,13,18,22,24
Profit before tax,43,23,11,20,-57,-93,97,5,53,76,77,91
Tax %,36%,43%,39%,31%,4%,-8%,3%,120%,21%,25%,17%,27%
Net Profit +,27,13,7,14,-59,-85,95,-1,42,57,63,66
EPS in Rs,3.20,1.51,0.79,1.62,-6.92,-9.89,11.02,-0.11,4.88,6.61,7.26,7.44
Dividend Payout %,0%,0%,0%,0%,0%,0%,0%,0%,31%,0%,0%,0%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,86,86,86,86,86,86,86,86,86,86,87,89
Reserves,161,162,207,225,235,150,245,244,297,341,578,688
Borrowings +,336,255,337,397,263,239,102,43,118,164,198,373
Other Liabilities +,339,172,425,298,271,101,60,193,411,757,684,689
Total Liabilities,921,674,"1,055","1,006",855,575,493,566,911,"1,348","1,547","1,838"
Fixed Assets +,205,181,181,226,159,147,17,113,210,254,293,305
CWIP,0,4,0,0,1,2,3,2,3,3,24,300
