--- ABOUT ---
"Pennar Industries Limited is a multi-location, multi-product company manufacturing precision engineering products, Pre-Engineered Building Systems and Hydraulics and Warehousing solutions. [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"2,171",161,280,15.6

Book Value,Dividend Yield,ROCE,ROE
86.2,0.00,15.3,12.8

Face Value
5.00

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,668,749,814,745,823,733,748,840,906,846,907,943,925
Expenses +,600,687,744,669,758,662,672,768,814,760,825,860,820
Operating Profit,68,62,70,76,65,72,75,72,92,86,81,83,105
OPM %,10%,8%,9%,10%,8%,10%,10%,9%,10%,10%,9%,9%,11%
Other Income +,2,12,6,6,16,7,6,16,7,8,13,16,9
Interest,23,28,30,31,26,27,28,31,34,35,34,34,34
Depreciation,17,16,17,18,16,17,17,17,18,19,19,22,25
Profit before tax,31,29,30,33,39,35,36,40,48,40,41,43,55
Tax %,22%,26%,25%,23%,26%,25%,25%,23%,24%,20%,21%,22%,26%
Net Profit +,24,22,22,25,29,26,27,30,36,32,32,34,41
EPS in Rs,1.73,1.62,1.67,1.88,2.12,1.96,1.99,2.26,2.64,2.37,2.39,2.49,3.04
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,"1,313","1,356","1,541","1,768","2,133","2,107","1,525","2,266","2,895","3,131","3,227","3,620"
Expenses +,"1,195","1,208","1,387","1,562","1,959","1,937","1,432","2,094","2,673","2,858","2,916","3,265"
Operating Profit,118,148,154,206,175,169,93,171,221,273,310,355
OPM %,9%,11%,10%,12%,8%,8%,6%,8%,8%,9%,10%,10%
Other Income +,3,3,8,29,25,20,39,17,33,40,37,46
Interest,36,38,62,67,75,83,80,78,91,115,120,138
Depreciation,18,19,25,29,28,43,48,54,65,66,69,84
Profit before tax,67,94,75,138,97,63,4,56,98,131,158,180
Tax %,35%,38%,33%,34%,31%,15%,22%,25%,23%,25%,25%,23%
Net Profit +,43,58,50,90,67,53,3,42,75,98,119,139
EPS in Rs,2.98,3.64,2.87,7.43,5.52,3.65,0.18,2.94,5.59,7.29,8.84,10.29
Dividend Payout %,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,60,60,60,76,76,73,71,71,67,67,67,67
Reserves,342,454,416,528,591,628,625,664,711,809,931,"1,096"
Borrowings +,198,267,299,355,445,490,618,646,685,785,812,"1,162"
Other Liabilities +,332,644,709,553,631,663,579,760,855,978,"1,143","1,226"
Total Liabilities,931,"1,425","1,484","1,512","1,744","1,853","1,893","2,141","2,318","2,640","2,953","3,551"
Fixed Assets +,282,464,441,342,454,626,603,644,721,697,947,"1,111"
CWIP,3,3,12,27,118,33,61,76,18,218,53,136
Investments,26,33,35,69,52,45,18,45,27,22,12,27
Other Assets +,620,925,996,"1,073","1,120","1,149","1,211","1,376","1,552","1,704","1,941","2,277"
