--- ABOUT ---
"Petronet LNG Ltd was formed to develop, design, construct, own and operate Liquefied Natural Gas (LNG) Import and regasification terminals in India. [1] It was incorporated in 1998 as a Joint Venture among GAIL, Indian Oil, Bharat Petroleum & ONGC holding 12.5% each. [2]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"43,305",289,326 / 235,11.1

Book Value,Dividend Yield,ROCE,ROE
149,3.46,22.7,18.6

Face Value
10.0

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,"13,874","11,656","12,533","14,747","13,793","13,415","13,024","12,227","12,316","11,880","11,009","11,164","9,442"
Expenses +,"12,931","10,475","11,318","13,042","12,690","11,853","11,822","10,980","10,803","10,721","9,892","9,966","7,581"
Operating Profit,943,"1,182","1,215","1,705","1,104","1,562","1,202","1,247","1,512","1,159","1,117","1,198","1,861"
OPM %,7%,10%,10%,12%,8%,12%,9%,10%,12%,10%,10%,11%,20%
Other Income +,159,145,194,157,154,178,202,196,197,217,234,214,200
Interest,90,75,75,70,71,67,65,65,61,59,61,56,62
Depreciation,189,192,195,195,194,195,196,210,206,207,211,215,205
Profit before tax,823,"1,060","1,140","1,597",992,"1,479","1,142","1,169","1,443","1,110","1,079","1,141","1,794"
Tax %,25%,26%,25%,25%,26%,26%,26%,26%,26%,26%,26%,26%,25%
Net Profit +,619,819,856,"1,213",764,"1,105",871,902,"1,095",842,830,870,"1,371"
EPS in Rs,4.13,5.46,5.70,8.09,5.10,7.37,5.80,6.01,7.30,5.61,5.54,5.80,9.14
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,"39,627","27,133","24,616","30,599","38,395","35,452","26,023","43,169","59,899","52,729","50,982","43,495"
Expenses +,"38,109","25,547","22,024","27,285","35,101","31,462","21,323","37,918","55,045","47,520","45,457","38,160"
Operating Profit,"1,518","1,586","2,592","3,314","3,294","3,990","4,700","5,250","4,854","5,209","5,525","5,335"
OPM %,4%,6%,11%,11%,9%,11%,18%,12%,8%,10%,11%,12%
Other Income +,156,188,364,349,525,306,377,395,523,605,772,864
Interest,308,239,210,163,99,403,336,317,331,290,258,237
Depreciation,329,322,369,412,411,776,784,768,764,777,806,838
Profit before tax,"1,037","1,214","2,378","3,088","3,309","3,116","3,958","4,559","4,282","4,748","5,233","5,124"
Tax %,13%,24%,28%,32%,33%,13%,26%,25%,26%,26%,26%,26%
Net Profit +,905,928,"1,723","2,110","2,231","2,703","2,939","3,438","3,326","3,652","3,973","3,913"
EPS in Rs,6.03,6.19,11.49,14.07,14.87,18.02,19.59,22.92,22.17,24.35,26.48,26.08
Dividend Payout %,17%,20%,22%,32%,67%,69%,59%,50%,45%,41%,38%,12%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,750,750,750,"1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,500"
Reserves,"4,972","5,912","7,428","8,311","8,731","9,621","10,307","12,168","13,765","15,910","18,378","20,785"
Borrowings +,"2,812","2,615","2,218","1,453",733,"3,690","3,653","3,438","3,345","3,008","2,657","2,341"
