--- ABOUT ---
"Seshasayee Paper & Boards is engaged in the business of manufacture and sale of printing and writing paper. SPBL is the flagship company of SPB-ESVIN Group headquarted at Chennai. The company was incorporated in the year 1960, Seshasayee Paper has six decades of experience in the Indian paper industry."

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"1,424",226,318,17.2

Book Value,Dividend Yield,ROCE,ROE
324,0.89,5.60,4.10

Face Value
2.00

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,573,427,362,473,539,422,398,431,502,385,346,387,592
Expenses +,416,331,273,386,472,374,368,424,477,365,320,362,568
Operating Profit,157,95,89,88,68,48,31,8,25,20,26,25,24
OPM %,27%,22%,25%,19%,13%,11%,8%,2%,5%,5%,8%,6%,4%
Other Income +,10,13,18,15,17,15,19,21,20,14,18,13,20
Interest,1,0,0,0,1,1,1,2,4,1,4,3,1
Depreciation,10,11,11,11,11,11,11,11,11,12,11,11,11
Profit before tax,156,96,96,91,74,50,37,16,29,21,29,24,32
Tax %,24%,25%,24%,24%,23%,26%,23%,-4%,8%,28%,22%,23%,19%
Net Profit +,118,72,73,69,57,37,28,17,27,15,22,19,26
EPS in Rs,18.66,11.38,11.61,10.94,9.01,5.87,4.51,2.64,4.29,2.45,3.55,2.96,4.13
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,998,"1,008","1,108","1,105","1,326","1,184",782,"1,355","2,083","1,802","1,754","1,710"
Expenses +,908,901,894,898,"1,030",917,675,"1,189","1,549","1,462","1,643","1,615"
Operating Profit,90,107,214,207,296,267,108,166,534,340,111,96
OPM %,9%,11%,19%,19%,22%,23%,14%,12%,26%,19%,6%,6%
Other Income +,3,4,12,15,25,31,26,24,40,63,75,64
Interest,37,32,23,14,14,7,3,3,3,2,8,9
Depreciation,29,29,31,32,34,35,38,41,45,44,45,45
Profit before tax,26,50,172,176,273,256,93,146,525,357,132,106
Tax %,32%,29%,23%,30%,30%,29%,-15%,24%,25%,24%,18%,22%
Net Profit +,16,36,132,123,192,182,106,110,396,271,109,83
EPS in Rs,2.61,5.71,20.97,19.54,30.44,28.79,16.87,17.44,62.76,42.93,17.31,13.09
Dividend Payout %,31%,17%,10%,15%,13%,13%,14%,14%,9%,11%,14%,15%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,13,13,13,13,13,12,12,12,12,12,12,12
Reserves,401,430,592,713,881,"1,007","1,131","1,243","1,623","1,899","1,976","2,030"
Borrowings +,329,302,171,149,97,10,8,4,-0,21,82,-0
Other Liabilities +,380,391,343,406,446,419,367,400,443,459,452,460
Total Liabilities,"1,123","1,135","1,118","1,281","1,436","1,448","1,518","1,660","2,079","2,391","2,522","2,502"
Fixed Assets +,661,638,650,686,685,688,747,828,809,789,769,758
CWIP,13,50,41,27,23,31,32,14,20,35,71,93
Investments,43,47,93,108,107,103,152,178,197,248,278,305
Other Assets +,405,399,335,460,621,626,585,640,"1,054","1,319","1,404","1,346"
Total Assets,"1,123","1,135","1,118","1,281","1,436","1,448","1,518","1,660","2,079","2,391","2,522","2,502"

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,105,112,200,225,273,165,-7,276,329,202,-61,92
Cash from Investing Activity +,-20,-46,-36,-50,-16,-26,-54,-251,-372,-225,42,6
Cash from Financing Activity +,-104,-66,-154,-51,-89,-124,-31,-22,-22,-19,23,-103
Net Cash Flow,-20,0,10,124,168,15,-91,3,-66,-42,5,-5
Free Cash Flow,86,69,168,172,243,119,-108,171,297,166,-123,37
CFO/OP,119%,104%,103%,125%,112%,79%,9%,184%,86%,88%,-37%,125%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,45,47,35,35,22,25,38,27,17,24,31,41
Inventory Days,116,97,115,147,110,187,413,87,138,170,165,164
Days Payable,194,188,168,220,211,215,311,137,134,153,115,109
Cash Conversion Cycle,-33,-44,-18,-38,-79,-3,140,-23,21,41,81,96
Working Capital Days,-20,-11,-1,-13,-17,12,65,5,14,26,43,58
ROCE %,,11%,26%,22%,31%,26%,9%,12%,37%,20%,7%,6%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,42.78%,42.78%,42.78%,42.78%,42.78%,42.78%,42.81%,42.90%,42.90%,42.90%,43.03%,43.11%
FIIs +,12.86%,12.86%,12.98%,12.97%,13.01%,13.11%,13.05%,13.06%,13.03%,13.02%,12.99%,12.94%
DIIs +,0.21%,0.03%,0.02%,0.02%,0.06%,0.08%,0.08%,0.10%,0.10%,0.10%,0.10%,0.10%
Government +,14.27%,14.27%,14.27%,14.27%,14.27%,14.27%,14.27%,14.27%,14.27%,14.27%,14.27%,14.27%
Public +,29.87%,30.05%,29.96%,29.96%,29.88%,29.77%,29.78%,29.68%,29.70%,29.69%,29.61%,29.59%
No. of Shareholders,"22,296","25,683","26,436","25,875","25,729","23,430","23,316","22,471","22,199","22,234","21,661","22,282"

--- CAGR BOXES ---




