--- ABOUT ---
"Incorporated in 1979, Mac Charles Ltd is involved in the generation of electricity through wind turbine generators, and in the construction & leasing of commercial real estate properties [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
924,705,785,

Book Value,Dividend Yield,ROCE,ROE
-8.01,0.00,5.41,-130

Face Value
10.0

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,2,2,4,2,2,2,3,3,2,22,24,33,32
Expenses +,3,3,4,9,8,8,9,10,11,9,6,8,8
Operating Profit,-1,-1,1,-7,-6,-7,-6,-7,-9,13,17,24,24
OPM %,-70%,-29%,16%,-288%,-244%,-359%,-167%,-264%,-471%,61%,73%,74%,76%
Other Income +,6,5,5,4,4,5,4,8,4,2,3,-51,2
Interest,16,17,18,19,19,20,22,23,31,31,32,32,37
Depreciation,0,0,0,1,0,1,1,1,0,5,5,5,5
Profit before tax,-12,-13,-12,-22,-21,-23,-24,-23,-37,-21,-17,-63,-15
Tax %,-8%,-19%,0%,0%,-1%,0%,0%,0%,0%,0%,0%,0%,0%
Net Profit +,-11,-11,-12,-22,-21,-23,-24,-23,-37,-21,-17,-63,-15
EPS in Rs,-8.42,-8.12,-9.38,-16.76,-16.26,-17.47,-18.21,-17.19,-27.87,-15.98,-12.64,-48.43,-11.71
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,53,59,72,78,31,30,23,22,11,11,10,110
Expenses +,39,38,38,47,26,32,12,14,13,24,38,31
Operating Profit,14,21,34,31,5,-1,11,8,-2,-13,-28,79
OPM %,26%,36%,47%,40%,15%,-5%,47%,38%,-20%,-111%,-290%,72%
Other Income +,26,38,11,11,53,3,4,112,85,18,21,-43
Interest,0,1,1,6,16,17,10,6,32,72,96,131
Depreciation,3,5,5,5,4,4,4,3,2,2,2,21
Profit before tax,37,53,39,30,38,-19,1,112,49,-69,-106,-116
Tax %,29%,34%,25%,27%,25%,-9%,34%,1%,13%,-4%,0%,0%
Net Profit +,26,35,29,22,28,-17,1,111,43,-66,-106,-116
EPS in Rs,19.79,26.48,22.39,16.64,21.46,-13.14,0.40,84.81,32.49,-50.51,-80.74,-88.76
Dividend Payout %,40%,38%,45%,60%,47%,0%,0%,0%,0%,0%,0%,0%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,13,13,13,13,13,13,13,13,13,13,13,13
Reserves,227,244,273,280,97,64,64,173,228,162,89,-24
Borrowings +,1,0,40,124,167,120,120,122,532,827,"1,051","1,508"
Other Liabilities +,47,32,31,31,235,28,34,117,16,18,23,84
Total Liabilities,288,289,357,448,511,225,231,425,789,"1,021","1,177","1,581"
Fixed Assets +,93,93,178,170,203,195,161,100,305,527,892,"1,028"
CWIP,0,0,0,0,0,0,0,0,0,0,0,0
Investments,125,143,14,27,23,3,3,7,29,20,32,47
Other Assets +,69,53,165,250,285,27,67,319,454,474,253,506
Total Assets,288,289,357,448,511,225,231,425,789,"1,021","1,177","1,581"

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,19,-0,21,28,23,36,7,-18,-15,-21,-113,-65
Cash from Investing Activity +,-7,28,-61,-87,2,43,3,76,-386,-162,40,-213
Cash from Financing Activity +,-12,-29,39,62,-27,-79,-11,35,314,176,78,276
Net Cash Flow,1,-1,-1,3,-2,0,-0,93,-87,-7,5,-2
Free Cash Flow,-4,2,-79,-51,15,35,1,41,-132,-137,-343,-195
CFO/OP,212%,64%,99%,124%,900%,"-2,869%",60%,-142%,456%,148%,400%,-84%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,23,24,23,24,34,13,12,22,53,53,75,7
Inventory Days,48,58,52,46,177,56,,,,,,
Days Payable,119,126,126,116,545,333,,,,,,
Cash Conversion Cycle,-48,-44,-52,-46,-334,-264,12,22,53,53,75,7
Working Capital Days,122,161,153,112,"-2,221",-242,227,458,-227,-370,"2,828",597
ROCE %,14%,21%,14%,9%,6%,-1%,4%,3%,1%,0%,-1%,5%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,75.00%,75.00%,75.00%,75.00%,75.00%,75.00%,73.78%,73.78%,73.78%,73.78%,73.78%,73.78%
DIIs +,0.02%,0.02%,0.02%,0.02%,0.02%,0.02%,0.02%,0.02%,0.02%,0.02%,0.02%,0.02%
Public +,24.97%,24.97%,24.97%,24.98%,24.96%,24.99%,26.20%,26.19%,26.20%,26.20%,26.19%,26.19%
No. of Shareholders,"8,099","7,986","7,889","7,829","7,787","7,758","7,712","7,669","7,615","7,573","7,536","7,470"

--- CAGR BOXES ---




