--- ABOUT ---
"Marico Limited is one of India's leading consumer goods companies operating in global beauty and wellness categories. It is present in over 25 countries across emerging markets of Asia and Africa. It nurtures leading brands across categories of hair care, skin care, edible oils, healthy foods, male grooming and fabric care. [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"1,06,084",817,849,60.2

Book Value,Dividend Yield,ROCE,ROE
32.4,0.49,47.2,43.0

Face Value
1.00

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,"2,240","2,477","2,476","2,422","2,278","2,643","2,664","2,794","2,730","3,259","3,482","3,537","3,333"
Expenses +,"1,847","1,903","1,979","1,909","1,836","2,017","2,142","2,261","2,272","2,604","2,922","2,945","2,812"
Operating Profit,393,574,497,513,442,626,522,533,458,655,560,592,521
OPM %,18%,23%,20%,21%,19%,24%,20%,19%,17%,20%,16%,17%,16%
Other Income +,68,46,38,43,15,37,82,42,47,56,49,39,60
Interest,17,17,20,19,17,17,11,13,12,10,12,14,17
Depreciation,43,36,39,42,41,41,41,44,52,45,47,50,60
Profit before tax,401,567,476,495,399,605,552,518,441,656,550,567,504
Tax %,24%,23%,24%,22%,20%,22%,22%,22%,22%,22%,21%,19%,19%
Net Profit +,305,436,360,386,320,474,433,406,345,513,432,460,408
EPS in Rs,2.34,3.30,2.73,2.96,2.46,3.58,3.27,3.08,2.65,3.89,3.24,3.44,3.01
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,"5,733","6,017","5,918","6,322","7,334","7,315","8,048","9,512","9,764","9,653","10,831","13,611"
Expenses +,"4,863","4,966","4,759","5,185","6,009","5,846","6,459","7,831","7,954","7,627","8,692","11,283"
Operating Profit,870,"1,051","1,159","1,137","1,325","1,469","1,589","1,681","1,810","2,026","2,139","2,328"
OPM %,15%,17%,20%,18%,18%,20%,20%,18%,19%,21%,20%,17%
Other Income +,59,93,96,85,103,95,107,98,144,142,208,204
Interest,23,21,17,16,40,50,34,39,56,73,53,53
Depreciation,84,95,90,89,131,140,139,139,155,158,178,202
Profit before tax,822,"1,029","1,149","1,117","1,257","1,374","1,523","1,601","1,743","1,937","2,116","2,277"
Tax %,29%,30%,29%,26%,10%,24%,21%,22%,24%,22%,22%,20%
Net Profit +,585,723,811,827,"1,131","1,043","1,199","1,255","1,322","1,502","1,658","1,813"
EPS in Rs,4.45,5.51,6.19,6.31,8.63,7.91,9.08,9.48,10.07,11.44,12.57,13.57
Dividend Payout %,28%,77%,57%,67%,55%,85%,83%,97%,45%,83%,83%,30%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,64,129,129,129,129,129,129,129,129,129,129,130
Reserves,"1,760","1,888","2,197","2,414","2,846","2,894","3,111","3,219","3,670","3,703","3,846","4,080"
