--- ABOUT ---
"Pearl Global Industries Ltd. incorporated in 1987. [1] Pearl Global Industries Limited (PGIL) is a garment exporter, manufacturing from multiple sourcing regions within India and countries within South Asia. The product range includes knits, woven, and bottoms across men, women, and kids' wear segments. [2]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"8,283","1,794","1,993 / 1,178",29.7

Book Value,Dividend Yield,ROCE,ROE
316,0.81,19.2,21.3

Face Value
5.00

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,730,894,961,704,877,"1,053","1,202","1,023","1,229","1,228","1,313","1,170","1,314"
Expenses +,667,811,883,639,796,954,"1,105",931,"1,112","1,116","1,192","1,074","1,179"
Operating Profit,63,83,77,65,81,98,97,91,117,112,121,96,134
OPM %,9%,9%,8%,9%,9%,9%,8%,9%,10%,9%,9%,8%,10%
Other Income +,23,7,7,3,14,15,9,6,8,11,8,7,10
Interest,16,20,24,17,22,23,25,24,27,27,27,22,26
Depreciation,14,14,16,16,19,17,18,19,21,20,22,22,23
Profit before tax,56,58,46,35,54,73,63,54,78,76,79,59,95
Tax %,5%,18%,14%,2%,10%,15%,11%,10%,16%,14%,9%,12%,15%
Net Profit +,53,47,39,34,49,62,56,48,65,66,72,52,81
EPS in Rs,11.99,11.10,9.16,8.20,11.78,14.99,12.75,12.25,14.86,14.76,15.95,11.56,18.04
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,"1,024","1,393","1,538","1,496","1,758","1,685","1,491","2,714","3,158","3,436","4,506","5,025"
Expenses +,974,"1,333","1,465","1,450","1,657","1,603","1,424","2,555","2,883","3,111","4,089","4,561"
Operating Profit,50,61,73,46,100,82,67,159,275,325,417,464
OPM %,5%,4%,5%,3%,6%,5%,4%,6%,9%,9%,9%,9%
Other Income +,24,24,30,47,51,44,36,37,34,31,38,36
Interest,23,21,35,38,43,53,47,61,82,100,112,103
Depreciation,16,17,19,23,26,42,44,48,51,64,75,87
Profit before tax,34,47,49,32,83,31,11,86,176,192,267,309
Tax %,29%,23%,15%,29%,19%,30%,-54%,18%,13%,12%,14%,13%
Net Profit +,24,37,42,23,67,22,17,70,153,169,231,270
EPS in Rs,5.79,8.47,9.38,5.56,15.54,4.98,3.99,15.74,34.47,40.11,54.06,60.17
Dividend Payout %,19%,18%,16%,18%,10%,0%,0%,16%,11%,44%,21%,14%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,22,22,22,22,22,22,22,22,22,22,23,23
Reserves,296,323,359,373,448,479,496,577,701,780,"1,133","1,437"
Borrowings +,167,217,253,315,333,463,440,645,558,588,773,943
Other Liabilities +,250,264,282,226,298,288,339,538,501,595,667,842
Total Liabilities,734,825,916,937,"1,100","1,252","1,296","1,781","1,781","1,986","2,595","3,245"
Fixed Assets +,213,210,256,274,338,422,390,448,500,612,727,821
CWIP,3,11,16,8,8,36,47,15,33,35,44,110
Investments,11,19,13,37,33,38,55,55,60,30,24,36
Other Assets +,507,585,630,617,722,756,804,"1,263","1,188","1,309","1,800","2,278"
