--- ABOUT ---
"MMTC, a public sector undertaking, was incorporated in 1963, to facilitate foreign trade in India and canalize the export and import of essential minerals and metals. It is under the administrative control of the Ministry of Commerce & Industry, and Government of India and is engaged in trading across minerals, metals, precious metals, agro products, fertilizers & chemicals and coal & hydrocarbons. [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"11,182",74.6,78.4,112

Book Value,Dividend Yield,ROCE,ROE
14.1,0.00,8.66,5.23

Face Value
1.00

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,708,214,-210,1,1,1,2,0,0,1,1,0,1
Expenses +,729,277,-180,37,33,51,32,31,27,24,23,23,114
Operating Profit,-21,-63,-30,-36,-33,-51,-30,-31,-27,-23,-22,-23,-113
OPM %,-3%,-29%,,"-4,982%","-5,123%","-7,788%","-1,938%","-12,224%","-12,971%","-1,699%","-2,005%","-6,768%","-18,605%"
Other Income +,44,83,86,95,103,95,81,39,48,78,453,70,226
Interest,7,0,1,-1,0,0,0,1,5,0,0,0,0
Depreciation,1,1,1,1,1,1,1,1,1,1,1,1,2
Profit before tax,15,18,54,59,69,43,49,7,14,53,430,46,110
Tax %,34%,21%,3%,6%,-1%,25%,3%,49%,85%,17%,60%,-1%,-15%
Net Profit +,10,15,52,56,70,33,48,4,2,44,171,46,126
EPS in Rs,0.07,0.10,0.35,0.37,0.47,0.22,0.32,0.02,0.01,0.30,1.14,0.31,0.84
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,"23,931","12,607","11,825","16,450","29,439","26,304","30,000","11,795","3,527",3,1,1
Expenses +,"23,931","12,668","11,937","16,428","29,256","26,436","30,045","11,338","3,634",165,139,185
Operating Profit,0,-62,-112,23,183,-132,-45,457,-107,-162,-138,-184
OPM %,0%,-0%,-1%,0%,1%,-0%,-0%,4%,-3%,"-4,800%","-11,820%","-13,025%"
Other Income +,168,5,136,49,36,-8,-859,-126,"2,000",368,263,828
Interest,40,31,23,18,68,144,203,225,122,1,6,1
Depreciation,24,6,7,5,6,6,6,5,5,4,5,5
Profit before tax,105,-94,-6,48,146,-291,"-1,112",101,"1,766",200,114,639
Tax %,26%,3%,435%,21%,25%,0%,-29%,355%,12%,4%,24%,39%
Net Profit +,-42,-97,-30,38,109,-292,-789,-258,"1,562",192,87,387
EPS in Rs,-0.28,-0.64,-0.20,0.25,0.72,-1.94,-5.26,-1.72,10.42,1.28,0.58,2.58
Dividend Payout %,-59%,-31%,-101%,80%,41%,0%,0%,0%,0%,0%,0%,0%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,100,100,100,100,150,150,150,150,150,150,150,150
Reserves,"1,264","1,168","1,101","1,103","1,119",733,-50,-298,"1,262","1,476","1,552","1,971"
Borrowings +,436,273,440,519,961,"3,850","2,422","2,626",203,159,2,0
Other Liabilities +,"4,499","2,117","4,207","3,450","2,150","1,677","2,952","2,306","2,064","1,902","1,774",675
Total Liabilities,"6,300","3,659","5,848","5,172","4,380","6,410","5,474","4,783","3,678","3,687","3,478","2,796"
Fixed Assets +,122,57,57,52,49,49,42,38,34,29,24,19
CWIP,153,1,0,0,0,0,0,0,0,0,0,0
Investments,275,214,247,128,147,80,82,102,127,276,328,533
Other Assets +,"5,749","3,386","5,544","4,992","4,184","6,282","5,350","4,643","3,517","3,382","3,126","2,244"
Total Assets,"6,300","3,659","5,848","5,172","4,380","6,410","5,474","4,783","3,678","3,687","3,478","2,796"

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,-178,-54,273,-455,-367,"-2,588","1,704",-0,754,-353,-363,-605
Cash from Investing Activity +,85,87,-68,117,9,-58,11,3,"1,959",198,278,579
Cash from Financing Activity +,-178,-119,110,26,339,"2,689","-1,634",-5,"-2,547",-43,-5,-1
