--- ABOUT ---
"Incorporated in December 1995, Protean eGov Technologies Limited was previously known as NSDL e-Governance Infrastructure Ltd and is engaged in the business of developing citizen-centric and population-scale e-governance solutions. [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"2,463",606,946,23.7

Book Value,Dividend Yield,ROCE,ROE
265,1.65,12.7,10.0

Face Value
10.0

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,232,220,236,204,222,197,220,202,222,211,250,229,308
Expenses +,197,186,199,207,200,181,188,187,204,194,221,197,270
Operating Profit,35,34,36,-3,22,15,32,16,18,16,29,32,38
OPM %,15%,15%,15%,-2%,10%,8%,14%,8%,8%,8%,12%,14%,12%
Other Income +,11,13,13,29,13,19,14,19,17,29,15,10,15
Interest,0,0,0,1,1,0,0,0,1,2,2,2,2
Depreciation,5,5,5,6,11,7,7,6,8,11,10,11,14
Profit before tax,41,42,43,19,24,27,38,29,25,32,32,29,36
Tax %,23%,23%,24%,21%,18%,22%,25%,20%,19%,26%,26%,24%,17%
Net Profit +,32,32,33,15,19,21,28,23,20,24,24,22,30
EPS in Rs,7.82,7.96,8.10,3.77,4.77,5.21,6.92,5.66,5.03,5.88,5.88,5.54,7.48
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,755,716,603,691,741,882,841,998
Expenses +,578,568,518,567,623,792,760,882
Operating Profit,177,148,85,124,118,89,80,116
OPM %,23%,21%,14%,18%,16%,10%,10%,12%
Other Income +,33,38,49,79,42,68,68,68
Interest,2,2,1,0,1,2,2,7
Depreciation,28,27,17,17,18,27,28,47
Profit before tax,180,157,116,186,140,128,118,130
Tax %,32%,23%,20%,22%,24%,24%,22%,23%
Net Profit +,124,121,92,144,107,97,92,101
EPS in Rs,30.90,30.31,22.99,35.75,26.47,24.05,22.80,24.77
Dividend Payout %,0%,0%,0%,126%,38%,42%,44%,40%

--- BALANCE SHEET ---
,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,40,40,40,40,40,40,41,41
Reserves,626,714,628,748,817,886,958,"1,037"
Borrowings +,20,14,6,12,8,21,69,87
Other Liabilities +,184,172,189,188,239,238,239,309
Total Liabilities,870,940,863,988,"1,104","1,185","1,307","1,474"
Fixed Assets +,157,64,57,65,63,86,153,184
CWIP,5,5,1,4,11,13,11,2
Investments,373,406,285,364,529,550,661,638
Other Assets +,335,465,519,555,501,536,482,650
Total Assets,870,940,863,988,"1,104","1,185","1,307","1,474"

--- CASH FLOW ---
,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,136,54,100,11,-8,58,193,78
Cash from Investing Activity +,-104,-13,116,-139,12,19,-159,-14
Cash from Financing Activity +,-39,-39,-183,-1,-1,-47,-42,-54
Net Cash Flow,-7,2,32,-129,2,29,-8,10
Free Cash Flow,109,42,91,4,-16,26,145,12
CFO/OP,110%,70%,156%,18%,-0%,104%,271%,82%

--- RATIOS ---
,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,88,107,120,106,103,78,63,75
Inventory Days,,,,,,,,
Days Payable,,,,,,,,
Cash Conversion Cycle,88,107,120,106,103,78,63,75
Working Capital Days,25,99,100,41,18,20,-24,43
ROCE %,,22%,15%,19%,17%,14%,12%,13%

--- SHAREHOLDING PATTERN ---
,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
FIIs +,10.64%,9.74%,8.61%,6.71%,9.90%,10.90%,8.78%,7.77%,7.54%,8.62%
DIIs +,51.04%,40.97%,30.07%,28.87%,30.09%,27.80%,24.75%,21.68%,21.45%,21.25%
Public +,38.32%,49.28%,61.32%,64.43%,60.00%,61.29%,66.46%,70.54%,71.00%,70.13%
No. of Shareholders,"95,678","1,46,313","1,57,975","1,60,638","1,94,623","2,09,538","2,42,185","2,37,719","2,28,220","2,17,497"

--- CAGR BOXES ---




