--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,523,"3,634","4,130","5,690","11,377","8,596","7,314","1,831",89,"-7,315","-9,408","-5,355"
Cash from Investing Activity +,"-1,822",27,-696,"-5,389","-7,559","-10,797","-5,084",-816,"-1,145","7,420","6,869","7,571"
Cash from Financing Activity +,-966,"-1,442",-994,"-1,188",-843,-405,"1,205",-319,-112,-88,"1,422",-171
Net Cash Flow,"-2,264","2,219","2,439",-887,"2,975","-2,606","3,434",696,"-1,168",17,"-1,116","2,045"
Free Cash Flow,471,"3,583","4,078","5,622","11,270","-112,909","7,279","1,736",-105,"-7,550","-9,663","-5,473"
CFO/OP,32%,208%,229%,321%,"2,103%","-2,710%","-1,930%",-95%,-21%,790%,-623%,-365%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,-0,3,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
Inventory Days,,,,,,,,,,,,
Days Payable,,,,,,,,,,,,
Cash Conversion Cycle,-0,3,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
Working Capital Days,-10,-16,-2,-9,-9,-5,-2,-6,-5,2,3,-1
ROCE %,34%,32%,29%,29%,16%,17%,14%,9%,10%,3%,12%,10%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,73.33%,73.30%,73.27%,73.24%,73.17%,73.05%,73.01%,73.00%,72.96%,72.93%,72.88%,72.80%
FIIs +,15.43%,15.51%,14.73%,13.35%,13.23%,12.98%,12.78%,13.24%,13.12%,13.15%,11.48%,10.89%
DIIs +,6.32%,6.37%,6.92%,8.54%,8.82%,9.29%,9.45%,8.80%,8.86%,8.65%,10.41%,11.05%
Public +,4.92%,4.81%,5.06%,4.85%,4.75%,4.66%,4.76%,4.94%,5.07%,5.26%,5.22%,5.23%
No. of Shareholders,"3,62,342","3,52,395","3,58,759","3,41,039","3,29,374","3,23,661","3,26,208","3,29,897","3,41,346","3,45,273","3,36,234","3,27,841"

--- CAGR BOXES ---
Compounded Sales Growth
10 Years:,12%
5 Years:,-5%
3 Years:,8%
TTM:,-10%

Compounded Profit Growth
10 Years:,0%
5 Years:,11%
3 Years:,26%
TTM:,36%

Stock Price CAGR
10 Years:,%
5 Years:,-4%
3 Years:,-3%
1 Year:,-21%

Return on Equity
10 Years:,12%
5 Years:,9%
3 Years:,9%
Last Year:,13%

