--- ABOUT ---
"Somany Ceramics Ltd is engaged in manufacturing and trading of complete decor solutions, its products include ceramic wall and floor tiles, polished vitrified tiles, glazed vitrified tiles, sanitary-ware, bath fittings and allied products. [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"2,118",516,610 / 332,25.0

Book Value,Dividend Yield,ROCE,ROE
205,0.77,12.9,10.5

Face Value
2.00

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,679,587,655,612,738,579,666,645,769,604,685,682,818
Expenses +,618,536,591,553,658,530,610,591,707,556,632,619,726
Operating Profit,61,51,64,59,79,49,56,53,62,48,54,64,92
OPM %,9%,9%,10%,10%,11%,8%,8%,8%,8%,8%,8%,9%,11%
Other Income +,4,-4,4,4,5,2,1,-0,4,2,4,1,-0
Interest,12,11,11,11,13,14,13,13,12,13,12,12,11
Depreciation,19,17,18,19,19,19,19,23,29,26,26,28,27
Profit before tax,34,18,39,33,52,18,25,17,25,11,19,25,54
Tax %,29%,32%,25%,30%,34%,33%,30%,44%,25%,35%,34%,31%,31%
Net Profit +,24,13,30,23,34,12,17,10,19,7,12,17,37
EPS in Rs,5.73,3.43,6.90,5.22,7.51,2.99,4.18,2.27,5.20,2.53,3.65,4.39,9.22
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,"1,525","1,685","1,731","1,713","1,715","1,610","1,651","2,095","2,479","2,605","2,659","2,790"
Expenses +,"1,417","1,541","1,497","1,523","1,550","1,477","1,460","1,888","2,290","2,352","2,437","2,532"
Operating Profit,108,144,234,189,165,133,191,207,189,253,222,258
OPM %,7%,9%,14%,11%,10%,8%,12%,10%,8%,10%,8%,9%
Other Income +,7,4,13,10,5,-15,-7,13,12,9,6,6
Interest,21,22,39,40,46,49,40,30,40,46,52,48
Depreciation,27,28,31,41,44,59,62,64,68,73,90,107
Profit before tax,68,97,177,118,80,10,83,126,93,143,85,109
Tax %,33%,32%,35%,33%,34%,-104%,27%,26%,28%,30%,32%,32%
Net Profit +,47,68,115,79,53,20,61,93,67,99,58,74
EPS in Rs,11.94,15.27,23.16,16.62,10.93,3.54,13.45,20.88,16.83,23.63,14.65,19.80
Dividend Payout %,17%,15%,12%,16%,18%,57%,18%,14%,18%,13%,20%,10%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,8,8,8,8,8,8,8,8,8,8,8,8
Reserves,250,420,516,572,605,598,632,718,778,712,763,834
Borrowings +,191,243,497,541,574,529,460,512,534,378,360,374
Other Liabilities +,335,372,422,518,477,416,452,550,682,878,825,795
Total Liabilities,784,"1,044","1,443","1,639","1,664","1,552","1,554","1,788","2,003","1,976","1,957","2,011"
Fixed Assets +,264,381,527,648,713,778,759,752,"1,015","1,121","1,063","1,091"
CWIP,1,6,56,28,25,6,9,227,47,10,16,19
Investments,47,108,119,114,68,34,90,60,32,15,16,16
Other Assets +,473,549,741,849,859,734,696,749,908,831,861,885
Total Assets,784,"1,044","1,443","1,639","1,664","1,552","1,554","1,788","2,003","1,976","1,957","2,011"

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,25,60,117,111,86,153,356,143,165,393,141,247
Cash from Investing Activity +,-38,-192,-131,-110,-89,-15,-90,-255,-91,-124,-73,-54
Cash from Financing Activity +,-6,131,10,-10,27,-153,-139,64,-21,-356,-68,-124
Net Cash Flow,-19,-1,-4,-9,24,-15,128,-49,52,-87,1,69
Free Cash Flow,-26,-77,13,-19,-70,86,315,-125,-7,236,61,197
CFO/OP,43%,58%,71%,76%,71%,126%,200%,86%,100%,169%,74%,111%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,62,69,90,107,89,63,49,41,40,47,51,39
Inventory Days,55,50,114,148,142,200,125,119,147,113,103,91
Days Payable,84,72,84,133,113,105,94,114,141,93,102,86
Cash Conversion Cycle,33,46,119,123,118,158,80,47,45,67,52,44
Working Capital Days,11,20,25,23,33,31,-6,-17,-15,-15,-11,-9
ROCE %,20%,21%,24%,14%,11%,7%,12%,12%,9%,14%,12%,13%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,54.79%,54.79%,54.79%,55.01%,55.01%,55.01%,55.01%,55.01%,55.01%,55.00%,55.00%,55.19%
FIIs +,1.57%,1.45%,1.43%,1.32%,1.63%,1.78%,1.56%,1.49%,1.39%,0.98%,0.90%,1.34%
DIIs +,21.92%,23.65%,23.26%,23.82%,23.53%,23.52%,23.61%,23.63%,23.01%,23.17%,23.01%,21.64%
Public +,21.72%,20.11%,20.53%,19.83%,19.83%,19.68%,19.80%,19.86%,20.59%,20.83%,21.08%,21.82%
No. of Shareholders,"28,002","25,357","45,776","28,929","28,044","29,356","29,817","31,079","31,230","31,511","31,494","31,674"

--- CAGR BOXES ---
Compounded Sales Growth
10 Years:,5%
5 Years:,11%
3 Years:,4%
TTM:,5%

Compounded Profit Growth
10 Years:,2%
5 Years:,4%
3 Years:,6%
TTM:,39%

Stock Price CAGR
10 Years:,-1%
5 Years:,-3%
3 Years:,-10%
1 Year:,-6%

Return on Equity
10 Years:,11%
5 Years:,11%
3 Years:,11%
Last Year:,10%

