,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,"4,814","14,167","21,938","-1,742","-33,532","-12,793","30,950","20,032","22,592","-27,939","22,075","25,635"
Cash from Investing Activity +,-872,"-1,352",159,392,-629,-338,-787,"-1,204",-732,"-1,506","-1,578",-609
Cash from Financing Activity +,"7,451","5,975","-9,767","7,460","13,969","13,591","5,415","2,032","1,275","3,518","-1,138","-11,664"
Net Cash Flow,"11,393","18,790","12,330","6,109","-20,192",460,"35,579","20,859","23,135","-25,928","19,359","13,362"
Free Cash Flow,"4,267","13,561","21,442","-2,394","-33,972","-13,131","30,164","19,496","22,040","-29,083","20,490","24,052"
CFO/OP,25%,67%,92%,1%,-268%,-36%,72%,54%,52%,-38%,30%,26%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
ROE %,8%,-9%,3%,-29%,-22%,1%,3%,4%,3%,9%,15%,13%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,73.15%,73.15%,73.15%,73.15%,73.15%,70.08%,70.08%,70.08%,70.08%,70.08%,70.08%,70.08%
FIIs +,1.82%,2.65%,3.10%,4.82%,5.51%,8.42%,5.70%,5.71%,5.52%,5.67%,5.93%,6.39%
DIIs +,13.44%,13.80%,13.74%,12.37%,10.76%,11.61%,14.31%,14.67%,15.06%,15.54%,16.09%,16.05%
Public +,11.57%,10.41%,10.00%,9.67%,10.57%,9.89%,9.91%,9.54%,9.34%,8.70%,7.91%,7.48%
No. of Shareholders,"20,30,100","20,83,546","21,63,625","23,53,625","25,29,283","25,79,491","26,40,520","26,53,665","25,74,693","24,55,484","23,09,003","22,22,889"

--- CAGR BOXES ---
Compounded Sales Growth
10 Years:,10%
5 Years:,10%
3 Years:,15%
TTM:,5%

Compounded Profit Growth
10 Years:,21%
5 Years:,48%
3 Years:,76%
TTM:,0%

Stock Price CAGR
10 Years:,1%
5 Years:,21%
3 Years:,29%
1 Year:,6%

Return on Equity
10 Years:,4%
5 Years:,9%
3 Years:,12%
Last Year:,13%

