--- ABOUT ---
"Punjab National Bank is India's first Swadeshi Bank. PNB is a Banking and Financial service bank owned by the Government of India with its headquarters is in New Delhi, India. It is the Second largest PSU after SBI. [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"1,25,009",109,135 / 98.5,6.80

Book Value,Dividend Yield,ROCE,ROE
130,2.76,6.13,13.0

Face Value
2.00

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Revenue +,"24,305","25,673","26,858","27,852","28,682","29,145","30,447","31,895","32,523","32,572","32,513","32,889","32,798"
Interest,"14,690","16,064","16,820","17,444","18,206","18,536","19,790","20,738","21,640","21,828","21,858","22,164","22,219"
Expenses +,"10,813","10,990","10,259","9,449","9,831","8,473","8,592","7,494","9,142","9,197","8,299","9,298","7,518"
Financing Profit,"-1,197","-1,381",-221,959,646,"2,136","2,065","3,663","1,742","1,547","2,356","1,426","3,061"
Financing Margin %,-5%,-5%,-1%,3%,2%,7%,7%,11%,5%,5%,7%,4%,9%
Other Income +,"3,827","3,360","2,999","2,676","4,294","3,615","4,664","3,392","4,776","5,427","4,171","5,013","4,080"
Depreciation,0,0,0,0,0,0,0,0,0,0,0,0,0
Profit before tax,"2,630","1,979","2,778","3,634","4,940","5,751","6,729","7,055","6,518","6,973","6,527","6,440","7,141"
Tax %,34%,39%,36%,38%,37%,35%,34%,34%,29%,74%,26%,19%,27%
Net Profit +,"1,876","1,363","1,990","2,441","3,363","3,991","4,739","4,811","5,011","2,167","5,121","5,577","5,602"
EPS in Rs,1.69,1.22,1.81,2.21,3.04,3.61,4.10,4.18,4.34,1.84,4.46,4.83,4.87
Gross NPA %,,,,,,,,,,,,,
Net NPA %,,,,,,,,,,,,,
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Revenue +,"48,710","50,804","48,058","48,725","52,147","54,918","81,935","76,242","86,845","109,065","124,010","130,772"
Interest,"31,343","34,331","32,722","33,530","34,656","36,997","50,805","46,823","51,817","68,534","80,704","88,069"
Expenses +,"18,760","27,453","22,533","43,345","39,645","25,867","38,601","36,026","41,502","39,623","32,743","33,031"
Financing Profit,"-1,394","-10,980","-7,197","-28,151","-22,153","-7,946","-7,470","-6,607","-6,473",908,"10,563","9,672"
Financing Margin %,-3%,-22%,-15%,-58%,-42%,-14%,-9%,-9%,-7%,1%,9%,7%
Other Income +,"6,175","6,100","9,168","8,883","7,367","9,388","12,777","12,329","12,529","14,158","17,560","20,062"
Depreciation,384,413,430,581,584,614,982,896,905,906,958,"1,281"
Profit before tax,"4,397","-5,293","1,540","-19,849","-15,370",827,"4,325","4,826","5,151","14,160","27,166","28,453"
Tax %,24%,-31%,41%,-37%,-35%,56%,38%,19%,35%,35%,32%,35%
Net Profit +,"3,525","-3,510","1,239","-12,111","-9,550",485,"2,695","3,908","3,359","9,157","18,553","18,467"
EPS in Rs,18.33,-18.79,5.58,-43.88,-20.79,0.65,2.45,3.51,3.04,8.27,16.08,16.00
Dividend Payout %,18%,-2%,0%,0%,0%,0%,0%,18%,21%,18%,18%,19%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,371,393,426,552,921,"1,348","2,096","2,202","2,202","2,202","2,299","2,299"
Reserves,"41,669","41,412","42,990","40,965","45,164","62,529","90,439","95,380","100,678","108,185","130,839","147,674"
Deposits,"537,758","570,383","629,651","648,439","681,874","710,254","1,113,717","1,154,234","1,290,347","1,379,225","1,577,020","1,724,795"
Borrowing,"36,692","81,674","43,336","65,330","46,828","62,512","52,298","59,372","70,149","72,586","105,807","107,558"
Other Liabilities +,"19,522","18,932","16,909","22,242","15,333","14,814","21,176","28,113","30,273","36,438","41,579","51,005"
Total Liabilities,"636,011","712,793","733,311","777,528","790,120","851,457","1,279,725","1,339,301","1,493,649","1,598,636","1,857,544","2,033,331"
Fixed Assets +,"3,656","5,308","6,298","6,371","6,246","7,262","11,049","10,696","12,084","12,348","13,083","15,625"
CWIP,0,0,0,0,0,0,0,0,0,0,0,0
Investments,"156,762","165,126","191,527","204,419","210,578","253,782","404,369","388,586","416,914","446,421","524,840","523,515"
Other Assets +,"475,594","542,358","535,486","566,738","573,295","590,413","864,307","940,019","1,064,651","1,139,867","1,319,620","1,494,191"
Total Assets,"636,011","712,793","733,311","777,528","790,120","851,457","1,279,725","1,339,301","1,493,649","1,598,636","1,857,544","2,033,331"

--- CASH FLOW ---
