--- ABOUT ---
"Incorporated in 1986, Atul Auto Ltd manufactures and exports Auto rickshaws [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"1,315",474,554,30.4

Book Value,Dividend Yield,ROCE,ROE
174,0.00,11.4,9.35

Face Value
5.00

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,150,60,153,154,160,135,182,195,211,153,200,231,241
Expenses +,136,64,136,141,147,128,169,178,196,143,182,203,213
Operating Profit,14,-4,17,14,13,8,13,17,15,10,19,28,27
OPM %,9%,-7%,11%,9%,8%,6%,7%,9%,7%,7%,9%,12%,11%
Other Income +,0,0,0,1,1,1,1,1,1,0,0,-1,1
Interest,4,4,3,3,3,2,2,3,3,2,3,3,1
Depreciation,4,4,5,5,4,4,5,5,4,5,5,5,5
Profit before tax,5,-12,10,7,6,1,7,10,9,3,12,20,22
Tax %,39%,-23%,27%,33%,24%,44%,30%,29%,33%,37%,29%,27%,18%
Net Profit +,3,-9,7,4,5,1,5,7,6,2,8,15,18
EPS in Rs,1.61,-3.47,2.74,1.83,1.92,0.48,1.95,2.79,2.58,1.06,3.30,5.53,5.33
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2008,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,80,531,475,556,667,625,296,315,513,527,723,824
Expenses +,82,455,416,483,585,554,304,332,477,487,670,740
Operating Profit,-1,76,60,73,81,71,-8,-16,36,40,52,84
OPM %,-2%,14%,13%,13%,12%,11%,-3%,-5%,7%,8%,7%,10%
Other Income +,16,1,2,3,7,3,2,1,2,2,2,1
Interest,9,1,1,0,1,1,1,8,16,13,10,9
Depreciation,3,5,5,5,6,6,7,10,16,18,18,18
Profit before tax,3,72,56,69,82,67,-13,-33,6,11,27,57
Tax %,53%,34%,34%,33%,35%,22%,-22%,-23%,46%,34%,31%,24%
Net Profit +,1,47,37,48,55,54,-8,-25,3,7,18,43
EPS in Rs,,21.60,16.73,21.82,25.09,24.43,-3.73,-11.37,1.68,3.24,7.79,15.23
Dividend Payout %,45%,25%,25%,24%,16%,6%,-0%,-0%,-0%,-0%,-0%,20%

--- BALANCE SHEET ---
,Mar 2008,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,6,11,11,11,11,11,11,11,12,14,14,14
Reserves,28,142,173,210,251,297,289,266,336,406,427,470
Borrowings +,87,-0,-0,-0,-0,1,16,188,171,144,110,145
Other Liabilities +,27,67,61,80,95,72,72,81,90,91,120,141
Total Liabilities,147,221,245,301,357,380,388,545,609,655,671,769
Fixed Assets +,34,85,87,87,94,93,90,199,258,250,246,237
CWIP,10,3,3,5,37,117,150,60,1,0,1,3
Investments,-0,-0,23,60,26,18,31,-0,17,23,-0,57
Other Assets +,103,133,131,149,200,152,117,285,332,382,424,473
Total Assets,147,221,245,301,357,380,388,545,609,655,671,769

--- CASH FLOW ---
,Mar 2008,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,1,11,71,26,35,57,52,-169,-18,-10,25,47
Cash from Investing Activity +,-10,-10,-29,-39,-28,-58,-60,4,-24,-14,9,-66
Cash from Financing Activity +,9,-14,-14,-11,-15,-7,14,164,39,40,-37,26
Net Cash Flow,0,-13,28,-24,-7,-8,6,-1,-2,16,-3,7
Free Cash Flow,-9,1,63,19,-25,-17,1,-179,-25,-19,9,37
CFO/OP,-223%,47%,152%,68%,77%,107%,-684%,"1,006%",-43%,-21%,67%,75%

--- RATIOS ---
,Mar 2008,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,18,52,36,51,55,46,29,23,19,33,27,30
Inventory Days,113,33,38,42,42,,78,80,66,76,63,58
Days Payable,42,34,38,45,43,,71,63,47,40,48,50
Cash Conversion Cycle,89,51,37,48,54,46,36,39,38,69,42,38
Working Capital Days,396,37,24,35,40,37,11,15,10,41,51,46
ROCE %,9%,,32%,34%,34%,24%,-4%,-6%,4%,4%,6%,11%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,46.46%,42.74%,42.74%,42.74%,42.74%,42.74%,42.74%,42.74%,42.74%,42.70%,42.70%,42.70%
FIIs +,0.43%,0.46%,0.49%,0.48%,0.59%,0.58%,0.63%,0.69%,0.37%,0.01%,0.38%,0.84%
DIIs +,0.76%,0.41%,0.41%,0.41%,0.41%,0.31%,0.13%,0.13%,0.13%,0.10%,0.10%,0.10%
Public +,52.35%,56.40%,56.39%,56.39%,56.28%,56.39%,56.52%,56.44%,56.76%,57.19%,56.83%,56.37%
No. of Shareholders,"44,433","46,849","49,414","49,815","49,228","57,803","58,649","59,882","60,504","63,289","61,382","59,046"

--- CAGR BOXES ---




