--- ABOUT ---
Talbros Automotive Components is engaged in the business of manufacturing Gaskets and forging.

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"2,225",360,386,21.4

Book Value,Dividend Yield,ROCE,ROE
120,0.19,18.6,15.1

Face Value
2.00

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,175,183,194,199,203,204,215,201,206,207,213,214,237
Expenses +,150,157,166,168,172,175,183,169,171,176,181,181,196
Operating Profit,25,25,28,30,31,30,33,33,35,31,32,33,41
OPM %,14%,14%,15%,15%,15%,15%,15%,16%,17%,15%,15%,15%,17%
Other Income +,6,6,7,7,51,8,9,8,10,8,9,13,11
Interest,3,3,3,4,3,3,3,3,4,3,3,4,3
Depreciation,6,6,6,6,8,8,8,8,8,8,8,8,8
Profit before tax,21,22,25,28,71,26,30,29,34,28,29,34,40
Tax %,21%,21%,21%,19%,30%,22%,22%,19%,21%,21%,20%,20%,21%
Net Profit +,17,17,20,23,50,21,23,24,27,22,23,27,32
EPS in Rs,2.74,2.82,3.25,3.69,8.07,3.34,3.79,3.86,4.31,3.60,3.74,4.41,5.12
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,384,388,325,393,483,385,444,577,647,778,827,870
Expenses +,345,344,293,354,433,349,389,504,562,664,697,733
Operating Profit,39,43,31,39,50,37,56,73,85,115,130,137
OPM %,10%,11%,10%,10%,10%,9%,13%,13%,13%,15%,16%,16%
Other Income +,9,4,11,18,18,12,33,18,20,71,35,40
Interest,19,18,16,14,16,16,13,12,11,13,14,13
Depreciation,10,15,12,14,18,19,23,23,24,26,32,33
Profit before tax,19,14,14,28,34,14,52,56,70,147,119,131
Tax %,26%,32%,15%,18%,23%,10%,24%,20%,21%,25%,21%,20%
Net Profit +,14,10,12,23,26,12,39,45,56,110,94,104
EPS in Rs,2.29,1.57,1.98,3.71,4.28,1.98,6.34,7.28,9.01,17.82,15.30,16.87
Dividend Payout %,74%,19%,15%,8%,8%,5%,6%,7%,6%,4%,5%,4%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,12,12,12,12,12,12,12,12,12,12,12,12
Reserves,115,119,143,167,186,186,235,290,355,525,620,731
Borrowings +,133,125,121,124,155,153,103,89,87,99,94,84
Other Liabilities +,124,139,116,161,144,128,179,178,201,221,224,258
Total Liabilities,384,396,393,465,498,480,529,570,656,857,951,"1,085"
Fixed Assets +,114,117,119,128,144,153,150,157,171,212,221,228
CWIP,9,1,2,3,7,1,3,3,5,7,23,22
Investments,6,7,54,63,61,53,73,98,127,186,209,247
Other Assets +,254,270,219,271,286,273,303,311,353,451,498,589
Total Assets,384,396,393,465,498,480,529,570,656,857,951,"1,085"

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,33,33,38,34,16,37,66,52,57,67,80,85
Cash from Investing Activity +,-14,-4,-13,-19,-36,-15,-2,-25,-37,-52,-45,-36
Cash from Financing Activity +,-20,-28,-23,-15,18,-21,-65,-27,-16,-18,-23,-28
Net Cash Flow,-1,1,2,-0,-1,1,-1,-1,3,-3,12,21
Free Cash Flow,17,26,22,12,-24,16,68,20,18,9,29,46
CFO/OP,98%,88%,127%,99%,42%,109%,127%,96%,84%,78%,80%,82%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,70,75,101,115,102,119,127,96,95,99,108,118
Inventory Days,213,236,200,180,148,192,156,136,138,110,107,118
Days Payable,154,178,188,226,157,188,229,182,176,145,144,161
Cash Conversion Cycle,129,132,112,69,93,123,55,49,57,63,71,75
Working Capital Days,15,16,-7,-2,4,2,23,32,40,45,57,71
ROCE %,16%,13%,11%,13%,15%,9%,13%,18%,19%,21%,19%,19%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,58.42%,58.42%,58.42%,58.43%,58.43%,58.43%,58.43%,58.43%,58.43%,58.43%,58.43%,58.43%
FIIs +,0.00%,0.02%,0.01%,0.13%,0.55%,0.50%,0.68%,0.70%,0.70%,0.72%,0.61%,0.49%
DIIs +,0.02%,0.09%,0.05%,0.04%,0.02%,0.00%,0.01%,0.01%,0.02%,0.02%,0.09%,0.09%
Public +,41.57%,41.46%,41.51%,41.40%,40.99%,41.06%,40.87%,40.85%,40.84%,40.82%,40.86%,40.99%
No. of Shareholders,"36,888","43,582","59,441","61,288","62,962","70,717","68,875","68,017","68,350","66,968","63,369","60,911"

--- CAGR BOXES ---




