Cash from Operating Activity +,-941,490,-566,"1,155",478,-232,-671,-452,"-2,861",-693,"-2,242","-2,003"
Cash from Investing Activity +,-96,191,14,-973,-971,"-1,721","-3,317",127,"2,564","-1,974","-4,273",622
Cash from Financing Activity +,852,-554,335,-493,970,"1,974","4,259",235,832,"3,258","6,710",938
Net Cash Flow,-184,126,-217,-311,476,22,271,-90,536,591,194,-444
Free Cash Flow,-951,466,-575,"1,005",404,-295,-797,-592,"-3,161","-1,386","-2,450","-2,382"
CFO/OP,-320%,435%,-161%,-568%,290%,-79%,153%,469%,"-1,301%",330%,"2,689%",359%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,34,30,53,36,21,65,114,38,58,37,32,39
Inventory Days,,,,"5,457",495,,,,,,,"7,155"
Days Payable,,,,457,56,,,,,,,730
Cash Conversion Cycle,34,30,53,"5,035",461,65,114,38,58,37,32,"6,464"
Working Capital Days,309,185,262,-251,-128,-32,912,476,533,602,612,752
ROCE %,5%,5%,7%,1%,10%,9%,1%,5%,6%,6%,7%,8%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,58.48%,58.48%,58.48%,58.48%,58.47%,58.47%,46.50%,46.67%,46.70%,47.05%,47.17%,51.66%
FIIs +,28.85%,29.25%,29.73%,29.67%,29.91%,28.33%,30.85%,30.54%,30.54%,28.31%,28.15%,26.17%
DIIs +,4.29%,4.61%,4.69%,5.56%,5.62%,7.12%,9.41%,9.33%,9.07%,10.42%,10.78%,8.19%
Public +,8.37%,7.66%,7.10%,6.31%,5.98%,6.08%,13.27%,13.46%,13.70%,14.22%,13.92%,13.98%
No. of Shareholders,"1,65,666","1,52,769","1,41,035","1,32,152","1,33,402","1,38,274","1,49,218","1,63,470","1,72,914","1,88,989","1,81,277","1,89,691"

--- CAGR BOXES ---
Compounded Sales Growth
10 Years:,9%
5 Years:,46%
3 Years:,32%
TTM:,4%

Compounded Profit Growth
10 Years:,28%
5 Years:,60%
3 Years:,57%
TTM:,52%

Stock Price CAGR
10 Years:,18%
5 Years:,5%
3 Years:,6%
1 Year:,-26%

Return on Equity
10 Years:,7%
5 Years:,8%
3 Years:,9%
Last Year:,10%

