--- ABOUT ---
Indoco Remedies (Indoco) is a Mumbai-based pharmaceutical company that focuses on formulations with a presence in contract manufacturing and research. The Company is engaged in the manufacturing and marketing of pharmaceutical Formulations (Finished Dosage Forms) and Active Pharmaceutical Ingredients (APIs). [1]

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"2,169",235,350 / 162,

Book Value,Dividend Yield,ROCE,ROE
102,0.09,0.93,-9.42

Face Value
2.00

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,428,426,482,459,450,431,433,411,390,440,485,445,476
Expenses +,363,365,410,397,401,384,392,399,391,422,442,414,426
Operating Profit,65,61,71,63,49,48,40,12,-1,18,43,32,50
OPM %,15%,14%,15%,14%,11%,11%,9%,3%,-0%,4%,9%,7%,10%
Other Income +,0,0,4,-6,22,1,2,2,2,2,0,-5,4
Interest,9,8,8,10,12,14,18,16,18,26,25,26,46
Depreciation,18,20,21,24,26,28,29,29,29,30,32,32,32
Profit before tax,39,34,46,23,33,7,-5,-31,-46,-37,-14,-31,-25
Tax %,34%,29%,24%,31%,33%,74%,107%,-8%,-9%,-1%,-32%,-6%,-5%
Net Profit +,26,24,35,16,22,2,-10,-28,-41,-36,-9,-29,-24
EPS in Rs,2.80,2.65,3.81,1.77,2.46,0.28,-1.04,-2.86,-4.38,-3.88,-0.86,-3.23,-2.34
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,854,"1,005","1,071","1,041",968,"1,107","1,242","1,541","1,669","1,817","1,665","1,845"
Expenses +,689,834,914,906,892,983,"1,017","1,213","1,381","1,572","1,565","1,704"
Operating Profit,166,171,157,135,77,123,225,328,288,245,100,142
OPM %,19%,17%,15%,13%,8%,11%,18%,21%,17%,13%,6%,8%
Other Income +,2,1,4,5,6,2,3,2,1,20,6,0
Interest,11,12,6,24,21,26,22,14,25,38,66,122
Depreciation,47,61,63,68,72,71,73,79,71,92,114,126
Profit before tax,110,99,91,48,-9,29,132,237,193,136,-74,-107
Tax %,24%,17%,15%,15%,-69%,16%,30%,35%,26%,29%,5%,-7%
Net Profit +,83,82,77,41,-3,24,93,155,142,97,-78,-99
EPS in Rs,8.99,8.89,8.36,4.47,-0.31,2.62,10.10,16.80,15.44,10.68,-7.99,-10.31
Dividend Payout %,18%,18%,19%,22%,-95%,11%,15%,13%,15%,14%,-2%,-2%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,18,18,18,18,18,18,18,18,18,18,18,18
Reserves,500,558,633,657,642,661,751,886,"1,010","1,091","1,004",921
Borrowings +,97,140,280,282,296,262,267,257,333,672,994,"1,090"
Other Liabilities +,230,224,266,281,301,330,279,325,297,363,414,564
Total Liabilities,846,941,"1,197","1,238","1,258","1,272","1,315","1,486","1,658","2,145","2,430","2,593"
Fixed Assets +,340,374,440,489,468,590,570,555,678,954,997,"1,255"
CWIP,63,55,91,136,185,51,68,122,114,125,321,28
Investments,0,16,0,0,0,0,0,0,2,9,1,1
