--- ABOUT ---
"Incorporated in 1987, 20 Microns Ltd is in the business of Industrial Micronised Minerals and Speciality Chemicals [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
650,184,284 / 130,9.68

Book Value,Dividend Yield,ROCE,ROE
137,0.68,17.4,14.7

Face Value
5.00

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,173,191,200,175,212,231,240,215,227,247,231,215,261
Expenses +,153,164,170,153,186,201,209,188,199,216,199,187,229
Operating Profit,21,26,30,22,27,30,31,26,29,32,32,28,32
OPM %,12%,14%,15%,13%,12%,13%,13%,12%,13%,13%,14%,13%,12%
Other Income +,0,1,0,0,1,2,1,1,-0,1,2,1,2
Interest,4,4,4,4,5,4,4,5,5,5,4,4,4
Depreciation,4,3,3,4,4,4,5,5,5,5,5,5,5
Profit before tax,13,20,22,15,19,24,23,17,19,23,23,20,24
Tax %,29%,25%,28%,25%,29%,26%,27%,23%,20%,26%,26%,25%,28%
Net Profit +,9,15,16,12,14,18,16,13,15,17,17,15,18
EPS in Rs,2.64,4.23,4.54,3.25,3.87,5.06,4.65,3.65,4.31,4.78,4.93,4.24,4.99
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,356,357,392,427,480,529,484,613,702,777,913,954
Expenses +,326,310,337,367,411,463,425,534,616,672,795,831
Operating Profit,30,46,56,60,69,66,59,79,86,106,117,123
OPM %,8%,13%,14%,14%,14%,12%,12%,13%,12%,14%,13%,13%
Other Income +,4,4,2,1,2,3,2,2,3,2,2,6
Interest,27,25,24,22,22,22,25,20,18,16,18,17
Depreciation,11,10,10,10,10,13,14,14,14,14,18,21
Profit before tax,-3,14,23,28,38,35,22,48,57,77,83,91
Tax %,-16%,24%,31%,32%,35%,30%,-6%,27%,27%,27%,24%,26%
Net Profit +,-2,11,16,19,25,24,23,35,42,56,62,67
EPS in Rs,-0.74,3.11,4.49,5.34,7.08,6.84,6.51,9.80,11.85,15.89,17.68,18.94
Dividend Payout %,0%,0%,0%,14%,0%,9%,0%,0%,6%,8%,7%,7%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,17,18,18,18,18,18,18,18,18,18,18,18
Reserves,54,70,107,126,150,170,197,234,276,335,412,466
Borrowings +,165,163,152,134,124,119,104,123,108,121,165,156
Other Liabilities +,98,83,86,98,112,137,133,140,121,114,120,117
Total Liabilities,333,334,363,376,404,444,452,514,523,588,715,756
Fixed Assets +,151,151,177,185,195,201,203,207,213,212,284,296
CWIP,7,4,7,8,4,11,3,5,8,12,9,12
Investments,1,1,2,3,4,2,6,9,9,17,25,19
Other Assets +,174,178,177,179,201,230,240,293,293,347,396,428
Total Assets,333,334,363,376,404,444,452,514,523,588,715,756

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,30,25,44,61,53,45,52,35,63,54,32,104
Cash from Investing Activity +,-4,-6,-9,-18,-19,-16,-9,-23,-18,-23,-63,-31
Cash from Financing Activity +,-21,-26,-34,-44,-33,-30,-45,-4,-38,-3,14,-30
Net Cash Flow,6,-6,2,-1,2,-1,-2,9,8,28,-17,42
Free Cash Flow,26,20,33,41,35,29,42,12,52,35,-44,78
CFO/OP,105%,58%,91%,110%,89%,83%,100%,59%,92%,68%,45%,104%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,51,57,56,57,53,57,68,60,51,59,57,68
Inventory Days,126,150,133,132,134,128,144,148,115,99,120,102
Days Payable,138,118,105,113,106,115,134,113,79,54,51,44
Cash Conversion Cycle,39,90,84,77,80,69,78,94,87,104,126,126
Working Capital Days,-27,-6,-4,6,11,18,24,31,34,39,46,45
ROCE %,9%,16%,18%,19%,21%,19%,15%,19%,19%,22%,19%,17%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,44.83%,44.95%,44.95%,44.95%,44.95%,44.99%,45.04%,45.04%,45.04%,45.04%,45.04%,45.04%
FIIs +,0.72%,0.72%,0.72%,0.73%,0.78%,1.00%,0.87%,0.84%,0.88%,0.26%,0.26%,0.41%
DIIs +,0.00%,0.00%,0.00%,0.00%,0.06%,0.02%,0.02%,0.15%,0.15%,0.17%,0.07%,0.10%
