--- ABOUT ---
"Adani Enterprises Ltd has business interests in various economic areas such as mining, integrated resources management (IRM), infrastructure such as airports, roads, rail/ metro, water, data centres, solar manufacturing, agro and defence. [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"3,95,267","3,038","3,060",

Book Value,Dividend Yield,ROCE,ROE
627,0.04,5.80,-3.38

Face Value
1.00

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,"28,944","22,644","19,546","25,050","29,180","25,472","22,608","22,848","26,966","21,961","21,249","24,820","32,439"
Expenses +,"25,337","20,119","17,116","21,824","25,985","21,767","18,842","19,778","23,256","18,651","17,942","21,178","28,709"
Operating Profit,"3,607","2,525","2,430","3,226","3,195","3,706","3,766","3,070","3,710","3,310","3,307","3,642","3,731"
OPM %,12%,11%,12%,13%,11%,15%,17%,13%,14%,15%,16%,15%,12%
Other Income +,-15,370,461,491,-176,591,583,648,"4,582",475,"4,179","6,288",748
Interest,"1,525","1,103","1,343",597,"1,513","1,130",910,"2,141","1,796","1,035","1,711","1,626","1,646"
Depreciation,895,714,757,760,811,934,"1,035","1,006","1,236","1,284","1,377","1,372","2,103"
Profit before tax,"1,172","1,079",791,"2,361",696,"2,232","2,403",572,"5,259","1,466","4,398","6,932",729
Tax %,38%,33%,50%,19%,62%,26%,21%,103%,24%,39%,23%,20%,117%
Net Profit +,781,677,333,"1,973",352,"1,772","1,989",229,"4,015",976,"3,414","5,727",-167
EPS in Rs,5.66,5.28,1.78,14.79,3.53,11.39,13.64,0.45,29.74,5.68,24.74,43.53,-1.71
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,"64,465","34,008","36,533","35,924","40,379","43,403","39,537","69,420","127,540","96,421","97,895","100,469"
Expenses +,"52,015","32,325","34,631","33,886","38,409","41,108","37,031","65,707","118,722","85,044","83,643","86,478"
Operating Profit,"12,450","1,684","1,902","2,038","1,969","2,294","2,506","3,714","8,818","11,377","14,252","13,991"
OPM %,19%,5%,5%,6%,5%,5%,6%,5%,7%,12%,15%,14%
Other Income +,792,"1,044",749,363,504,872,494,"1,012",834,"1,146","6,403","11,688"
Interest,"7,056","1,357","1,257","1,250","1,625","1,572","1,377","2,526","3,969","4,555","5,978","6,019"
Depreciation,"3,522",314,315,664,390,472,537,"1,248","2,436","3,042","4,211","6,135"
Profit before tax,"2,663","1,056","1,079",487,459,"1,122","1,086",952,"3,247","4,926","10,466","13,525"
Tax %,14%,7%,25%,23%,32%,29%,31%,50%,32%,33%,28%,28%
Net Profit +,"2,298","1,000",925,594,506,"1,040","1,046",788,"2,422","3,335","8,005","9,951"
EPS in Rs,15.81,8.21,8.02,6.15,5.82,9.24,7.49,6.30,19.30,25.37,55.02,72.31
Dividend Payout %,8%,4%,4%,6%,6%,10%,12%,14%,6%,5%,2%,2%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,110,110,110,110,110,110,110,110,114,114,115,129
Reserves,"25,618","13,268","14,026","14,979","14,646","16,837","17,049","22,147","32,937","38,962","50,199","80,797"
Borrowings +,"83,571","19,169","20,846","17,637","11,243","12,419","16,227","41,604","53,200","65,310","91,473","106,622"
Other Liabilities +,"21,420","9,132","12,630","23,679","16,537","17,509","18,231","37,726","55,027","56,200","56,056","73,321"
Total Liabilities,"130,718","41,679","47,611","56,405","42,536","46,875","51,617","101,586","141,278","160,586","197,843","260,868"
Fixed Assets +,"83,834","10,473","13,668","10,555","9,020","10,476","10,838","30,123","56,881","65,978","77,260","115,174"
CWIP,"6,733","7,705","7,731","5,526","5,765","7,347","8,825","23,544","24,025","35,180","51,516","51,753"
Investments,744,805,"1,042","1,461","1,511","1,952","5,503","4,292","6,310","8,701","9,887","9,428"
Other Assets +,"39,407","22,696","25,170","38,864","26,240","27,099","26,451","43,627","54,062","50,728","59,180","84,513"
Total Assets,"130,718","41,679","47,611","56,405","42,536","46,875","51,617","101,586","141,278","160,586","197,843","260,868"

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,"8,532","5,112",774,"2,942","3,236","2,454","4,043","1,385","17,626","10,312","4,513","2,357"
Cash from Investing Activity +,"-11,465","-1,825","-1,460","-7,649","2,487","-1,082","-8,611","-17,041","-15,459","-18,767","-26,417","-27,680"
Cash from Financing Activity +,"3,445","-3,448",716,"5,120","-6,158",-221,"3,109","15,901","-1,198","8,879","22,655","28,484"
Net Cash Flow,512,-161,30,413,-436,"1,151","-1,459",246,970,424,751,"3,161"
Free Cash Flow,-621,-778,"-3,373","-4,352","1,471",-268,684,"-10,260","2,972","-11,934","-25,002","-30,993"
CFO/OP,75%,317%,52%,157%,175%,119%,166%,43%,210%,106%,46%,36%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,87,109,127,123,129,111,111,72,36,37,36,46
Inventory Days,35,17,19,28,29,27,21,46,27,69,73,126
Days Payable,89,69,101,104,133,126,142,120,111,178,151,185
Cash Conversion Cycle,33,57,46,47,26,11,-10,-2,-49,-72,-42,-13
Working Capital Days,-81,-2,-19,-8,-10,-21,-31,-89,-38,-61,-59,-45
ROCE %,9%,3%,7%,6%,7%,9%,8%,7%,9%,10%,9%,6%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,67.65%,72.61%,72.61%,72.61%,74.72%,74.89%,73.97%,73.97%,73.97%,73.97%,73.97%,74.67%
FIIs +,19.34%,14.52%,14.65%,14.41%,11.73%,11.31%,11.72%,11.71%,11.55%,11.72%,11.64%,10.80%
DIIs +,5.46%,5.65%,5.44%,5.77%,6.02%,6.46%,6.61%,6.86%,7.04%,6.84%,6.71%,6.70%
Public +,7.54%,7.23%,7.30%,7.22%,7.53%,7.36%,7.68%,7.45%,7.44%,7.47%,7.66%,7.84%
No. of Shareholders,"6,61,255","5,66,232","5,61,309","5,37,342","6,43,975","5,84,928","6,67,210","6,55,946","6,21,739","6,18,413","6,42,614","6,64,882"

--- CAGR BOXES ---




