--- ABOUT ---
"IHCL is one of India’s leading hospitality companies. IHCL and its subsidiaries comprise diversified portfolio across luxury, upscale/upper upscale and lean luxury/midscale  segments. IHCL’s operations are spread across four continents, 12 countries and over 100 cities. [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"1,03,163",725,812,59.8

Book Value,Dividend Yield,ROCE,ROE
91.7,0.45,17.1,14.2

Face Value
1.00

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,"1,625","1,466","1,433","1,964","1,905","1,550","1,826","2,533","2,425","2,041","2,041","2,842","2,765"
Expenses +,"1,090","1,056","1,078","1,231","1,246","1,101","1,325","1,571","1,568","1,465","1,471","1,766","1,793"
Operating Profit,535,410,355,732,660,450,501,962,857,576,570,"1,076",973
OPM %,33%,28%,25%,37%,35%,29%,27%,38%,35%,28%,28%,38%,35%
Other Income +,29,49,48,40,46,46,371,59,59,61,83,334,79
Interest,57,57,59,53,52,50,52,52,54,55,56,56,55
Depreciation,108,109,111,114,120,117,125,134,142,143,145,150,167
Profit before tax,400,294,232,605,535,328,696,834,720,440,453,"1,203",830
Tax %,24%,28%,31%,28%,26%,29%,18%,26%,25%,27%,30%,22%,25%
Net Profit +,339,236,179,477,438,260,583,633,563,329,318,954,645
EPS in Rs,2.31,1.57,1.18,3.18,2.93,1.75,3.90,4.09,3.67,2.08,2.00,6.35,4.21
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,"4,189","4,023","4,021","4,104","4,512","4,463","1,575","3,056","5,810","6,769","8,335","9,689"
Expenses +,"3,762","3,411","3,411","3,432","3,682","3,496","1,937","2,651","4,005","4,609","5,565","6,493"
Operating Profit,427,612,610,671,830,968,-362,405,"1,805","2,160","2,769","3,196"
OPM %,10%,15%,15%,16%,18%,22%,-23%,13%,31%,32%,33%,33%
Other Income +,-193,-43,44,83,90,173,325,171,142,181,535,557
Interest,176,376,324,269,190,341,403,428,236,220,208,221
Depreciation,291,285,299,301,328,404,410,406,416,454,518,605
Profit before tax,-232,-91,31,184,402,396,-850,-258,"1,295","1,666","2,578","2,926"
Tax %,49%,99%,372%,66%,39%,11%,-18%,-14%,25%,28%,24%,25%
Net Profit +,-347,-203,-46,104,296,364,-796,-265,"1,053","1,330","2,038","2,247"
EPS in Rs,-3.51,-1.75,-0.48,0.76,2.17,2.68,-5.45,-1.74,7.06,8.85,13.40,14.64
Dividend Payout %,0%,-13%,-55%,47%,21%,17%,-7%,-23%,14%,20%,17%,22%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,81,99,99,119,119,119,119,142,142,142,142,142
Reserves,"2,146","2,481","2,419","4,062","4,229","4,238","3,530","6,920","7,840","9,314","11,018","12,910"
Borrowings +,"5,074","4,526","3,383","2,427","2,326","4,501","5,518","3,888","3,139","2,736","3,084","2,837"
Other Liabilities +,"2,582","2,691","2,698","2,706","2,840","2,584","2,268","2,052","2,391","2,541","3,371","4,332"
Total Liabilities,"9,884","9,797","8,599","9,314","9,514","11,442","11,435","13,002","13,512","14,733","17,616","20,221"
Fixed Assets +,"6,299","6,762","5,815","6,163","6,422","8,059","8,438","8,415","8,819","9,311","10,918","12,210"
CWIP,306,290,223,197,116,244,165,194,332,256,633,787
Investments,"1,587","1,515","1,244","1,511","1,335","1,427","1,483","1,967","1,891","2,261","2,279","3,606"
Other Assets +,"1,692","1,231","1,317","1,443","1,641","1,712","1,349","2,426","2,470","2,905","3,786","3,617"
Total Assets,"9,884","9,797","8,599","9,314","9,514","11,442","11,435","13,002","13,512","14,733","17,616","20,221"

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,495,619,535,492,711,823,-319,672,"1,619","1,935","2,194","2,471"
Cash from Investing Activity +,-726,341,848,-521,-387,-497,-118,"-1,641",-138,"-1,208","-1,869","-1,346"
Cash from Financing Activity +,491,"-1,196","-1,381",96,-343,-265,280,"1,659","-1,528",-985,-547,-976
Net Cash Flow,260,-237,1,67,-19,62,-157,689,-47,-257,-222,149
Free Cash Flow,184,253,954,-13,251,511,-506,387,"1,191","1,302","1,133","1,444"
CFO/OP,121%,116%,102%,95%,110%,106%,95%,152%,104%,104%,100%,98%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,26,22,25,29,26,24,51,30,28,26,28,27
Inventory Days,85,80,81,83,73,92,236,143,84,82,64,57
Days Payable,273,286,294,330,294,383,807,550,368,364,273,276
Cash Conversion Cycle,-162,-184,-189,-217,-195,-268,-520,-376,-256,-257,-180,-191
Working Capital Days,-66,-166,-114,-69,-112,-99,-555,-165,-84,-61,-40,-37
ROCE %,4%,5%,5%,6%,8%,7%,-6%,1%,13%,15%,17%,17%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,38.19%,38.19%,38.12%,38.12%,38.12%,38.12%,38.12%,38.12%,38.12%,38.12%,38.12%,38.12%
FIIs +,21.64%,22.17%,23.28%,24.47%,27.19%,27.44%,27.78%,26.96%,27.18%,26.14%,25.09%,23.23%
DIIs +,24.05%,23.13%,22.19%,20.65%,18.29%,18.67%,18.44%,19.05%,18.39%,19.40%,20.66%,22.58%
Government +,0.13%,0.14%,0.14%,0.14%,0.14%,0.14%,0.14%,0.14%,0.13%,0.13%,0.13%,0.13%
Public +,15.98%,16.38%,16.27%,16.63%,16.26%,15.65%,15.54%,15.74%,16.18%,16.20%,16.00%,15.95%
No. of Shareholders,"4,48,742","4,83,961","4,85,609","5,35,253","5,56,019","5,48,188","5,71,567","5,96,383","6,17,489","6,23,969","6,33,361","6,46,147"

--- CAGR BOXES ---




