--- ABOUT ---
"Incorporated in 1965, Transpek Industry Ltd manufactures and exports a range of chemicals [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
565,"1,012","1,738 / 864",12.4

Book Value,Dividend Yield,ROCE,ROE
"1,374",1.98,8.31,6.04

Face Value
10.0

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,202.76,162.16,120.94,148.32,148.21,151.86,162.70,170.04,165.26,154.23,160.27,158.48,148.22
Expenses +,162.62,139.65,107.58,120.64,129.44,135.84,140.18,146.10,133.05,130.18,133.59,133.55,130.49
Operating Profit,40.14,22.51,13.36,27.68,18.77,16.02,22.52,23.94,32.21,24.05,26.68,24.93,17.73
OPM %,19.80%,13.88%,11.05%,18.66%,12.66%,10.55%,13.84%,14.08%,19.49%,15.59%,16.65%,15.73%,11.96%
Other Income +,5.29,11.67,4.07,4.63,4.79,10.98,5.09,4.89,7.74,11.66,5.03,3.54,4.27
Interest,5.79,4.15,3.04,3.69,3.49,3.01,2.82,3.12,2.79,2.46,2.41,1.67,1.52
Depreciation,8.49,8.78,8.83,8.66,11.33,12.32,12.89,12.13,12.64,12.32,12.34,12.34,11.64
Profit before tax,31.15,21.25,5.56,19.96,8.74,11.67,11.90,13.58,24.52,20.93,16.96,14.46,8.84
Tax %,28.19%,25.41%,46.22%,29.46%,35.47%,20.31%,19.66%,21.58%,21.49%,25.56%,25.53%,25.03%,25.45%
Net Profit +,22.37,15.85,2.99,14.08,5.64,9.29,9.55,10.65,19.25,15.58,12.64,10.85,6.58
EPS in Rs,40.05,28.38,5.35,25.21,10.10,16.63,17.10,19.07,34.46,27.89,22.63,19.42,11.78
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,290,284,317,361,595,566,339,599,827,580,650,621
Expenses +,251,236,263,314,478,447,292,499,676,497,547,528
Operating Profit,38,48,53,47,117,118,47,100,151,82,103,93
OPM %,13%,17%,17%,13%,20%,21%,14%,17%,18%,14%,16%,15%
Other Income +,11,2,7,10,18,17,17,24,14,25,20,24
Interest,13,11,9,12,19,16,10,11,19,14,12,8
Depreciation,9,8,9,10,14,26,29,30,33,38,50,49
Profit before tax,27,32,42,35,101,94,26,84,113,56,62,61
Tax %,18%,33%,29%,25%,35%,22%,9%,22%,26%,31%,21%,25%
Net Profit +,22,21,30,26,66,73,23,65,83,39,49,46
EPS in Rs,37.41,36.24,53.67,47.26,117.70,130.59,41.73,117.09,149.46,69.03,87.26,81.73
Dividend Payout %,13%,21%,17%,19%,17%,10%,18%,19%,18%,20%,23%,24%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,6,6,6,6,6,6,6,6,6,6,6,6
Reserves,69,85,200,241,306,333,374,479,581,668,740,762
Borrowings +,77,64,88,203,144,116,111,137,145,123,94,60
Other Liabilities +,77,55,93,116,143,134,109,143,155,169,161,181
Total Liabilities,229,209,386,566,599,589,599,764,887,966,"1,001","1,008"
Fixed Assets +,92,94,117,179,236,287,287,295,365,397,360,343
CWIP,5,10,13,56,33,19,14,16,24,6,5,5
Investments,5,5,131,144,149,118,142,196,238,321,328,316
Other Assets +,126,100,125,188,180,166,156,258,260,242,307,344
Total Assets,229,209,386,566,599,589,599,764,887,966,"1,001","1,008"

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,19,44,47,7,128,111,35,47,111,98,135,
Cash from Investing Activity +,14,-16,-31,-103,-45,-33,-17,-70,-13,-32,-30,
