--- ABOUT ---
"Incorporated in 1995, Energy Development Company Ltd does generation and sale of bulk power and trading of power equipments [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
78.8,16.6,29.7,60.1

Book Value,Dividend Yield,ROCE,ROE
0.82,0.00,14.3,33.2

Face Value
10.0

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,4,6,11,9,4,7,15,8,3,10,21,11,4
Expenses +,4,3,3,3,5,3,4,4,6,4,5,5,4
Operating Profit,-1,3,8,6,-1,4,11,4,-3,6,15,6,-0
OPM %,-21%,53%,70%,69%,-25%,59%,73%,52%,-110%,60%,74%,55%,-4%
Other Income +,1,0,0,0,1,0,0,-76,1,0,0,0,-5
Interest,1,3,3,3,2,2,2,2,2,2,2,3,3
Depreciation,3,3,3,3,3,3,3,3,3,3,2,2,2
Profit before tax,-4,-2,3,1,-5,-1,6,-77,-7,2,11,2,-11
Tax %,48%,-11%,-7%,-13%,11%,-28%,-3%,-0%,271%,-8%,5%,24%,30%
Net Profit +,-5,-2,3,2,-5,-0,7,-76,-27,2,11,1,-14
EPS in Rs,-1.35,-0.34,0.62,0.35,-1.08,-0.10,1.38,-16.08,-5.68,0.35,2.23,0.27,-2.90
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,37.65,150.05,115.02,59.91,34.94,29.94,31.29,42.98,37.44,30.01,32.76,46.25
Expenses +,10.20,138.86,106.00,39.90,19.53,17.55,14.61,12.36,12.65,13.78,16.65,18.73
Operating Profit,27.45,11.19,9.02,20.01,15.41,12.39,16.68,30.62,24.79,16.23,16.11,27.52
OPM %,72.91%,7.46%,7.84%,33.40%,44.10%,41.38%,53.31%,71.24%,66.21%,54.08%,49.18%,59.50%
Other Income +,7.82,4.94,37.43,2.08,3.82,2.02,2.22,2.54,4.60,1.73,-74.36,-4.20
Interest,36.83,19.70,30.48,20.54,19.74,18.32,18.78,14.92,13.79,9.90,9.64,10.37
Depreciation,11.86,11.03,10.90,11.70,11.16,10.46,10.36,10.32,10.31,10.28,10.26,9.09
Profit before tax,-13.42,-14.60,5.07,-10.15,-11.67,-14.37,-10.24,7.92,5.29,-2.22,-78.15,3.86
Tax %,3.80%,3.49%,21.70%,29.16%,-39.50%,-68.82%,-38.18%,-20.58%,20.42%,-2.70%,24.45%,106.22%
Net Profit +,-13.94,-15.11,3.98,-13.11,-7.05,-4.48,-6.32,9.54,4.21,-2.17,-97.26,-0.24
EPS in Rs,-5.07,-3.18,0.98,-2.45,-1.17,-0.64,-1.01,2.01,0.89,-0.46,-20.48,-0.05
Dividend Payout %,-9.86%,-15.72%,51.08%,-20.40%,-42.64%,-78.12%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
