--- ABOUT ---
"Suprajit is engaged in the manufacturing and trading of automotive cables and components, non-automotive cables and components, halogen lamps, LED drop in solutions, mechanic products like seat latch, steering locks, head rest mechanism etc. [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"6,400",467,518 / 390,34.2

Book Value,Dividend Yield,ROCE,ROE
105,0.64,16.0,13.8

Face Value
1.00

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,699,680,709,724,783,735,834,832,877,863,941,979,"1,042"
Expenses +,612,608,639,637,689,648,771,735,790,781,841,884,922
Operating Profit,87,71,70,87,94,86,63,97,87,82,100,95,120
OPM %,12%,11%,10%,12%,12%,12%,8%,12%,10%,9%,11%,10%,12%
Other Income +,6,13,19,9,19,10,12,13,10,39,35,3,31
Interest,11,12,14,13,13,12,15,19,14,15,16,18,14
Depreciation,23,25,26,26,28,26,32,31,32,34,37,39,40
Profit before tax,58,48,49,57,73,58,28,60,50,71,81,41,97
Tax %,29%,31%,29%,30%,19%,35%,98%,45%,46%,32%,37%,69%,27%
Net Profit +,41,33,35,40,59,38,0,33,27,48,51,13,71
EPS in Rs,2.96,2.39,2.51,2.91,4.27,2.75,0.04,2.44,1.99,3.51,3.71,0.91,5.18
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,605,940,"1,203","1,431","1,590","1,563","1,641","1,840","2,752","2,896","3,277","3,825"
Expenses +,508,784,999,"1,194","1,357","1,344","1,404","1,580","2,439","2,572","2,944","3,428"
Operating Profit,97,156,204,237,233,219,237,260,313,324,333,397
OPM %,16%,17%,17%,17%,15%,14%,14%,14%,11%,11%,10%,10%
Other Income +,4,10,18,21,38,-5,34,48,38,59,46,108
Interest,17,26,30,27,25,23,19,15,36,51,60,64
Depreciation,9,16,27,37,41,58,57,59,95,104,122,151
Profit before tax,75,123,164,193,205,133,194,235,220,228,197,290
Tax %,33%,35%,31%,28%,35%,22%,27%,26%,31%,27%,50%,37%
Net Profit +,50,80,114,138,134,104,143,173,152,167,99,183
EPS in Rs,4.19,5.48,8.66,9.90,9.57,7.43,10.20,12.51,10.99,12.08,7.24,13.32
Dividend Payout %,23%,19%,17%,14%,16%,24%,17%,16%,21%,21%,41%,15%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,12,13,14,14,14,14,14,14,14,14,14,14
Reserves,229,434,510,641,761,840,976,"1,070","1,211","1,348","1,266","1,423"
Borrowings +,194,298,378,345,362,391,346,337,718,708,817,993
Other Liabilities +,94,216,236,306,321,350,391,336,529,550,701,744
Total Liabilities,529,962,"1,138","1,306","1,458","1,594","1,727","1,757","2,471","2,620","2,798","3,173"
Fixed Assets +,168,330,556,544,553,613,598,588,807,852,"1,010","1,131"
CWIP,17,18,2,3,27,15,5,10,28,7,26,36
Investments,112,149,23,130,172,276,320,262,445,513,251,248
Other Assets +,232,465,557,629,706,689,804,897,"1,191","1,249","1,510","1,758"
Total Assets,529,962,"1,138","1,306","1,458","1,594","1,727","1,757","2,471","2,620","2,798","3,173"

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,67,93,126,217,145,232,161,182,239,249,185,171
Cash from Investing Activity +,-76,-240,-169,-123,-89,-154,-59,39,-548,-112,92,-105
Cash from Financing Activity +,7,151,47,-85,-42,-61,-86,-111,223,-122,-251,-120
Net Cash Flow,-1,4,3,10,14,17,16,109,-86,15,26,-54
Free Cash Flow,26,39,87,192,86,166,136,129,148,158,74,54
CFO/OP,93%,81%,88%,105%,91%,128%,88%,92%,103%,101%,80%,73%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,75,81,74,74,67,64,74,59,61,65,65,68
Inventory Days,78,110,109,110,113,116,126,122,120,108,123,120
Days Payable,56,61,56,83,70,85,95,66,66,71,74,71
Cash Conversion Cycle,98,130,127,100,110,95,105,116,115,103,114,117
Working Capital Days,6,23,52,24,28,8,21,27,33,26,20,47
ROCE %,23%,24%,23%,23%,22%,15%,17%,17%,15%,12%,11%,16%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,44.64%,44.63%,44.63%,44.62%,44.62%,44.64%,44.64%,44.60%,45.09%,45.13%,45.14%,45.26%
FIIs +,5.11%,4.76%,4.56%,4.79%,5.82%,6.30%,6.83%,7.05%,7.11%,6.64%,6.79%,6.50%
DIIs +,15.90%,15.86%,16.21%,17.50%,16.94%,17.20%,17.24%,17.20%,16.73%,17.08%,17.10%,17.17%
Public +,34.34%,34.75%,34.62%,33.10%,32.64%,31.86%,31.29%,31.14%,31.08%,31.14%,30.97%,31.05%
No. of Shareholders,"74,910","75,396","77,545","69,655","72,725","84,510","80,753","81,429","76,520","74,930","71,917","73,587"

--- CAGR BOXES ---
Compounded Sales Growth
10 Years:,15%
5 Years:,18%
3 Years:,12%
TTM:,17%

Compounded Profit Growth
10 Years:,10%
5 Years:,6%
3 Years:,7%
TTM:,118%

Stock Price CAGR
10 Years:,10%
5 Years:,10%
3 Years:,6%
1 Year:,5%

Return on Equity
10 Years:,14%
5 Years:,12%
3 Years:,10%
Last Year:,14%

