Cash from Investing Activity +,"-3,630","-1,348","-2,142",354,60,-247,486,284,-354,-192,451,-212
Cash from Financing Activity +,695,"-3,194","-3,389","-4,311","-4,839","-4,200","-4,615","-3,849","-3,623","-2,734","-2,435","-1,828"
Net Cash Flow,"-1,535",32,-826,408,-556,96,19,48,46,248,-46,785
Free Cash Flow,-761,"2,544","4,130","3,918","4,180","3,998","4,015","3,417","3,639","3,225","2,091","2,708"
CFO/OP,54%,109%,106%,104%,108%,154%,117%,134%,216%,277%,92%,122%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,154,125,105,94,122,114,111,156,130,76,73,63
Inventory Days,,,,,,,,,,,,
Days Payable,,,,,,,,,,,,
Cash Conversion Cycle,154,125,105,94,122,114,111,156,130,76,73,63
Working Capital Days,-209,-162,-158,-209,-567,-551,-485,-622,-682,-661,-309,-348
ROCE %,5%,7%,8%,7%,7%,6%,7%,5%,3%,1%,6%,6%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,24.99%,24.50%,24.50%,23.24%,23.24%,23.27%,23.27%,23.27%,24.98%,24.98%,24.98%,24.98%
FIIs +,7.34%,7.66%,8.37%,13.01%,12.71%,13.12%,12.95%,13.21%,12.93%,13.09%,13.25%,14.12%
DIIs +,3.17%,5.16%,5.19%,4.94%,3.06%,2.88%,2.80%,3.29%,3.61%,3.75%,3.05%,3.12%
Government +,0.01%,0.01%,0.01%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Public +,64.49%,62.67%,61.95%,58.81%,60.99%,60.72%,60.97%,60.22%,58.48%,58.18%,58.69%,57.75%
No. of Shareholders,"30,45,992","31,06,446","35,67,059","38,68,227","40,90,481","40,44,000","41,89,897","41,77,549","43,93,672","43,51,107","43,67,838","43,41,371"

--- CAGR BOXES ---




