--- ABOUT ---
"DLF Ltd with its subsidiaries, associates and JVs is engaged in real estate development, from the identification and acquisition of land to planning, execution, construction and marketing of projects. It is also engaged in business of leasing, generation of power, provision of maintenance services, hospitality and recreational services which are related to the overall development of real estate business. [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"1,54,583",624,869,36.5

Book Value,Dividend Yield,ROCE,ROE
184,0.96,6.34,9.62

Face Value
2.00

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,"1,456","1,423","1,348","1,521","2,135","1,362","1,975","1,529","3,128","2,717","1,643","2,020","1,814"
Expenses +,"1,058","1,027",885,"1,010","1,381","1,134","1,473","1,129","2,150","2,353","1,359","1,630","1,403"
Operating Profit,398,396,462,511,754,229,502,400,978,364,284,390,411
OPM %,27%,28%,34%,34%,35%,17%,25%,26%,31%,13%,17%,19%,23%
Other Income +,120,98,129,122,182,367,206,-94,220,264,854,399,308
Interest,85,85,90,84,98,101,94,94,109,79,63,36,21
Depreciation,36,36,37,38,37,37,38,39,37,34,30,30,48
Profit before tax,397,373,464,512,802,458,577,174,"1,053",515,"1,045",723,649
Tax %,28%,27%,24%,26%,21%,26%,-81%,-154%,17%,26%,26%,-1%,-14%
Net Profit +,570,526,622,656,920,645,"1,381","1,059","1,282",763,"1,180","1,203","1,269"
EPS in Rs,2.30,2.13,2.52,2.65,3.72,2.61,5.58,4.28,5.18,3.08,4.77,4.86,5.12
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,"7,649","9,926","8,221","6,707","8,366","6,083","5,414","5,717","5,695","6,427","7,994","8,194"
Expenses +,"4,635","5,960","4,775","4,329","6,218","4,937","3,945","3,974","3,969","4,303","5,885","6,746"
Operating Profit,"3,014","3,966","3,446","2,378","2,148","1,146","1,469","1,743","1,726","2,124","2,109","1,448"
OPM %,39%,40%,42%,35%,26%,19%,27%,30%,30%,33%,26%,18%
Other Income +,503,506,"1,135","9,722",784,"1,135",383,195,317,531,700,"1,825"
Interest,"2,304","2,680","2,980","2,951","2,062","1,427",853,625,392,356,397,199
Depreciation,545,766,572,534,225,200,159,149,149,148,151,142
Profit before tax,668,"1,026","1,030","8,615",646,653,840,"1,165","1,502","2,151","2,261","2,932"
Tax %,24%,55%,22%,50%,43%,326%,43%,28%,27%,24%,-19%,11%
Net Profit +,507,305,708,"4,477","1,314",-590,"1,083","1,500","2,034","2,724","4,367","4,415"
EPS in Rs,3.03,1.72,4.01,25.02,5.98,-2.36,4.42,6.06,8.22,11.02,17.64,17.83
Dividend Payout %,66%,117%,50%,8%,33%,-85%,45%,49%,49%,45%,34%,45%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,356,357,357,357,441,495,495,495,495,495,495,495
Reserves,"27,013","23,712","24,216","34,954","33,135","33,952","34,849","35,867","37,192","38,936","42,055","44,978"
