--- ABOUT ---
"Capacit'e Infraprojects Limited is primarily engaged in the EPC business and provides turnkey solutions for housing, high rises, super high rises, speciality buildings and urban infrastructure. The company offers these services to leading real-estate and government bodies in India. [1] [2]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"1,978",234,342,10.3

Book Value,Dividend Yield,ROCE,ROE
226,0.00,15.6,10.6

Face Value
10.0

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,447,430,422,481,599,570,518,590,671,589,646,675,712
Expenses +,363,360,359,394,490,462,423,500,586,488,538,567,603
Operating Profit,84,71,62,87,109,108,95,90,86,102,108,108,109
OPM %,19%,16%,15%,18%,18%,19%,18%,15%,13%,17%,17%,16%,15%
Other Income +,2,5,15,5,10,9,6,23,36,12,6,7,3
Interest,22,25,22,25,23,22,22,25,25,24,23,24,25
Depreciation,27,24,28,27,22,23,21,25,26,25,24,23,27
Profit before tax,37,26,28,41,73,72,59,64,71,65,67,68,60
Tax %,42%,27%,28%,27%,29%,26%,24%,18%,25%,27%,23%,26%,25%
Net Profit +,22,19,20,30,52,53,45,52,53,47,51,50,45
EPS in Rs,3.19,2.81,2.70,3.85,6.12,6.31,5.27,6.15,6.21,5.40,5.80,5.91,5.52
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,556,853,"1,155","1,341","1,797","1,529",880,"1,340","1,799","1,932","2,350","2,623"
Expenses +,493,739,952,"1,137","1,545","1,272",743,"1,122","1,441","1,598","1,969","2,195"
Operating Profit,63,115,203,204,251,257,136,218,357,334,381,427
OPM %,11%,13%,18%,15%,14%,17%,15%,16%,20%,17%,16%,16%
Other Income +,7,7,11,25,36,25,29,13,4,30,73,27
Interest,15,32,42,40,49,65,70,67,89,96,93,96
Depreciation,9,16,65,67,89,114,90,99,136,101,95,99
Profit before tax,46,74,106,122,149,103,5,65,136,167,265,259
Tax %,31%,34%,35%,35%,35%,12%,66%,27%,30%,28%,23%,25%
Net Profit +,32,49,69,80,97,91,2,48,95,120,204,193
EPS in Rs,64.85,84.84,17.16,11.72,14.33,13.41,0.23,7.03,14.04,14.22,23.94,22.64
Dividend Payout %,0%,3%,3%,9%,7%,0%,0%,0%,0%,0%,0%,0%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,5,6,40,68,68,68,68,68,68,85,85,85
Reserves,51,163,256,680,775,858,861,897,"1,006","1,432","1,634","1,824"
Borrowings +,114,179,200,239,274,320,291,335,374,329,426,483
Other Liabilities +,367,527,613,747,934,"1,119","1,025","1,081","1,165","1,303","1,356","1,530"
Total Liabilities,538,876,"1,109","1,734","2,051","2,364","2,246","2,381","2,612","3,149","3,500","3,922"
Fixed Assets +,169,233,326,410,541,659,664,694,659,593,584,655
CWIP,0,8,7,0,4,5,6,14,21,9,3,32
Investments,5,0,0,1,1,1,2,1,1,3,22,32
Other Assets +,364,635,776,"1,323","1,506","1,699","1,574","1,673","1,931","2,544","2,891","3,203"
Total Assets,538,876,"1,109","1,734","2,051","2,364","2,246","2,381","2,612","3,149","3,500","3,922"

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,37,-17,136,85,70,357,77,34,101,-39,52,223
Cash from Investing Activity +,-55,-71,-120,-414,-16,-277,-122,-23,-61,-152,-9,-153
Cash from Financing Activity +,15,92,-9,331,-38,-3,-53,1,-34,182,2,-43
Net Cash Flow,-3,4,7,2,17,78,-98,12,7,-10,45,27
Free Cash Flow,-35,-95,23,-52,-154,93,-35,-65,12,-123,-44,52
CFO/OP,78%,-2%,78%,54%,45%,154%,63%,27%,33%,-10%,25%,69%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,100,118,116,114,108,92,119,108,71,104,168,151
Inventory Days,152,216,138,137,43,58,103,73,54,58,46,25
Days Payable,237,302,243,273,251,311,432,348,346,425,377,179
Cash Conversion Cycle,15,32,12,-22,-99,-161,-211,-167,-222,-264,-163,-3
Working Capital Days,62,22,26,25,33,48,75,70,72,150,169,128
ROCE %,43%,40%,35%,22%,19%,14%,6%,10%,17%,16%,18%,16%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,38.64%,35.66%,38.28%,31.69%,31.69%,31.69%,31.69%,31.69%,31.69%,31.69%,31.69%,31.69%
FIIs +,12.31%,8.13%,7.26%,11.12%,14.43%,14.29%,13.68%,13.32%,14.53%,13.95%,14.09%,14.96%
DIIs +,10.57%,8.26%,5.51%,7.82%,7.75%,7.24%,7.55%,7.82%,8.23%,8.48%,8.54%,7.82%
Public +,38.48%,47.94%,48.96%,49.37%,46.13%,46.80%,47.08%,47.18%,45.56%,45.88%,45.68%,45.52%
No. of Shareholders,"44,252","52,573","52,079","62,145","61,608","66,597","70,029","67,378","67,867","65,576","63,713","61,699"

--- CAGR BOXES ---




