--- ABOUT ---
"Jash Engineering Limited is manufacturing a wide range of equipment for Water Intake Systems, Water and Waste Water Pumping Stations and Treatment Plants, Storm Water Pumping Stations, Water Transmission Lines, Power, Steel, Cement, Paper & Pulp, Petrochemicals, Chemical, Fertilizers, and other process plants. [1] Jash offers a single-stop solution under one roof including Design, Casting, Fabrication, Assembly & Testing, and provides the most varied range of these products in the largest possible sizes. Jash is today an industry leader in India for most of these products and also exports these products to over 45 countries worldwide."

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"3,160",500,647,41.5

Book Value,Dividend Yield,ROCE,ROE
82.1,0.40,17.7,16.0

Face Value
2.00

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,169,64,95,139,217,115,140,181,300,128,158,160,291
Expenses +,133,65,81,107,164,111,115,140,242,132,137,144,222
Operating Profit,36,-0,14,32,53,3,25,41,59,-4,20,17,69
OPM %,21%,-1%,15%,23%,24%,3%,18%,23%,20%,-3%,13%,11%,24%
Other Income +,5,1,1,2,2,2,4,1,3,5,2,4,9
Interest,3,2,3,3,3,2,3,4,4,3,3,3,3
Depreciation,3,3,3,3,3,3,3,4,7,4,5,5,5
Profit before tax,35,-4,10,28,49,-0,22,35,51,-6,14,13,69
Tax %,6%,-12%,14%,20%,20%,-121%,28%,-0%,30%,-17%,22%,-1%,18%
Net Profit +,33,-3,9,23,39,0,16,35,36,-5,11,13,57
EPS in Rs,5.52,-0.56,1.42,3.76,6.29,0.08,2.56,5.60,5.76,-0.81,1.77,2.13,8.97
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,119,120,158,175,248,278,299,368,402,516,735,736
Expenses +,99,100,137,166,225,240,248,321,338,417,608,634
Operating Profit,20,20,21,9,23,38,52,47,64,99,127,102
OPM %,17%,16%,13%,5%,9%,14%,17%,13%,16%,19%,17%,14%
Other Income +,1,2,3,5,7,8,3,6,13,6,10,20
Interest,6,5,6,7,8,10,10,9,10,11,13,13
Depreciation,4,4,4,6,7,8,9,10,11,11,17,20
Profit before tax,11,12,15,1,14,28,36,35,56,83,108,90
Tax %,31%,39%,32%,72%,44%,28%,16%,7%,8%,20%,19%,16%
Net Profit +,8,7,10,0,8,20,31,32,52,67,87,76
EPS in Rs,1.59,1.52,2.11,0.06,1.30,3.40,5.14,5.39,8.59,10.79,13.97,12.05
Dividend Payout %,20%,26%,0%,348%,23%,14%,12%,13%,14%,13%,14%,8%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,10,10,10,12,12,12,12,12,12,12,13,13
Reserves,60,66,74,94,98,114,144,175,227,339,420,506
Borrowings +,39,44,52,64,74,84,72,82,82,80,99,103
Other Liabilities +,47,40,54,61,85,75,88,100,128,173,215,259
Total Liabilities,156,160,190,231,269,285,316,369,449,604,747,881
Fixed Assets +,69,66,86,88,90,101,98,112,116,127,170,213
CWIP,0,0,1,1,12,6,12,1,4,6,21,22
Investments,0,0,0,0,0,0,0,0,0,6,11,13
Other Assets +,87,93,103,141,166,177,207,257,329,465,545,633
Total Assets,156,160,190,231,269,285,316,369,449,604,747,881

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,7,6,21,-8,18,18,35,14,34,58,55,56
Cash from Investing Activity +,-18,-4,-19,-18,-14,-8,-12,-16,-16,-68,-72,-24
Cash from Financing Activity +,11,-1,0,25,-4,-9,-22,2,-13,32,-2,-17
Net Cash Flow,0,1,2,-1,-1,1,1,-0,5,22,-18,15
Free Cash Flow,5,4,-3,-25,1,14,26,2,18,34,10,19
CFO/OP,48%,53%,123%,-63%,98%,65%,89%,45%,65%,76%,59%,72%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,128,119,114,124,108,111,117,134,142,111,112,149
Inventory Days,207,246,172,209,189,178,201,157,238,279,209,219
Days Payable,169,147,175,201,181,117,128,121,125,120,92,117
Cash Conversion Cycle,167,218,110,132,116,172,190,170,255,270,229,251
Working Capital Days,20,139,25,58,15,28,64,63,83,76,71,110
ROCE %,17%,15%,16%,4%,13%,19%,21%,17%,23%,25%,25%,18%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,51.01%,50.98%,50.98%,49.44%,43.65%,43.61%,43.52%,43.39%,43.39%,43.40%,43.43%,43.24%
FIIs +,1.21%,1.21%,1.21%,1.18%,1.67%,1.58%,2.27%,1.96%,1.96%,2.06%,2.00%,1.79%
DIIs +,4.29%,4.03%,3.95%,3.59%,3.53%,0.59%,0.78%,0.90%,1.04%,0.53%,0.49%,0.39%
Public +,43.49%,43.78%,43.86%,45.79%,51.16%,54.22%,53.42%,53.75%,53.62%,54.01%,54.09%,54.12%
Others +,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.46%
No. of Shareholders,"5,641","6,227","6,559","9,692","13,804","20,230","29,613","52,640","53,685","51,487","48,039","45,073"

--- CAGR BOXES ---




