--- ABOUT ---
"KRBL is worlds leading basmati rice producer and has fully integrated operations in every aspect of basmati value chain, right from seed development, contract farming, procurement of paddy, storage, processing, packaging, branding and marketing.(Source : 202003 Annual Report Page No:181)"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"8,811",385,495 / 275,13.6

Book Value,Dividend Yield,ROCE,ROE
254,0.91,15.2,11.7

Face Value
1.00

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,"1,280","1,414","1,214","1,438","1,318","1,199","1,270","1,682","1,442","1,584","1,511","1,477","1,526"
Expenses +,"1,136","1,163","1,020","1,260","1,140","1,082","1,148","1,487","1,219","1,392","1,285","1,248","1,296"
Operating Profit,144,252,195,178,178,117,123,195,224,193,226,229,229
OPM %,11%,18%,16%,12%,14%,10%,10%,12%,16%,12%,15%,15%,15%
Other Income +,43,27,33,28,9,22,36,8,11,32,30,25,8
Interest,8,1,1,7,14,5,1,1,8,1,1,1,4
Depreciation,19,20,20,20,20,20,20,20,21,22,23,23,23
Profit before tax,160,257,207,179,153,114,138,182,207,202,233,229,210
Tax %,26%,24%,26%,25%,25%,24%,25%,27%,25%,25%,26%,26%,26%
Net Profit +,118,195,153,134,114,87,103,133,154,151,172,170,155
EPS in Rs,5.01,8.27,6.70,5.85,4.98,3.78,4.49,5.79,6.74,6.58,7.52,7.43,6.79
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,"3,143","3,360","3,145","3,246","4,120","4,499","3,992","4,211","5,365","5,385","5,594","6,098"
Expenses +,"2,617","2,913","2,502","2,472","3,271","3,629","3,170","3,549","4,425","4,582","4,919","5,196"
Operating Profit,526,447,644,774,850,870,822,662,939,802,674,902
OPM %,17%,13%,20%,24%,21%,19%,21%,16%,18%,15%,12%,15%
Other Income +,2,61,10,18,15,23,23,43,92,97,61,70
Interest,81,67,55,69,68,62,24,13,15,24,15,8
Depreciation,53,50,61,68,64,73,72,74,76,79,81,91
Profit before tax,394,391,538,655,733,758,749,617,941,796,640,873
Tax %,18%,25%,26%,34%,31%,26%,25%,26%,26%,25%,26%,26%
Net Profit +,322,293,399,434,503,558,559,459,701,596,476,648
EPS in Rs,13.67,12.45,16.97,18.46,21.37,23.71,23.74,19.52,29.78,26.03,20.80,28.31
Dividend Payout %,12%,15%,12%,12%,12%,12%,15%,18%,3%,15%,17%,16%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,24,24,24,24,24,24,24,24,24,23,23,23
Reserves,"1,301","1,475","1,884","2,264","2,703","3,104","3,669","4,047","4,669","4,835","5,217","5,784"
Borrowings +,"1,351","1,167","1,090","1,245","1,428",572,369,145,250,545,407,170
Other Liabilities +,390,315,425,324,481,724,566,533,648,525,579,622
Total Liabilities,"3,066","2,981","3,422","3,858","4,636","4,423","4,628","4,748","5,591","5,927","6,226","6,598"
Fixed Assets +,640,765,"1,013",982,941,979,947,924,899,903,922,"1,333"
CWIP,114,100,2,2,1,12,9,2,16,13,21,14
Investments,7,13,10,9,8,6,19,21,31,115,351,860
Other Assets +,"2,306","2,103","2,397","2,864","3,687","3,425","3,653","3,801","4,645","4,896","4,932","4,391"
Total Assets,"3,066","2,981","3,422","3,858","4,636","4,423","4,628","4,748","5,591","5,927","6,226","6,598"

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,337,510,258,61,-115,"1,212",384,561,-360,224,961,933
Cash from Investing Activity +,-231,-174,-208,-49,20,-54,-12,-206,206,-85,-523,-298
Cash from Financing Activity +,-147,-332,-74,25,59,"-1,148",-227,-322,5,-157,-252,-353
Net Cash Flow,-42,4,-23,37,-35,10,145,32,-149,-18,186,281
Free Cash Flow,105,338,51,24,-136,"1,182",343,520,-419,141,866,866
CFO/OP,79%,136%,57%,32%,12%,161%,71%,111%,-11%,54%,163%,130%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,39,17,27,28,35,19,18,25,19,21,31,28
Inventory Days,283,248,331,415,395,323,392,336,404,425,358,307
Days Payable,24,20,42,19,28,43,29,22,12,12,14,12
Cash Conversion Cycle,299,245,316,424,402,298,382,339,412,433,375,323
Working Capital Days,89,91,120,155,163,167,228,234,260,264,234,266
ROCE %,19%,17%,21%,22%,21%,21%,20%,15%,21%,16%,12%,15%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,59.98%,60.17%,60.17%,60.17%,60.17%,60.17%,60.17%,60.17%,60.17%,60.17%,60.17%,60.17%
FIIs +,4.32%,3.73%,3.31%,3.49%,4.14%,4.34%,5.34%,5.13%,6.72%,6.54%,7.56%,7.76%
DIIs +,0.09%,0.12%,0.14%,0.20%,0.40%,0.30%,0.27%,0.39%,0.62%,0.68%,0.67%,0.71%
Government +,6.09%,6.26%,6.26%,6.26%,6.26%,6.26%,6.26%,6.26%,6.26%,6.26%,6.26%,6.26%
Public +,29.53%,29.72%,30.10%,29.88%,29.04%,28.93%,27.95%,28.05%,26.23%,26.34%,25.33%,25.10%
No. of Shareholders,"63,625","71,163","77,915","85,797","1,12,265","1,26,816","1,18,298","1,15,029","93,590","92,753","85,437","85,873"

--- CAGR BOXES ---
Compounded Sales Growth
10 Years:,6%
5 Years:,9%
3 Years:,4%
TTM:,9%

Compounded Profit Growth
10 Years:,8%
5 Years:,3%
3 Years:,-3%
TTM:,36%

Stock Price CAGR
10 Years:,3%
5 Years:,10%
3 Years:,3%
1 Year:,12%

Return on Equity
10 Years:,15%
5 Years:,12%
3 Years:,11%
Last Year:,12%

