--- ABOUT ---
"HFCL Ltd (Himachal Futuristic Communications Limited) is a diverse telecom infrastructure enabler with active interest spanning telecom infrastructure development, system integration, and manufacture and supply of high end telecom equipment, Optical Fiber and Optic Fiber Cable (OFC). [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"32,083",210,210,103

Book Value,Dividend Yield,ROCE,ROE
32.0,0.05,10.9,6.95

Face Value
1.00

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,"1,433",995,"1,111","1,032","1,326","1,158","1,094","1,012",801,871,"1,043","1,211","1,824"
Expenses +,"1,279",849,979,916,"1,130",984,935,860,838,843,853,983,"1,510"
Operating Profit,154,146,133,117,196,175,158,152,-37,28,190,228,314
OPM %,11%,15%,12%,11%,15%,15%,14%,15%,-5%,3%,18%,19%,17%
Other Income +,14,13,18,47,14,10,15,21,14,15,13,17,22
Interest,38,36,35,37,40,42,45,47,51,56,61,63,63
Depreciation,21,21,21,19,20,24,25,26,30,32,36,44,45
Profit before tax,109,103,94,108,149,119,102,100,-105,-45,106,138,228
Tax %,28%,26%,25%,24%,27%,7%,28%,28%,-21%,-34%,32%,26%,19%
Net Profit +,79,76,70,82,109,111,73,73,-83,-29,72,102,184
EPS in Rs,0.52,0.49,0.49,0.58,0.76,0.77,0.51,0.51,-0.56,-0.22,0.47,0.64,1.17
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,"2,553","2,872","2,131","3,227","4,738","3,839","4,423","4,727","4,743","4,465","4,065","4,949"
Expenses +,"2,272","2,600","1,944","2,944","4,320","3,346","3,873","4,077","4,125","3,884","3,616","4,188"
Operating Profit,281,273,187,283,418,493,550,650,619,582,449,762
OPM %,11%,10%,9%,9%,9%,13%,12%,14%,13%,13%,11%,15%
Other Income +,110,-29,21,24,40,22,31,37,47,102,58,66
Interest,44,62,62,64,92,115,175,166,152,147,185,242
Depreciation,34,26,22,23,27,42,69,78,83,82,106,157
Profit before tax,312,156,124,220,339,358,337,442,431,454,217,428
Tax %,0%,0%,0%,22%,32%,34%,27%,26%,26%,26%,20%,23%
Net Profit +,324,156,124,172,232,237,246,326,318,338,173,329
EPS in Rs,2.61,1.26,0.99,1.35,1.73,1.77,1.86,2.27,2.18,2.29,1.23,2.04
Dividend Payout %,0%,0%,0%,4%,6%,0%,8%,8%,9%,9%,8%,10%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,124,124,124,124,127,128,128,137,138,144,144,153
Reserves,753,716,840,"1,055","1,314","1,540","1,788","2,661","2,970","3,812","3,935","4,738"
Borrowings +,398,544,539,469,590,734,942,783,936,991,"1,522","1,744"
Other Liabilities +,572,791,773,941,"1,262","1,427","2,358","1,590","1,429","1,540","1,945","2,232"
Total Liabilities,"1,847","2,175","2,275","2,588","3,294","3,829","5,216","5,171","5,473","6,487","7,546","8,868"
Fixed Assets +,199,175,188,196,238,504,508,528,548,652,852,"1,617"
CWIP,4,1,2,10,86,34,36,108,268,469,602,85
Investments,272,57,50,55,60,58,41,55,70,194,158,135
Other Assets +,"1,373","1,943","2,035","2,327","2,911","3,233","4,631","4,480","4,586","5,172","5,935","7,031"
Total Assets,"1,847","2,175","2,275","2,588","3,294","3,829","5,216","5,171","5,473","6,487","7,546","8,868"

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,129,0,136,207,34,172,145,205,235,-45,396,-378
Cash from Investing Activity +,-45,37,-25,-30,-150,-167,-165,-458,-44,-449,-518,-324
Cash from Financing Activity +,-74,-55,-114,-116,67,-7,25,248,-145,454,170,669
Net Cash Flow,10,-18,-3,61,-49,-1,5,-5,46,-40,47,-33
Free Cash Flow,111,-51,110,166,-143,5,41,23,-105,-454,-12,-723
CFO/OP,54%,12%,103%,102%,15%,53%,30%,41%,54%,13%,89%,-44%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,52,141,202,134,113,153,215,146,145,181,170,163
Inventory Days,259,192,140,56,41,96,65,98,113,135,145,161
Days Payable,320,307,260,148,134,227,262,173,131,141,174,115
Cash Conversion Cycle,-9,26,81,42,20,22,18,72,127,175,141,210
Working Capital Days,75,112,134,84,62,91,70,85,124,164,179,212
ROCE %,36%,24%,13%,18%,24%,21%,20%,19%,15%,13%,8%,11%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,39.24%,37.84%,37.84%,37.69%,37.63%,36.24%,35.90%,34.37%,31.58%,30.02%,28.29%,28.29%
FIIs +,7.53%,8.35%,8.18%,7.66%,7.02%,6.68%,6.70%,6.97%,7.75%,7.48%,7.48%,7.08%
DIIs +,2.95%,4.64%,4.55%,5.68%,7.39%,8.69%,10.96%,13.26%,14.04%,13.57%,9.07%,8.57%
Public +,50.19%,49.09%,49.37%,48.91%,47.91%,48.33%,46.40%,45.36%,46.61%,48.89%,55.13%,56.02%
Others +,0.09%,0.08%,0.08%,0.06%,0.06%,0.05%,0.04%,0.04%,0.04%,0.04%,0.03%,0.02%
No. of Shareholders,"5,85,647","5,89,482","6,51,786","7,29,536","7,70,791","7,73,276","8,20,639","8,40,219","8,58,638","8,69,442","8,42,209","8,03,693"

--- CAGR BOXES ---




