--- ABOUT ---
"Metropolis Healthcare Limited is one of the leading Indian diagnostics companies. The Company owns a chain of diagnostic centres across India, South Asia, Africa and the Middle East."

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"11,460",553,600,58.4

Book Value,Dividend Yield,ROCE,ROE
73.0,0.36,17.8,13.8

Face Value
2.00

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,283,277,308,291,331,313,350,323,345,386,429,406,425
Expenses +,212,214,234,226,251,235,260,251,283,296,321,311,317
Operating Profit,70,63,75,65,80,79,90,72,62,90,108,95,108
OPM %,25%,23%,24%,22%,24%,25%,26%,22%,18%,23%,25%,23%,25%
Other Income +,1,3,1,2,3,2,3,3,7,8,1,-0,8
Interest,6,6,6,5,6,5,5,5,5,5,6,6,8
Depreciation,23,21,22,25,26,26,27,28,29,31,32,32,39
Profit before tax,42,39,48,37,51,51,61,42,36,61,71,57,70
Tax %,20%,26%,26%,26%,28%,25%,24%,26%,19%,26%,26%,26%,27%
Net Profit +,33,29,36,27,37,38,47,31,29,45,53,42,51
EPS in Rs,1.63,1.41,1.73,1.33,1.78,1.85,2.27,1.53,1.41,2.17,2.54,2.00,2.46
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,456,475,545,647,761,856,998,"1,228","1,148","1,208","1,331","1,646"
Expenses +,339,359,405,467,559,619,708,880,855,920,"1,023","1,245"
Operating Profit,117,116,140,181,203,237,290,348,293,288,308,401
OPM %,26%,24%,26%,28%,27%,28%,29%,28%,26%,24%,23%,24%
Other Income +,7,29,39,6,8,-17,12,34,15,9,15,17
Interest,2,2,2,4,4,13,12,25,32,28,24,25
Depreciation,21,17,17,19,20,39,46,63,89,94,109,134
Profit before tax,101,128,160,164,187,169,244,293,188,175,191,259
Tax %,33%,36%,33%,32%,34%,24%,25%,27%,24%,26%,24%,26%
Net Profit +,68,82,107,112,124,128,183,215,143,128,146,191
EPS in Rs,15.44,20.10,26.61,27.29,5.99,6.29,8.95,10.46,6.98,6.24,7.00,9.17
Dividend Payout %,0%,100%,49%,0%,55%,32%,22%,19%,29%,16%,0%,55%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,10,10,10,10,10,10,10,10,10,10,10,41
Reserves,352,269,314,405,408,513,696,876,978,"1,086","1,321","1,472"
Borrowings +,14,5,1,1,18,67,112,379,266,197,204,232
Other Liabilities +,87,107,188,110,113,160,181,256,240,254,324,393
Total Liabilities,462,391,512,526,550,750,"1,000","1,521","1,495","1,547","1,859","2,138"
Fixed Assets +,153,142,202,207,213,296,343,"1,059","1,121","1,177","1,447","1,601"
CWIP,0,1,1,0,6,3,0,6,20,0,0,0
Investments,168,101,142,102,33,14,10,16,15,55,71,142
Other Assets +,141,147,167,216,298,437,647,440,340,316,341,395
Total Assets,462,391,512,526,550,750,"1,000","1,521","1,495","1,547","1,859","2,138"

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,69,91,102,104,90,215,249,253,247,264,263,351
Cash from Investing Activity +,-56,96,-86,1,36,-104,63,-736,48,-89,-199,-223
Cash from Financing Activity +,-9,-174,-17,-87,-118,-55,-33,163,-292,-181,-87,-115
Net Cash Flow,4,14,-1,18,8,56,279,-321,3,-6,-23,12
Free Cash Flow,46,79,45,90,67,179,221,223,195,200,196,300
CFO/OP,87%,113%,109%,89%,78%,118%,106%,96%,102%,105%,99%,99%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,57,54,54,57,66,55,45,40,39,38,41,38
Inventory Days,52,46,38,53,55,44,59,68,64,58,65,51
Days Payable,92,96,97,88,90,152,160,136,136,150,171,146
Cash Conversion Cycle,17,3,-5,21,30,-54,-56,-29,-33,-53,-65,-57
Working Capital Days,32,8,-27,28,33,2,-9,-26,-22,-16,-18,16
ROCE %,28%,34%,46%,43%,43%,40%,36%,29%,17%,16%,15%,18%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,49.75%,49.75%,49.74%,49.67%,49.62%,49.43%,49.40%,48.89%,48.89%,48.89%,48.87%,48.86%
FIIs +,25.66%,24.29%,21.66%,18.90%,18.25%,18.56%,16.73%,15.29%,12.83%,12.52%,11.68%,10.43%
DIIs +,14.89%,16.86%,20.73%,24.86%,27.42%,28.02%,30.00%,30.30%,32.40%,33.10%,34.73%,35.80%
Public +,9.69%,9.10%,7.87%,6.57%,4.69%,3.98%,3.86%,5.51%,5.87%,5.48%,4.69%,4.92%
No. of Shareholders,"89,692","86,249","79,878","68,283","58,108","51,852","48,572","49,293","50,015","47,846","46,670","49,175"

--- CAGR BOXES ---




