--- ABOUT ---
"Greaves Cotton is engaged in manufacturing of engines, engine applications and trading of power tillers, spares related to engines, electric vehicles and infrastructure equipment etc.(Source : 202003 Annual Report Page No:98)"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"4,625",199,245,40.3

Book Value,Dividend Yield,ROCE,ROE
61.4,1.01,10.1,8.10

Face Value
2.00

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,826.94,568.59,726.69,665.38,672.53,639.70,705.31,750.60,822.83,745.43,815.46,875.47,"1,000.26"
Expenses +,779.78,583.00,680.79,630.02,648.79,612.41,682.28,710.93,777.09,688.50,763.58,813.35,932.09
Operating Profit,47.16,-14.41,45.90,35.36,23.74,27.29,23.03,39.67,45.74,56.93,51.88,62.12,68.17
OPM %,5.70%,-2.53%,6.32%,5.31%,3.53%,4.27%,3.27%,5.29%,5.56%,7.64%,6.36%,7.10%,6.82%
Other Income +,11.78,22.44,-365.06,61.58,10.97,16.96,9.48,17.81,12.28,17.52,6.85,-10.84,-2.88
Interest,1.15,1.71,2.21,2.27,3.04,2.94,4.27,3.15,5.92,4.87,4.83,6.37,9.98
Depreciation,15.20,16.73,19.15,20.33,28.18,26.05,26.43,25.73,25.27,26.56,26.95,27.60,27.68
Profit before tax,42.59,-10.41,-340.52,74.34,3.49,15.26,1.81,28.60,26.83,43.02,26.95,17.31,27.63
Tax %,36.09%,139.48%,10.01%,38.66%,482.52%,101.05%,891.71%,76.64%,94.30%,51.53%,76.55%,65.80%,92.04%
Net Profit +,27.22,-24.93,-374.59,45.60,-13.35,-0.16,-14.33,6.68,1.53,20.85,6.32,5.92,2.20
EPS in Rs,1.15,-0.22,-8.22,2.50,0.11,0.44,0.14,0.90,1.03,1.42,1.12,1.10,0.97
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,"1,698","1,616","1,634","1,792","2,015","1,911","1,500","1,710","2,699","2,633","2,918","3,437"
Expenses +,"1,505","1,413","1,395","1,537","1,743","1,701","1,421","1,685","2,573","2,543","2,782","3,198"
Operating Profit,192,203,240,255,272,210,80,25,127,91,137,239
OPM %,11%,13%,15%,14%,14%,11%,5%,1%,5%,3%,5%,7%
Other Income +,-31,138,56,93,24,25,-26,20,55,-270,56,11
Interest,2,1,1,1,4,5,7,5,12,9,16,26
Depreciation,48,46,47,52,52,61,60,59,57,84,103,109
Profit before tax,111,294,249,295,240,169,-14,-19,113,-273,72,115
Tax %,25%,32%,27%,32%,32%,25%,36%,83%,38%,34%,109%,69%
Net Profit +,84,201,181,202,163,127,-19,-35,70,-367,-6,35
EPS in Rs,3.42,8.23,7.40,8.28,6.74,5.59,-0.81,-1.52,3.37,-5.83,2.51,4.60
Dividend Payout %,73%,67%,74%,66%,59%,0%,-25%,-13%,27%,-34%,80%,43%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,49,49,49,49,49,46,46,46,46,46,46,47
Reserves,774,842,876,916,920,753,736,703,"1,540","1,394","1,359","1,384"
Borrowings +,0,0,0,0,11,28,20,257,28,81,81,394
Other Liabilities +,301,286,325,381,474,413,477,629,"1,103",923,"1,044","1,069"
Total Liabilities,"1,124","1,177","1,250","1,346","1,454","1,240","1,280","1,635","2,718","2,444","2,531","2,894"
Fixed Assets +,326,283,292,278,339,380,372,364,369,825,846,909
CWIP,8,24,15,28,72,69,75,82,83,63,43,30
Investments,293,362,411,506,420,3,1,16,123,157,121,67
Other Assets +,497,507,532,535,624,788,832,"1,174","2,143","1,400","1,521","1,888"
Total Assets,"1,124","1,177","1,250","1,346","1,454","1,240","1,280","1,635","2,718","2,444","2,531","2,894"

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,225,230,114,280,145,102,147,-56,-135,-153,-23,33
Cash from Investing Activity +,-179,-70,36,-97,38,255,-108,-238,-758,246,50,-99
Cash from Financing Activity +,-60,-166,-148,-162,-174,-241,-20,210,889,-32,-40,123
Net Cash Flow,-14,-6,2,20,10,116,19,-84,-4,61,-13,56
Free Cash Flow,181,251,115,278,72,40,106,-24,-206,-225,-98,4
CFO/OP,140%,155%,78%,146%,87%,82%,211%,-164%,-70%,-43%,49%,47%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,50,45,60,51,62,49,51,40,22,33,42,37
Inventory Days,34,38,45,33,35,54,59,56,40,56,62,50
