Days Payable,46,68,76,82,86,83,120,110,82,78,96,92
Cash Conversion Cycle,37,15,29,2,12,20,-11,-14,-19,10,8,-6
Working Capital Days,33,44,39,22,17,23,-5,-9,96,4,34,26
ROCE %,21%,28%,23%,23%,24%,18%,3%,-1%,9%,4%,5%,10%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,55.87%,56.00%,56.00%,56.00%,55.88%,55.88%,55.88%,55.88%,55.81%,55.80%,55.80%,55.78%
FIIs +,4.94%,4.57%,3.18%,2.81%,1.15%,1.04%,2.41%,2.86%,2.45%,2.64%,2.25%,1.85%
DIIs +,3.63%,3.42%,3.44%,3.75%,3.76%,3.81%,3.50%,3.31%,3.52%,3.80%,4.08%,3.67%
Public +,35.56%,35.99%,37.36%,37.43%,39.18%,39.23%,38.20%,37.93%,38.21%,37.75%,37.86%,38.68%
No. of Shareholders,"2,18,641","2,18,731","2,11,694","2,05,042","2,12,801","2,02,891","2,64,745","3,01,509","3,01,474","3,02,226","3,31,612","3,69,141"

--- CAGR BOXES ---




