--- ABOUT ---
"Incorporated in 1977, Orient Bell Ltd is in the business of manufacturing, trading and selling of ceramic and floor tile [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
484,329,364 / 239,36.1

Book Value,Dividend Yield,ROCE,ROE
224,0.15,5.89,4.16

Face Value
10.0

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,200.33,144.12,159.73,162.28,208.33,148.14,160.35,163.02,198.26,142.91,165.09,168.82,214.64
Expenses +,187.17,141.19,154.44,161.33,196.55,143.76,152.99,155.52,189.58,137.94,155.82,158.56,199.62
Operating Profit,13.16,2.93,5.29,0.95,11.78,4.38,7.36,7.50,8.68,4.97,9.27,10.26,15.02
OPM %,6.57%,2.03%,3.31%,0.59%,5.65%,2.96%,4.59%,4.60%,4.38%,3.48%,5.62%,6.08%,7.00%
Other Income +,1.21,1.20,1.11,0.43,0.83,0.62,0.49,0.60,1.44,0.86,0.96,0.76,0.16
Interest,0.63,0.48,0.44,0.44,0.57,1.28,1.35,1.08,1.07,1.02,0.99,0.94,0.68
Depreciation,5.29,5.38,5.04,5.50,5.50,5.69,5.71,5.63,5.50,5.39,5.39,5.36,6.14
Profit before tax,8.45,-1.73,0.92,-4.56,6.54,-1.97,0.79,1.39,3.55,-0.58,3.85,4.72,8.36
Tax %,24.97%,-24.28%,25.00%,-26.32%,24.62%,-5.08%,-22.78%,29.50%,22.82%,-34.48%,17.14%,28.18%,25.60%
Net Profit +,6.34,-1.31,0.69,-3.36,4.93,-1.87,0.97,0.98,2.75,-0.37,3.19,3.39,6.22
EPS in Rs,4.38,-0.90,0.48,-2.31,3.38,-1.28,0.66,0.67,1.88,-0.25,2.17,2.30,4.23
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2013,Mar 2014,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,556,572,637,655,571,492,502,654,705,674,670,691
Expenses +,498,525,581,606,534,466,469,598,658,653,642,652
Operating Profit,58,47,57,48,37,26,34,57,47,21,28,40
OPM %,10%,8%,9%,7%,6%,5%,7%,9%,7%,3%,4%,6%
Other Income +,3,1,2,21,2,5,4,3,6,3,3,3
Interest,25,24,13,7,9,8,6,4,2,2,5,4
Depreciation,19,19,19,15,17,21,21,21,21,21,23,22
Profit before tax,17,5,26,47,14,3,11,35,30,1,4,16
Tax %,44%,56%,43%,15%,34%,-144%,33%,8%,25%,19%,25%,24%
Net Profit +,10,2,15,40,9,7,8,32,22,1,3,12
EPS in Rs,7.25,1.50,10.59,28.00,6.51,4.98,5.35,22.31,15.52,0.62,1.94,8.45
Dividend Payout %,21%,33%,5%,2%,8%,0%,9%,4%,6%,80%,26%,12%

--- BALANCE SHEET ---
,Mar 2013,Mar 2014,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,14,14,14,14,14,14,14,14,14,15,15,15
Reserves,162,163,168,208,218,225,235,270,296,298,301,314
Borrowings +,197,181,110,77,101,61,40,16,9,45,46,31
Other Liabilities +,142,144,127,133,126,120,148,155,165,199,167,164
Total Liabilities,514,502,419,432,459,421,437,455,484,558,529,524
Fixed Assets +,228,234,201,196,239,233,207,207,250,296,278,262
CWIP,18,5,0,1,1,1,0,1,3,0,1,0
Investments,20,20,24,6,7,7,8,9,10,10,13,43
Other Assets +,247,243,193,228,213,180,222,239,222,251,237,218
Total Assets,514,502,419,432,459,421,437,455,484,558,529,524

--- CASH FLOW ---
,Mar 2013,Mar 2014,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,56,,51,27,41,64,19,44,34,40,33,48
Cash from Investing Activity +,-29,,-14,5,-56,-4,5,-12,-21,-63,-8,-52
Cash from Financing Activity +,-29,,-37,-32,15,-61,-23,-29,-13,33,-5,-20
Net Cash Flow,-2,,-0,0,-0,0,1,2,0,10,21,-24
Free Cash Flow,26,,36,13,-15,60,23,17,-25,-23,28,43
CFO/OP,101%,,96%,82%,118%,253%,69%,90%,90%,193%,119%,121%

--- RATIOS ---
,Mar 2013,Mar 2014,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,48,46,58,70,74,64,67,58,58,71,71,60
Inventory Days,206,185,90,113,122,125,94,97,119,114,71,78
Days Payable,167,164,86,99,101,119,147,135,153,184,129,127
Cash Conversion Cycle,87,67,63,84,96,71,15,20,23,1,14,10
Working Capital Days,-18,-9,13,42,41,50,32,31,39,35,27,36
ROCE %,12%,8%,,12%,7%,4%,5%,14%,10%,1%,2%,6%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,65.20%,65.19%,64.97%,64.90%,64.89%,64.89%,65.11%,65.35%,65.42%,65.61%,65.56%,65.92%
FIIs +,0.07%,0.06%,0.10%,0.06%,0.17%,0.22%,0.31%,0.26%,0.22%,0.18%,0.18%,0.19%
DIIs +,0.04%,0.04%,0.02%,0.02%,0.02%,0.02%,0.03%,0.03%,0.03%,0.03%,0.03%,0.03%
Public +,34.67%,34.72%,34.92%,35.02%,34.93%,34.87%,34.55%,34.37%,34.32%,34.18%,34.24%,33.87%
No. of Shareholders,"15,323","16,084","16,877","17,511","16,572","16,093","15,948","15,609","15,695","15,517","15,052","14,675"

--- CAGR BOXES ---
Compounded Sales Growth
10 Years:,%
5 Years:,7%
3 Years:,-1%
TTM:,3%

Compounded Profit Growth
10 Years:,%
5 Years:,14%
3 Years:,-16%
TTM:,372%

Stock Price CAGR
10 Years:,8%
5 Years:,0%
3 Years:,-15%
1 Year:,10%

Return on Equity
10 Years:,5%
5 Years:,5%
3 Years:,2%
Last Year:,4%

