--- ABOUT ---
"Dabur is India’s leading FMCG, Ayurvedic and natural health care company with wide network distribution across world. [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"75,127",424,577,39.4

Book Value,Dividend Yield,ROCE,ROE
64.4,1.95,20.4,17.2

Face Value
1.00

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,"2,678","3,130","3,204","3,255","2,815","3,349","3,029","3,355","2,830","3,405","3,191","3,559","3,038"
Expenses +,"2,268","2,526","2,543","2,588","2,348","2,694","2,476","2,673","2,403","2,737","2,603","2,825","2,577"
Operating Profit,410,605,661,667,466,655,553,682,427,667,588,734,461
OPM %,15%,19%,21%,20%,17%,20%,18%,20%,15%,20%,18%,21%,15%
Other Income +,121,110,117,127,129,129,152,129,141,144,140,126,175
Interest,32,24,28,36,35,33,47,44,39,35,40,31,40
Depreciation,102,97,98,97,107,109,111,109,117,114,115,117,122
Profit before tax,396,593,651,661,453,642,546,658,412,663,573,711,474
Tax %,26%,23%,22%,23%,25%,23%,24%,22%,24%,23%,22%,22%,24%
Net Profit +,293,457,507,506,341,494,418,516,313,508,445,554,362
EPS in Rs,1.70,2.62,2.91,2.90,1.97,2.82,2.40,2.95,1.81,2.90,2.55,3.16,2.08
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,"7,795","7,780","7,614","7,722","8,515","8,685","9,562","10,889","11,530","12,404","12,563","13,193"
Expenses +,"6,475","6,261","6,102","6,104","6,775","6,892","7,560","8,637","9,367","10,004","10,247","10,743"
Operating Profit,"1,320","1,518","1,512","1,617","1,740","1,792","2,002","2,252","2,162","2,400","2,316","2,450"
OPM %,17%,20%,20%,21%,20%,21%,21%,21%,19%,19%,18%,19%
Other Income +,154,217,296,291,222,205,325,308,445,482,551,585
Interest,40,48,54,53,60,50,31,39,78,124,164,145
Depreciation,115,133,143,162,177,220,240,253,311,399,446,469
Profit before tax,"1,319","1,554","1,611","1,693","1,725","1,728","2,056","2,269","2,219","2,359","2,258","2,420"
Tax %,19%,19%,21%,20%,16%,16%,18%,23%,23%,23%,23%,23%
Net Profit +,"1,068","1,254","1,280","1,358","1,446","1,448","1,695","1,742","1,701","1,811","1,740","1,869"
EPS in Rs,6.07,7.11,7.25,7.69,8.17,8.18,9.58,9.84,9.64,10.40,9.97,10.68
Dividend Payout %,33%,32%,31%,81%,34%,37%,50%,53%,54%,53%,80%,77%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,176,176,176,176,177,177,177,177,177,177,177,177
Reserves,"3,178","3,995","4,671","5,530","5,455","6,429","7,487","8,205","8,796","9,689","10,623","11,242"
Borrowings +,734,805,975,938,699,522,509,"1,030","1,174","1,365",950,"1,287"
Other Liabilities +,"2,019","1,956","1,910","2,058","2,106","2,209","2,661","2,872","3,505","3,885","4,479","4,773"
Total Liabilities,"6,106","6,932","7,732","8,702","8,437","9,337","10,833","12,284","13,652","15,116","16,230","17,480"
Fixed Assets +,"1,877","1,667","1,958","2,028","1,969","2,253","2,243","2,308","3,579","3,815","3,990","3,939"
CWIP,50,45,42,42,64,147,147,168,175,232,169,137
Investments,"1,813","2,691","3,240","3,805","3,359","2,800","4,160","6,220","6,265","6,933","7,468","8,947"
Other Assets +,"2,365","2,529","2,492","2,827","3,045","4,137","4,283","3,589","3,633","4,136","4,603","4,456"
Total Assets,"6,106","6,932","7,732","8,702","8,437","9,337","10,833","12,284","13,652","15,116","16,230","17,480"

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,"1,047","1,187","1,227","1,092","1,499","1,614","2,115","1,802","1,488","2,013","1,987","2,579"
Cash from Investing Activity +,-876,-730,-807,-541,338,-517,"-1,404","-1,273",-583,-971,-448,"-1,285"
Cash from Financing Activity +,-417,-374,-339,-577,"-1,888","-1,043",-613,-490,"-1,035","-1,161","-1,405","-1,236"
Net Cash Flow,-245,82,81,-27,-51,54,97,38,-130,-119,133,58
Free Cash Flow,796,998,741,891,"1,274","1,213","1,808","1,433","1,003","1,453","1,448","2,180"
CFO/OP,97%,97%,102%,88%,106%,107%,122%,97%,92%,104%,103%,122%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,33,38,31,33,36,34,21,22,27,26,26,20
Inventory Days,136,150,153,169,154,164,178,169,158,149,175,124
Days Payable,153,182,181,190,172,176,197,178,171,186,215,158
Cash Conversion Cycle,16,6,3,13,17,22,3,12,14,-10,-14,-14
Working Capital Days,-17,-0,-7,-1,-5,9,-9,-14,-13,-17,-13,85
ROCE %,36%,35%,31%,28%,28%,28%,27%,27%,23%,22%,20%,20%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,66.23%,66.24%,66.25%,66.26%,66.25%,66.25%,66.27%,66.28%,66.22%,66.22%,66.23%,66.25%
FIIs +,19.39%,18.37%,16.49%,15.82%,14.99%,15.05%,13.28%,12.68%,11.85%,10.88%,10.05%,9.98%
DIIs +,8.75%,9.78%,11.66%,12.46%,13.45%,13.57%,14.85%,15.62%,16.16%,17.29%,18.29%,18.46%
Government +,0.07%,0.07%,0.07%,0.07%,0.07%,0.07%,0.07%,0.07%,0.07%,0.10%,0.10%,0.10%
Public +,5.57%,5.53%,5.54%,5.40%,5.26%,5.07%,5.53%,5.36%,5.69%,5.48%,5.33%,5.20%
No. of Shareholders,"4,44,832","4,33,501","4,39,123","4,34,823","4,35,213","4,30,436","5,10,298","5,05,557","5,20,024","4,97,123","4,84,326","4,69,624"

--- CAGR BOXES ---




