--- ABOUT ---
"Incorporated in 1913, Peria Karamalai Tea & Produce Co Ltd deals in production and distribution of Tea, generation and distribution of power and investment in financial instruments [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
236,763,998 / 567,281

Book Value,Dividend Yield,ROCE,ROE
618,0.13,1.50,0.45

Face Value
10.0

--- QUARTERLY RESULTS ---
,Mar 2021,Jun 2021,Sep 2021,Dec 2021,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024
Sales +,13.16,13.45,11.44,10.87,11.44,8.23,17.94,13.64,11.73,11.10,13.21,17.79,11.60
Expenses +,9.36,7.74,7.91,10.92,13.48,9.30,16.00,12.68,12.31,7.04,13.86,15.80,11.01
Operating Profit,3.80,5.71,3.53,-0.05,-2.04,-1.07,1.94,0.96,-0.58,4.06,-0.65,1.99,0.59
OPM %,28.88%,42.45%,30.86%,-0.46%,-17.83%,-13.00%,10.81%,7.04%,-4.94%,36.58%,-4.92%,11.19%,5.09%
Other Income +,0.10,0.03,0.67,0.10,0.34,0.13,0.04,0.20,0.28,0.15,0.54,0.21,5.21
Interest,0.66,0.72,0.82,0.89,0.90,0.55,0.41,0.42,0.59,0.52,0.53,0.53,0.57
Depreciation,0.82,0.96,0.75,1.06,1.00,1.15,0.95,0.70,0.29,1.34,0.70,0.70,0.64
Profit before tax,2.42,4.06,2.63,-1.90,-3.60,-2.64,0.62,0.04,-1.18,2.35,-1.34,0.97,4.59
Tax %,37.60%,-0.49%,27.76%,16.32%,-9.17%,3.03%,-9.68%,0.00%,15.25%,17.02%,-15.67%,9.28%,19.61%
Net Profit +,1.51,4.08,1.90,-2.21,-3.27,-2.71,0.68,0.03,-1.36,1.96,-1.13,0.88,3.69
EPS in Rs,4.88,13.18,6.14,-7.14,-10.56,-8.75,2.20,0.10,-4.39,6.33,-3.65,2.84,11.92
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024
Sales +,40.09,36.97,30.63,39.65,45.23,49.87,49.20,39.38,72.79,47.20,51.54,53.70
Expenses +,38.93,36.13,34.42,39.32,41.00,40.51,39.91,34.82,43.77,40.05,50.28,47.68
Operating Profit,1.16,0.84,-3.79,0.33,4.23,9.36,9.29,4.56,29.02,7.15,1.26,6.02
OPM %,2.89%,2.27%,-12.37%,0.83%,9.35%,18.77%,18.88%,11.58%,39.87%,15.15%,2.44%,11.21%
Other Income +,2.31,3.02,2.65,1.09,0.49,0.41,0.32,0.40,0.30,1.14,0.64,6.09
Interest,0.11,0.32,0.52,1.18,0.70,0.71,2.08,2.53,2.47,3.33,1.97,2.16
Depreciation,1.57,1.56,2.31,2.37,2.26,2.53,3.47,4.24,4.00,3.77,3.09,3.38
Profit before tax,1.79,1.98,-3.97,-2.13,1.76,6.53,4.06,-1.81,22.85,1.19,-3.16,6.57
Tax %,19.55%,25.25%,3.78%,0.47%,43.18%,3.98%,28.08%,100.00%,50.11%,57.14%,6.33%,17.81%
Net Profit +,1.44,1.48,-4.11,-2.14,1.00,6.27,2.93,-3.62,11.40,0.50,-3.36,5.40
EPS in Rs,4.65,4.78,-13.28,-6.91,3.23,20.25,9.46,-11.69,36.82,1.62,-10.85,17.44
Dividend Payout %,43.06%,31.42%,-5.66%,-10.86%,31.00%,3.71%,7.94%,-4.28%,4.08%,62.00%,-4.61%,5.74%

--- BALANCE SHEET ---
,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024
Equity Capital,3.10,3.10,3.10,3.10,3.10,3.10,3.10,3.10,3.10,3.10,3.10,3.10
Reserves,99.32,100.25,95.86,93.44,125.55,165.55,168.07,160.74,177.53,182.56,178.72,188.12
Borrowings +,3.39,3.01,6.24,13.87,7.37,22.13,23.87,26.21,14.87,51.00,21.84,21.53
Other Liabilities +,6.33,7.49,6.68,6.09,5.76,8.12,8.05,8.34,8.84,11.02,12.19,15.10
Total Liabilities,112.14,113.85,111.88,116.50,141.78,198.90,203.09,198.39,204.34,247.68,215.85,227.85
Fixed Assets +,16.74,15.74,17.52,17.41,18.70,38.09,37.49,36.40,34.01,32.00,29.39,28.00
CWIP,0.00,0.00,1.12,0.03,1.87,1.68,1.65,1.10,1.52,1.51,1.89,0.87
Investments,70.82,63.83,62.98,65.71,89.89,130.24,127.71,110.49,132.34,113.79,115.54,159.37
Other Assets +,24.58,34.28,30.26,33.35,31.32,28.89,36.24,50.40,36.47,100.38,69.03,39.61
Total Assets,112.14,113.85,111.88,116.50,141.78,198.90,203.09,198.39,204.34,247.68,215.85,227.85

--- CASH FLOW ---
,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024
Cash from Operating Activity +,3.75,-4.18,-3.06,7.21,-3.85,6.32,-2.69,0.78,2.70,34.22,-29.47,1.23
Cash from Investing Activity +,0.22,-1.33,4.31,2.65,4.35,-16.95,4.00,6.35,-2.75,-24.87,42.82,5.32
Cash from Financing Activity +,-2.34,-1.41,-1.21,-1.46,-0.98,11.38,-2.95,-5.57,-1.50,-7.41,-3.39,-5.34
Net Cash Flow,1.63,-6.92,0.03,8.40,-0.48,0.75,-1.65,1.55,-1.55,1.94,9.96,1.21
Free Cash Flow,2.86,-4.49,-8.17,6.31,-9.29,-15.38,-5.43,-0.13,1.04,33.82,-30.18,4.50
CFO/OP,393%,-433%,75%,"2,270%",-91%,74%,9%,47%,10%,501%,"-2,339%",20%

--- RATIOS ---
,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024
Debtor Days,6.10,34.16,28.48,21.91,25.90,23.20,28.93,19.65,14.59,23.82,13.88,10.88
Inventory Days,,,"1,597.15",378.35,229.60,615.44,845.26,,343.26,,293.54,675.03
Days Payable,,,"1,210.03",332.97,347.99,756.64,559.85,,174.48,,236.30,455.77
Cash Conversion Cycle,6.10,34.16,415.60,67.28,-92.49,-118.00,314.35,19.65,183.37,23.82,71.13,230.13
Working Capital Days,54.90,207.92,186.73,23.29,61.41,-0.51,25.52,123.64,122.25,345.98,229.10,-13.66
ROCE %,1.55%,1.72%,-3.82%,-1.00%,2.00%,4.38%,3.13%,0.32%,13.08%,1.79%,-0.58%,1.50%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
