--- ABOUT ---
"Ion Exchange (India) is engaged in a wide range of solutions across the water cycle from pre-treatment to process water treatment, waste water treatment, recycle, zero liquid discharge, sewage treatment, packaged drinking water, sea water desalination etc.(Source : 201903 Annual Report Page No: 63)"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"5,433",370,581,35.2

Book Value,Dividend Yield,ROCE,ROE
91.3,0.40,14.1,12.1

Face Value
1.00

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,647,479,533,554,782,568,644,691,835,583,734,734,863
Expenses +,541,430,473,483,690,503,576,615,749,521,665,675,844
Operating Profit,106,49,60,71,92,64,68,75,86,63,68,59,20
OPM %,16%,10%,11%,13%,12%,11%,11%,11%,10%,11%,9%,8%,2%
Other Income +,6,9,11,9,17,11,15,9,15,18,15,-4,43
Interest,2,2,4,3,3,3,4,3,4,3,3,8,11
Depreciation,7,8,8,10,10,10,11,11,12,12,12,19,20
Profit before tax,102,48,59,67,95,62,68,70,85,66,68,29,32
Tax %,21%,30%,28%,30%,24%,28%,26%,29%,26%,27%,26%,28%,25%
Net Profit +,81,33,42,47,72,45,51,50,63,48,50,21,24
EPS in Rs,5.57,2.27,2.90,3.24,4.96,3.07,3.47,3.31,4.32,3.32,3.38,1.38,1.65
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,798,868,"1,009","1,046","1,162","1,480","1,450","1,577","1,990","2,348","2,737","2,915"
Expenses +,750,810,935,966,"1,053","1,342","1,243","1,361","1,731","2,072","2,440","2,705"
Operating Profit,49,58,74,80,109,138,207,216,258,275,297,210
OPM %,6%,7%,7%,8%,9%,9%,14%,14%,13%,12%,11%,7%
Other Income +,4,7,12,21,34,36,31,42,42,45,49,71
Interest,17,17,21,22,21,19,15,13,12,15,17,24
Depreciation,12,13,12,13,20,24,28,28,29,36,44,63
Profit before tax,24,35,54,66,102,131,195,217,259,269,285,195
Tax %,52%,51%,46%,40%,35%,28%,27%,26%,25%,27%,27%,27%
Net Profit +,11,17,29,40,66,94,143,162,195,195,208,143
EPS in Rs,0.67,1.05,2.07,2.74,4.45,6.38,9.81,11.10,13.41,13.37,14.17,9.73
Dividend Payout %,43%,28%,16%,12%,10%,9%,10%,9%,9%,11%,10%,12%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,14,14,14,14,14,14,14,14,14,14,14,14
Reserves,142,156,153,186,246,349,492,641,819,"1,004","1,194","1,325"
Borrowings +,86,90,111,165,110,122,62,55,59,152,323,482
Other Liabilities +,437,456,689,699,795,896,875,914,"1,047","1,271","1,449","1,559"
Total Liabilities,679,715,967,"1,064","1,164","1,382","1,443","1,625","1,939","2,441","2,979","3,380"
Fixed Assets +,85,103,99,145,161,194,190,192,215,367,392,754
CWIP,14,2,34,7,12,12,15,20,42,61,323,175
Investments,2,2,3,4,5,5,5,9,10,12,13,16
Other Assets +,578,608,831,909,987,"1,172","1,234","1,404","1,672","2,001","2,250","2,435"
Total Assets,679,715,967,"1,064","1,164","1,382","1,443","1,625","1,939","2,441","2,979","3,380"

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,45,50,176,86,127,102,197,91,63,130,32,-28
Cash from Investing Activity +,-17,-25,-75,-167,-70,-17,-27,-93,-41,-160,-165,-44
Cash from Financing Activity +,-29,-17,-3,31,-79,-28,-75,-27,-15,8,128,100
Net Cash Flow,-1,8,98,-50,-22,56,96,-28,6,-22,-4,27
Free Cash Flow,29,21,132,57,96,70,167,42,3,10,-287,-280
CFO/OP,113%,111%,270%,143%,147%,100%,119%,75%,53%,74%,35%,17%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,164,153,151,153,133,124,113,118,128,145,151,135
Inventory Days,55,53,68,55,65,51,52,70,65,59,63,87
Days Payable,221,215,206,197,207,188,219,202,162,174,165,177
Cash Conversion Cycle,-2,-9,12,11,-9,-13,-54,-14,31,31,50,44
Working Capital Days,5,3,-48,-72,-64,-51,-53,-27,5,16,33,53
ROCE %,16%,20%,27%,27%,33%,35%,40%,36%,34%,27%,22%,14%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,26.94%,26.76%,26.46%,26.38%,26.20%,25.90%,25.78%,25.76%,25.71%,25.67%,25.58%,25.52%
FIIs +,2.44%,3.94%,5.20%,5.63%,5.43%,5.44%,5.83%,5.50%,5.27%,4.85%,4.68%,4.63%
DIIs +,11.66%,11.90%,11.95%,12.21%,12.83%,13.24%,13.62%,13.88%,14.09%,14.29%,14.22%,14.80%
Public +,42.78%,41.20%,40.20%,39.59%,39.36%,39.26%,38.58%,38.69%,38.77%,39.01%,39.34%,38.86%
Others +,16.18%,16.18%,16.18%,16.18%,16.18%,16.18%,16.18%,16.18%,16.18%,16.18%,16.18%,16.18%
No. of Shareholders,"48,373","62,689","71,507","75,497","87,586","1,15,664","1,19,037","1,28,164","1,25,651","1,19,139","1,20,488","1,16,996"

--- CAGR BOXES ---




