Fixed Assets +,911,865,870,837,864,963,884,871,847,805,796,782
CWIP,0,5,1,3,0,0,0,4,1,3,9,16
Investments,0,10,0,0,0,0,0,0,0,0,0,0
Other Assets +,"5,357","4,805","5,150","5,093","5,264","6,957","7,268","7,717","8,271","8,942","9,262","9,136"
Total Assets,"6,269","5,685","6,020","5,933","6,128","7,920","8,153","8,592","9,119","9,749","10,067","9,934"

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,"1,060",712,"1,121","1,157","1,380","1,522","1,920","1,856","1,758","1,791","2,199","2,638"
Cash from Investing Activity +,"3,701","1,018","1,823","-1,313",220,"-1,299",34,-138,267,"1,611","-2,372",936
Cash from Financing Activity +,"-4,690","-1,776",-931,"-1,630","-1,250",-47,"-1,590","-1,733","-1,665","-1,958","-2,096","-3,449"
Net Cash Flow,72,-45,"2,013","-1,785",350,175,363,-15,360,"1,443","-2,269",126
Free Cash Flow,"1,047",686,"1,064","1,127","1,303","1,472","1,903","1,820","1,720","1,761","2,164","2,587"
CFO/OP,116%,88%,106%,98%,109%,103%,107%,102%,99%,93%,109%,105%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,56,73,59,81,70,69,59,65,69,76,63,64
Inventory Days,,,,,,,,,,,,
Days Payable,,,,,,,,,,,,
Cash Conversion Cycle,56,73,59,81,70,69,59,65,69,76,63,64
Working Capital Days,-151,41,-112,41,32,40,36,37,39,48,45,37
ROCE %,30%,44%,46%,46%,47%,40%,37%,36%,35%,40%,41%,45%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,72.90%,72.81%,72.78%,72.75%,72.71%,72.69%,72.62%,72.59%,72.56%,72.53%,72.46%,72.44%
FIIs +,7.79%,7.74%,6.89%,6.13%,5.10%,7.73%,8.48%,8.74%,8.55%,8.66%,8.36%,8.04%
DIIs +,8.46%,8.57%,9.48%,10.26%,11.49%,9.91%,9.36%,8.69%,8.50%,8.45%,8.82%,9.12%
Government +,0.00%,0.00%,0.00%,0.01%,0.01%,0.00%,0.00%,0.01%,0.00%,0.00%,0.00%,0.00%
Public +,10.84%,10.89%,10.85%,10.85%,10.69%,9.67%,9.51%,9.97%,10.39%,10.38%,10.34%,10.38%
No. of Shareholders,"1,07,100","1,01,790","99,707","1,10,913","1,13,108","1,25,917","1,20,122","1,25,986","1,29,286","1,38,142","1,41,515","1,41,643"

--- CAGR BOXES ---
Compounded Sales Growth
10 Years:,6%
5 Years:,9%
3 Years:,10%
TTM:,12%

Compounded Profit Growth
10 Years:,9%
5 Years:,8%
3 Years:,13%
TTM:,11%

Stock Price CAGR
10 Years:,11%
5 Years:,22%
3 Years:,36%
1 Year:,3%

Return on Equity
10 Years:,28%
5 Years:,29%
3 Years:,30%
Last Year:,33%

