--- ABOUT ---
"Oracle Financial Services Software Ltd provides financial software, custom application development, consulting, IT infrastructure management, and outsourced business processing services to the financial services industry. The company was incorporated in 1989 and is based in Mumbai, India. Oracle Financial Services Software Limited is a subsidiary of Oracle Global (Mauritius) Limited. [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"83,924","9,638","10,584 / 6,232",31.8

Book Value,Dividend Yield,ROCE,ROE
899,4.15,45.3,32.6

Face Value
5.00

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,"1,471","1,462","1,444","1,824","1,642","1,741","1,674","1,715","1,716","1,852","1,789","1,966","2,065"
Expenses +,820,841,886,955,908,894,923,"1,001",952,"1,006","1,034","1,146","1,009"
Operating Profit,651,622,558,868,734,847,751,714,765,846,755,820,"1,056"
OPM %,44%,42%,39%,48%,45%,49%,45%,42%,45%,46%,42%,42%,51%
Other Income +,61,101,65,94,82,48,105,70,82,72,66,60,71
Interest,8,-3,8,9,14,5,8,-3,-9,-4,8,7,-8
Depreciation,19,18,19,19,18,18,18,17,17,18,16,16,15
Profit before tax,686,707,596,934,785,873,829,770,839,905,797,857,"1,120"
Tax %,30%,29%,30%,21%,29%,29%,30%,30%,23%,29%,32%,29%,25%
Net Profit +,479,501,417,741,560,617,578,541,644,642,546,610,842
EPS in Rs,55.48,57.92,48.20,85.51,64.62,71.12,66.60,62.35,74.13,73.87,62.82,70.06,96.71
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,"3,905","4,131","4,427","4,527","4,959","4,861","4,984","5,221","5,698","6,373","6,847","7,672"
Expenses +,"2,354","2,520","2,693","2,716","2,814","2,633","2,515","2,723","3,227","3,590","3,770","4,195"
Operating Profit,"1,551","1,612","1,734","1,811","2,145","2,229","2,469","2,499","2,471","2,782","3,076","3,477"
OPM %,40%,39%,39%,40%,43%,46%,50%,48%,43%,44%,45%,45%
Other Income +,348,189,93,91,176,177,132,134,192,342,304,271
Interest,0,0,0,0,0,47,19,12,13,28,0,2
Depreciation,68,53,70,61,54,106,104,93,81,74,69,65
Profit before tax,"1,831","1,748","1,757","1,840","2,267","2,252","2,477","2,528","2,570","3,022","3,311","3,680"
Tax %,35%,40%,33%,33%,39%,35%,29%,25%,30%,27%,28%,28%
Net Profit +,"1,192","1,049","1,185","1,237","1,386","1,462","1,762","1,889","1,806","2,219","2,380","2,639"
EPS in Rs,140.91,123.61,139.28,144.82,161.57,170.26,204.72,219.00,209.05,256.07,273.95,303.25
Dividend Payout %,472%,81%,122%,90%,0%,106%,98%,87%,108%,94%,97%,89%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,42,42,42,43,43,43,43,43,43,43,43,44
Reserves,"3,402","4,632","3,222","4,665","4,894","6,527","6,806","7,057","7,416","7,816","8,319","7,783"
Borrowings +,0,0,0,0,0,115,70,83,69,43,46,32
Other Liabilities +,"2,825","1,011","2,756","1,225","1,192","1,236","1,234","1,409","1,590","1,848","1,659","2,075"
Total Liabilities,"6,269","5,685","6,020","5,933","6,128","7,920","8,153","8,592","9,119","9,749","10,067","9,934"
