--- ABOUT ---
Aadhar Housing Finance Ltd is one of the largest low-income housing finance companies in India servicing the home financing needs of the low income sections of the society. [1]

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"22,527",515,548,20.3

Book Value,Dividend Yield,ROCE,ROE
173,0.00,11.4,15.9

Face Value
10.0

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Revenue +,555,593,629,673,692,713,764,798,833,848,897,943,985
Interest,213,235,239,251,262,277,285,297,315,332,342,348,343
Expenses +,133,166,132,156,166,173,180,187,197,207,208,214,240
Financing Profit,209,192,258,266,264,263,299,314,321,309,348,382,401
Financing Margin %,38%,32%,41%,40%,38%,37%,39%,39%,39%,36%,39%,40%,41%
Other Income +,-25,0,0,0,0,0,0,0,1,3,2,-15,8
Depreciation,4,5,5,5,6,6,6,6,6,7,7,7,11
Profit before tax,180,187,253,261,259,257,292,308,316,305,343,360,398
Tax %,22%,22%,22%,22%,22%,22%,22%,22%,22%,22%,22%,22%,22%
Net Profit +,141,146,197,204,202,200,228,239,245,237,266,281,311
EPS in Rs,3.56,3.71,5.00,5.17,5.11,4.69,5.29,5.56,5.68,5.49,6.15,6.48,7.14
Gross NPA %,,1.46%,1.40%,1.40%,1.10%,1.31%,1.30%,1.36%,1.05%,1.34%,1.40%,1.38%,1.08%
Net NPA %,,1.10%,0.90%,0.97%,0.70%,0.90%,0.90%,0.95%,0.70%,,,1.01%,0.80%
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Revenue +,"1,266","1,388","1,575","1,728","2,043","2,587","3,108","3,673"
Interest,732,793,816,761,799,987,"1,174","1,364"
Expenses +,276,350,316,387,507,619,736,869
Financing Profit,258,245,444,580,737,981,"1,197","1,440"
Financing Margin %,20%,18%,28%,34%,36%,38%,39%,39%
Other Income +,-14,-2,-0,0,-25,-0,1,-2
Depreciation,9,12,11,13,16,21,25,32
Profit before tax,235,231,433,567,696,960,"1,173","1,406"
Tax %,31%,18%,21%,22%,22%,22%,22%,22%
Net Profit +,162,189,340,445,545,750,912,"1,096"
EPS in Rs,64.37,47.99,8.62,11.27,13.80,18.99,21.14,25.15
Dividend Payout %,0%,0%,0%,0%,0%,0%,0%,0%

--- BALANCE SHEET ---
,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,25,39,395,395,395,395,431,436
Reserves,834,"2,308","2,298","2,752","3,303","4,055","5,941","7,105"
Borrowing,"8,195","9,643","10,374","10,675","12,153","13,960","16,322","18,744"
Other Liabilities +,426,376,563,554,766,683,529,"1,114"
Total Liabilities,"9,480","12,366","13,630","14,376","16,618","19,093","23,224","27,399"
Fixed Assets +,42,44,53,55,63,80,92,138
CWIP,0,0,0,0,0,0,0,0
Investments,150,24,497,338,459,462,513,637
Other Assets +,"9,289","12,298","13,080","13,982","16,095","18,551","22,618","26,624"
Total Assets,"9,480","12,366","13,630","14,376","16,618","19,093","23,224","27,399"

--- CASH FLOW ---
,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,"-2,554","-1,785","-1,202",-907,"-1,156","-2,550","-3,027","-2,808"
Cash from Investing Activity +,-49,"-1,495",-480,823,-477,723,160,309
Cash from Financing Activity +,"3,356","3,701",701,275,"1,463","1,778","3,389","2,336"
Net Cash Flow,754,422,-981,191,-169,-49,522,-164
Free Cash Flow,"-2,562","-1,788","-1,207",-918,"-1,166","-2,565","-3,041","-2,827"
CFO/OP,-250%,-165%,-88%,-59%,-66%,-118%,-117%,-89%

--- RATIOS ---
,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
ROE %,20%,12%,14%,15%,16%,18%,17%,16%

--- SHAREHOLDING PATTERN ---
,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,76.48%,75.89%,75.74%,75.61%,75.50%,75.32%,75.19%,64.90%
FIIs +,4.18%,4.32%,4.30%,5.32%,5.58%,6.11%,6.19%,6.13%
DIIs +,8.50%,9.46%,9.27%,8.58%,8.43%,8.25%,8.45%,9.15%
Public +,10.86%,10.33%,10.69%,10.51%,10.48%,10.33%,10.17%,19.83%
No. of Shareholders,"2,39,696","2,20,338","2,19,626","2,09,369","2,02,739","1,97,894","1,94,143","1,84,772"

--- CAGR BOXES ---




