--- ABOUT ---
"Greenlam Industries is engaged in the business of manufacturing laminates, decorative veneers and allied products. [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"6,436",252,281,109

Book Value,Dividend Yield,ROCE,ROE
46.2,0.16,8.22,5.11

Face Value
1.00

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,534,515,604,563,624,605,681,602,682,674,808,706,858
Expenses +,460,451,528,492,541,541,599,538,618,630,704,638,749
Operating Profit,74,64,76,71,84,64,81,64,64,44,104,68,108
OPM %,14%,12%,13%,13%,13%,11%,12%,11%,9%,7%,13%,10%,13%
Other Income +,4,4,6,3,9,3,8,1,0,2,1,-4,2
Interest,6,7,9,14,13,14,16,16,20,26,24,23,23
Depreciation,17,17,19,24,26,26,27,27,33,35,36,36,35
Profit before tax,55,44,53,35,53,27,47,21,11,-14,46,6,52
Tax %,16%,24%,26%,29%,23%,26%,27%,41%,86%,8%,31%,111%,22%
Net Profit +,46,33,39,25,41,20,34,13,1,-16,32,-1,41
EPS in Rs,1.82,1.30,1.54,0.99,1.61,0.79,1.36,0.50,0.08,-0.60,1.27,-0.01,1.55
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,926,"1,030","1,076","1,145","1,281","1,321","1,200","1,703","2,026","2,306","2,569","3,046"
Expenses +,833,900,937,996,"1,122","1,142","1,026","1,516","1,793","2,010","2,295","2,721"
Operating Profit,93,130,139,149,159,179,174,188,233,296,275,325
OPM %,10%,13%,13%,13%,12%,14%,14%,11%,12%,13%,11%,11%
Other Income +,2,3,2,2,1,4,-5,4,18,20,11,2
Interest,33,35,29,18,17,22,17,14,23,44,65,96
Depreciation,33,35,37,36,37,52,56,58,63,87,114,142
Profit before tax,28,62,76,97,106,108,96,119,164,185,106,89
Tax %,32%,40%,34%,33%,27%,20%,23%,24%,22%,25%,36%,37%
Net Profit +,19,38,50,65,77,87,74,91,129,138,68,56
EPS in Rs,0.80,1.56,2.06,2.68,3.19,3.59,3.05,3.76,5.07,5.42,2.73,2.20
Dividend Payout %,6%,6%,7%,9%,9%,11%,16%,16%,15%,15%,15%,18%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,12,12,12,12,12,12,12,12,13,13,26,26
Reserves,208,233,286,344,416,489,561,642,945,"1,064","1,101","1,154"
Borrowings +,393,365,298,252,270,294,307,398,628,"1,109","1,199","1,160"
Other Liabilities +,230,260,194,216,229,309,291,324,449,539,576,664
Total Liabilities,842,871,791,823,927,"1,104","1,172","1,376","2,035","2,726","2,902","3,004"
Fixed Assets +,328,353,324,331,330,429,413,468,506,986,"1,749","1,710"
CWIP,9,4,5,1,22,17,18,9,380,611,28,9
Investments,0,0,0,0,0,0,106,161,242,147,56,52
Other Assets +,505,514,462,492,575,658,634,739,907,981,"1,068","1,233"
Total Assets,842,871,791,823,927,"1,104","1,172","1,376","2,035","2,726","2,902","3,004"

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,118,116,185,109,64,96,213,71,169,194,205,292
Cash from Investing Activity +,-100,-53,-22,-38,-57,-54,-154,-136,-535,-527,-167,-80
Cash from Financing Activity +,-12,-63,-160,-69,-6,-22,-71,62,366,350,-28,-191
Net Cash Flow,5,-0,3,2,1,20,-12,-3,0,17,10,21
Free Cash Flow,17,64,161,70,7,42,163,-14,-297,-440,-61,204
CFO/OP,138%,99%,144%,94%,62%,70%,138%,56%,88%,81%,93%,104%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,72,65,54,54,50,38,41,28,26,24,22,26
Inventory Days,160,168,147,156,163,202,229,195,174,204,198,197
Days Payable,129,128,83,96,86,91,135,99,93,117,123,131
Cash Conversion Cycle,103,105,117,115,128,149,135,123,106,112,97,92
Working Capital Days,38,24,25,35,43,40,34,37,16,1,9,19
ROCE %,20%,16%,17%,19%,19%,18%,15%,14%,14%,12%,7%,8%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,51.22%,51.22%,50.98%,50.98%,50.98%,50.98%,50.98%,50.98%,50.98%,50.98%,50.98%,50.98%
FIIs +,1.45%,1.37%,1.28%,1.36%,1.77%,1.72%,1.78%,1.77%,1.75%,1.74%,1.74%,1.77%
DIIs +,15.60%,15.58%,15.54%,15.56%,15.60%,15.63%,15.72%,15.73%,15.15%,14.60%,14.48%,13.96%
