--- ABOUT ---
"Balaji Amines Ltd specialises in manufacturing Methylamines, Ethylamines, Derivatives of specialty chemicals and Pharma Excipients. These have been the main products, it also have facilities for the manufacturing of derivatives, which are down-stream products for various pharma/pesticide industries apart from user specific requirements. It is one of the largest manufacturers of aliphatic amines in India. [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"6,928","2,138","2,288",41.5

Book Value,Dividend Yield,ROCE,ROE
610,0.51,11.0,8.74

Face Value
2.00

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,471,464,381,383,414,385,347,313,353,358,341,331,395
Expenses +,378,366,327,309,316,319,286,267,293,304,281,275,301
Operating Profit,93,98,54,74,98,66,61,46,60,55,60,57,94
OPM %,20%,21%,14%,19%,24%,17%,17%,15%,17%,15%,18%,17%,24%
Other Income +,6,6,7,8,9,8,9,8,8,9,7,5,8
Interest,3,2,2,2,1,1,1,1,1,1,1,2,2
Depreciation,11,11,11,11,12,12,12,12,13,14,14,14,14
Profit before tax,85,90,48,70,93,62,57,41,54,49,52,46,86
Tax %,35%,25%,24%,21%,22%,26%,27%,24%,25%,25%,28%,33%,25%
Net Profit +,55,68,36,56,72,46,41,31,40,37,37,31,65
EPS in Rs,14.63,16.27,10.71,15.24,21.00,13.36,12.65,10.24,12.36,11.73,10.67,9.70,19.51
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,616,640,668,858,940,935,"1,308","2,314","2,346","1,631","1,389","1,419"
Expenses +,515,514,519,676,747,754,935,"1,691","1,736","1,308","1,157","1,154"
Operating Profit,102,127,149,182,193,181,373,623,609,324,232,265
OPM %,17%,20%,22%,21%,21%,19%,29%,27%,26%,20%,17%,19%
Other Income +,4,3,9,12,4,5,6,15,15,30,33,29
Interest,35,22,13,9,13,23,18,17,12,6,4,5
Depreciation,20,19,20,19,20,32,34,42,46,45,48,56
Profit before tax,51,88,126,166,165,131,327,578,567,302,213,232
Tax %,35%,34%,34%,32%,29%,26%,25%,28%,28%,23%,26%,27%
Net Profit +,33,58,82,113,117,97,243,418,406,232,159,169
EPS in Rs,10.25,17.78,25.42,34.93,36.27,32.34,73.51,113.71,100.47,63.22,48.62,51.60
Dividend Payout %,12%,11%,9%,7%,8%,10%,5%,5%,10%,17%,23%,21%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,6,6,6,6,6,6,6,6,6,6,6,6
Reserves,221,274,356,461,568,652,888,"1,243","1,548","1,715","1,839","1,970"
Borrowings +,256,173,105,152,227,260,127,101,58,20,11,133
Other Liabilities +,139,152,168,229,244,195,289,395,351,405,396,633
Total Liabilities,623,605,635,848,"1,046","1,113","1,310","1,745","1,963","2,146","2,252","2,743"
Fixed Assets +,341,341,325,316,320,573,543,681,780,896,"1,003","1,043"
CWIP,3,16,25,123,269,46,173,141,113,205,238,512
Investments,0,0,0,0,0,48,0,0,73,0,0,0
Other Assets +,278,248,284,409,457,446,594,923,996,"1,046","1,011","1,188"
Total Assets,623,605,635,848,"1,046","1,113","1,310","1,745","1,963","2,146","2,252","2,743"

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,56,85,60,140,94,144,110,220,354,334,255,184
Cash from Investing Activity +,-4,-29,-10,-135,-119,-130,-62,-147,-210,-274,-139,-344
Cash from Financing Activity +,-55,-54,-55,16,21,-26,-37,-57,-81,-75,-49,85
Net Cash Flow,-3,2,-5,21,-4,-12,11,16,63,-15,68,-75
Free Cash Flow,48,53,47,32,-75,83,-21,72,234,82,69,-186
CFO/OP,65%,77%,58%,101%,74%,108%,40%,56%,81%,123%,128%,82%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,71,71,68,73,65,81,85,93,59,71,72,89
Inventory Days,114,80,106,70,116,77,64,66,89,116,128,113
Days Payable,48,58,55,56,60,42,44,54,18,31,32,39
Cash Conversion Cycle,136,93,119,87,120,116,104,105,129,156,168,163
Working Capital Days,7,12,42,31,47,55,88,88,89,114,120,69
ROCE %,18%,23%,30%,32%,24%,18%,35%,49%,36%,17%,11%,11%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,53.71%,53.71%,53.71%,53.71%,53.71%,53.71%,53.71%,54.62%,54.59%,54.59%,54.59%,54.59%
FIIs +,4.55%,4.52%,4.58%,4.92%,5.05%,5.27%,5.16%,5.09%,5.00%,4.53%,3.30%,2.99%
DIIs +,0.18%,0.90%,1.43%,1.48%,1.59%,1.79%,1.66%,1.48%,1.46%,1.52%,1.53%,1.46%
Public +,41.57%,40.88%,40.31%,39.91%,39.67%,39.23%,39.46%,38.83%,38.96%,39.37%,40.59%,40.96%
No. of Shareholders,"1,40,957","1,44,990","1,41,417","1,38,017","1,32,428","1,29,160","1,29,361","1,27,442","1,21,950","1,18,894","1,17,591","1,15,754"

--- CAGR BOXES ---




