--- ABOUT ---
Tata Steel Ltd is Asia's first integrated private steel company setup in 1907. [1] The company has presence across the entire value chain of steel manufacturing from mining and processing iron ore and coal to producing and distributing finished products. [2] The company has a target to increase domestic steelmaking capacity to 30 MnTPA by 2025. [3]

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"2,48,372",199,224,22.0

Book Value,Dividend Yield,ROCE,ROE
81.8,2.01,12.5,11.7

Face Value
1.00

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,"62,962","59,490","55,682","55,312","58,687","54,771","53,905","53,648","56,218","53,178","58,689","57,002","63,270"
Expenses +,"55,742","54,587","51,414","49,048","52,087","48,077","47,789","47,745","49,659","45,751","49,793","48,803","53,441"
Operating Profit,"7,219","4,903","4,268","6,264","6,601","6,694","6,116","5,903","6,559","7,428","8,897","8,200","9,829"
OPM %,11%,8%,8%,11%,11%,12%,11%,11%,12%,14%,15%,14%,16%
Other Income +,277,"1,190","-6,568",-33,-382,-6,617,142,149,236,-6,465,42
Interest,"1,794","1,825","1,959","1,881","1,842","1,777","1,971","1,804","1,789","1,852","1,775","1,747","1,792"
Depreciation,"2,382","2,412","2,480","2,422","2,568","2,535","2,597","2,569","2,720","2,744","2,893","3,049","3,268"
Profit before tax,"3,321","1,855","-6,739","1,928","1,809","2,377","2,164","1,672","2,200","3,067","4,222","3,869","4,810"
Tax %,53%,72%,-3%,73%,69%,61%,65%,82%,45%,35%,25%,29%,38%
Net Profit +,"1,566",525,"-6,511",522,555,919,759,295,"1,201","2,007","3,183","2,730","2,965"
EPS in Rs,1.39,0.52,-5.07,0.42,0.49,0.77,0.67,0.26,1.04,1.66,2.48,2.15,2.34
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,"139,504","101,965","112,299","123,249","157,669","139,817","156,477","243,959","243,353","229,171","218,543","232,140"
Expenses +,"136,095","102,590","99,156","101,816","128,351","122,354","125,973","180,469","211,053","206,923","193,244","197,788"
Operating Profit,"3,409",-625,"13,144","21,433","29,318","17,463","30,504","63,490","32,300","22,248","25,298","34,352"
OPM %,2%,-1%,12%,17%,19%,12%,19%,26%,13%,10%,12%,15%
Other Income +,"5,994","10,346","-3,789","10,898","1,524","-2,884",180,"1,300","1,569","-6,005",877,738
Interest,"4,848","4,221","5,072","5,455","7,660","7,533","7,607","5,462","6,299","7,508","7,341","7,167"
Depreciation,"5,944","5,306","5,673","5,742","7,342","8,441","9,234","9,101","9,335","9,882","10,421","11,955"
Profit before tax,"-1,388",193,"-1,391","21,135","15,841","-1,395","13,844","50,227","18,235","-1,147","8,413","15,969"
Tax %,185%,358%,200%,16%,42%,-184%,41%,17%,56%,328%,62%,32%
Net Profit +,"-3,939",-497,"-4,169","17,743","9,122","1,174","8,190","41,749","8,075","-4,910","3,174","10,886"
EPS in Rs,-3.48,-0.34,-3.76,11.93,9.07,1.38,6.26,32.88,7.17,-3.55,2.74,8.65
Dividend Payout %,-20%,-203%,-23%,9%,15%,74%,40%,16%,50%,-101%,131%,46%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,971,970,970,"1,145","1,145","1,145","1,198","1,221","1,221","1,247","1,247","1,247"
Reserves,"30,378","42,762","36,849","59,726","67,780","72,431","73,041","113,222","101,861","90,788","89,922","100,920"
Borrowings +,"80,701","81,987","83,014","92,147","100,816","116,328","88,501","75,561","84,893","87,082","94,801","92,382"
Other Liabilities +,"47,059","51,165","51,614","55,704","63,032","59,245","81,169","92,417","97,421","90,195","89,488","101,965"
Total Liabilities,"159,109","176,884","172,447","208,722","232,773","249,149","243,909","282,422","285,396","269,312","275,459","296,515"
Fixed Assets +,"68,100","72,200","92,007","96,105","124,442","134,551","135,775","133,288","146,621","148,814","150,914","179,908"
CWIP,"28,678","35,996","15,784","16,614","18,641","19,497","19,007","22,046","31,213","34,356","41,622","28,497"
Investments,"3,455","10,714","12,457","17,899","5,738","6,285","10,682","13,140","8,410","6,258","6,194","7,089"
Other Assets +,"58,876","57,974","52,200","78,103","83,952","88,816","78,445","113,948","99,151","79,885","76,728","81,021"
Total Assets,"159,109","176,884","172,447","208,722","232,773","249,149","243,909","282,422","285,396","269,312","275,459","296,515"

--- CASH FLOW ---
