--- ABOUT ---
Business Overview Company is in real estate business (Residential & Commercial) with dominant presence in the Pune and growing presence in Mumbai and Bengaluru. Company markets its projects under two brands: 'Kolte-Patil’ (addressing the mid-income segment) ‘24K’ (addressing the premium luxury segment). [1]

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"3,350",378,498,

Book Value,Dividend Yield,ROCE,ROE
136,0.00,-0.06,-3.82

Face Value
10.0

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,797,571,198,76,526,341,308,350,719,82,139,265,249
Expenses +,624,481,209,116,548,313,292,324,612,108,176,257,255
Operating Profit,173,90,-11,-40,-21,28,16,26,106,-26,-37,8,-6
OPM %,22%,16%,-6%,-53%,-4%,8%,5%,7%,15%,-32%,-27%,3%,-2%
Other Income +,7,7,7,8,1,12,14,20,6,15,31,17,14
Interest,6,37,9,31,21,19,11,6,6,7,3,11,6
Depreciation,3,3,3,4,4,4,2,3,4,4,4,4,4
Profit before tax,172,58,-17,-67,-45,17,17,36,101,-22,-14,10,-2
Tax %,29%,17%,55%,-6%,-41%,62%,40%,27%,35%,-24%,-21%,59%,640%
Net Profit +,121,48,-26,-63,-26,6,10,26,66,-17,-11,4,-15
EPS in Rs,15.45,6.05,-3.33,-8.27,-3.57,0.82,1.28,3.33,8.59,-1.92,-1.18,0.51,-1.80
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,697,754,964,"1,403",866,"1,130",692,"1,117","1,488","1,371","1,717",735
Expenses +,492,555,726,"1,100",619,896,629,931,"1,301","1,354","1,542",796
Operating Profit,204,198,238,303,247,234,62,186,188,18,176,-61
OPM %,29%,26%,25%,22%,29%,21%,9%,17%,13%,1%,10%,-8%
Other Income +,12,17,10,14,11,47,17,12,33,23,51,76
Interest,44,84,86,99,92,80,70,50,41,98,42,27
Depreciation,10,15,15,15,15,17,12,10,12,14,14,16
Profit before tax,162,116,147,203,151,184,-3,138,168,-71,171,-28
Tax %,37%,46%,42%,24%,34%,46%,22%,37%,33%,-5%,36%,36%
Net Profit +,102,62,85,154,99,100,-5,85,113,-67,109,-38
EPS in Rs,8.62,7.77,11.51,16.03,9.95,9.55,-0.73,10.45,13.69,-9.12,14.02,-4.39
Dividend Payout %,23%,19%,14%,12%,24%,0%,0%,19%,29%,-44%,0%,0%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,76,76,76,76,76,76,76,76,76,76,76,89
Reserves,766,707,800,908,764,829,818,883,791,677,754,"1,118"
Borrowings +,378,791,762,690,807,747,678,541,561,"1,117","1,139","1,183"
Other Liabilities +,846,"1,198","1,225",988,"1,980","2,078","2,329","2,470","2,603","3,071","3,335","5,167"
Total Liabilities,"2,066","2,771","2,862","2,662","3,627","3,730","3,901","3,970","4,032","4,941","5,304","7,557"
Fixed Assets +,119,135,127,118,104,294,286,286,109,136,168,261
CWIP,11,2,2,0,0,1,0,0,10,0,0,4
Investments,6,3,4,0,3,1,18,61,46,125,60,476
Other Assets +,"1,930","2,632","2,728","2,544","3,520","3,434","3,598","3,623","3,866","4,680","5,077","6,816"
Total Assets,"2,066","2,771","2,862","2,662","3,627","3,730","3,901","3,970","4,032","4,941","5,304","7,557"

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
