Promoters +,32.82%,32.82%,32.81%,32.81%,32.81%,32.81%,32.81%,32.81%,32.81%,32.81%,32.81%,32.81%
FIIs +,18.30%,17.93%,17.37%,18.87%,18.55%,19.03%,18.63%,17.16%,16.86%,17.53%,17.32%,17.74%
DIIs +,8.40%,10.20%,13.09%,13.69%,16.65%,17.34%,18.19%,19.51%,17.43%,14.83%,13.64%,12.68%
Public +,40.48%,39.04%,36.74%,34.64%,31.99%,30.82%,30.38%,30.52%,32.89%,34.82%,36.23%,36.77%
No. of Shareholders,"2,77,224","2,96,931","3,14,475","3,24,849","3,27,689","3,49,924","3,53,099","3,51,432","3,86,468","4,03,110","4,06,848","4,00,397"

--- CAGR BOXES ---




