--- ABOUT ---
Power Finance Corporation Limited is a Systemically Important Non-Deposit taking NBFC registered with the RBI as an Infrastructure Finance Company. It is engaged in extending financial assistance to the Indian power sector. [1]

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"1,42,234",431,486,5.49

Book Value,Dividend Yield,ROCE,ROE
403,3.67,9.71,20.7

Face Value
10.0

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Revenue +,"20,061","21,009","22,391","23,572","24,141","24,717","25,722","26,798","29,265","28,539","28,890","29,095","28,920"
Interest,"12,637","13,670","14,313","14,827","15,154","15,521","16,008","16,562","16,567","17,204","17,314","17,572","17,333"
Expenses +,-339,-65,-551,791,-589,310,366,429,"2,148",212,"1,514","1,031",416
Financing Profit,"7,763","7,404","8,629","7,954","9,577","8,886","9,348","9,807","10,550","11,123","10,062","10,492","11,170"
Financing Margin %,39%,35%,39%,34%,40%,36%,36%,37%,36%,39%,35%,36%,39%
Other Income +,13,9,13,22,35,20,33,24,20,90,11,27,-63
Depreciation,14,12,13,14,15,12,13,15,16,14,15,18,16
Profit before tax,"7,762","7,401","8,629","7,961","9,597","8,894","9,368","9,816","10,554","11,199","10,057","10,502","11,092"
Tax %,21%,19%,23%,21%,21%,19%,23%,21%,21%,20%,22%,22%,22%
Net Profit +,"6,129","5,982","6,628","6,294","7,556","7,182","7,215","7,760","8,358","8,981","7,834","8,212","8,598"
EPS in Rs,14.17,13.87,14.65,14.33,17.04,16.80,16.07,17.66,19.14,20.81,17.40,19.07,21.21
Gross NPA %,3.66%,3.54%,3.40%,3.13%,3.02%,2.97%,2.62%,2.30%,1.64%,1.47%,1.45%,1.26%,0.66%
Net NPA %,1.03%,1.00%,0.98%,0.86%,0.85%,0.84%,0.80%,0.73%,0.38%,0.31%,0.30%,0.23%,0.13%
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Revenue +,"24,988","27,861","27,581","48,624","54,106","62,189","71,656","76,262","77,807","91,508","107,106","115,444"
Interest,"15,456","16,657","16,768","30,289","34,627","40,845","44,684","44,709","47,017","57,968","64,670","69,415"
Expenses +,"1,103","2,042","5,538","6,583","1,696","7,332","7,102","8,215","4,290",-33,"3,833","3,181"
Financing Profit,"8,429","9,162","5,275","11,752","17,783","14,012","19,871","23,338","26,501","33,573","38,603","42,848"
Financing Margin %,34%,33%,19%,24%,33%,23%,28%,31%,34%,37%,36%,37%
Other Income +,25,25,30,42,94,105,46,79,47,69,85,65
Depreciation,8,20,41,15,15,24,25,35,52,53,56,63
Profit before tax,"8,446","9,167","5,264","11,779","17,862","14,093","19,891","23,382","26,496","33,588","38,632","42,850"
Tax %,29%,33%,58%,25%,29%,33%,21%,20%,20%,21%,21%,22%
Net Profit +,"6,004","6,184","2,236","8,797","12,640","9,477","15,716","18,768","21,179","26,461","30,514","33,625"
EPS in Rs,18.19,18.74,6.78,20.27,30.06,21.58,35.60,42.47,48.15,59.88,69.67,78.49
Dividend Payout %,20%,30%,59%,31%,0%,35%,22%,23%,22%,23%,23%,29%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,"1,320","1,320","2,640","2,640","2,640","2,640","2,640","2,640","2,640","3,300","3,300","3,300"
Reserves,"31,091","34,708","34,205","37,194","44,481","46,760","58,127","69,036","81,518","97,847","114,438","129,561"
Borrowing,"187,795","200,660","202,993","441,151","539,488","596,561","659,682","660,476","751,158","861,961","971,758","1,012,503"
Other Liabilities +,"8,705","10,531","19,700","41,546","42,260","48,560","55,257","58,848","60,796","75,770","88,590","99,214"
