Borrowings +,"4,132","4,347","9,864","11,142","14,867","24,209","52,832","54,223","64,858","80,040","103,545"
Other Liabilities +,"1,286",610,"4,503","1,582","1,201","2,283","3,508","5,382","12,586","18,587","19,478"
Total Liabilities,"5,569","6,160","15,709","14,658","18,424","28,692","58,954","66,909","88,086","110,764","142,988"
Fixed Assets +,"2,781","4,341","9,120","10,388","12,554","16,429","28,452","48,336","62,284","79,914","102,138"
CWIP,"1,962",267,"1,725",743,"1,208","4,452","19,899","5,291","6,427","14,480","19,031"
Investments,7,26,87,77,477,502,574,"1,149","1,515","2,743","2,983"
Other Assets +,819,"1,525","4,777","3,449","4,185","7,309","10,029","12,133","17,860","13,627","18,836"
Total Assets,"5,569","6,160","15,709","14,658","18,424","28,692","58,954","66,909","88,086","110,764","142,988"

--- CASH FLOW ---
,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,,28,649,"1,625","1,965","1,601","3,127","7,265","7,713","8,957","10,135"
Cash from Investing Activity +,,"-1,511","-4,428","-2,666","-3,743","-9,137","-18,730","-3,857","-21,060","-19,828","-26,227"
Cash from Financing Activity +,,"1,559","3,942","1,045","2,161","7,083","15,986","-2,973","13,953","11,475","15,615"
Net Cash Flow,,76,162,3,383,-453,383,435,606,604,-477
Free Cash Flow,,-889,"-3,763","-1,244","-1,431","-4,529","-11,728","3,927","-7,987","-15,804","-15,857"
CFO/OP,,7%,78%,108%,137%,72%,90%,146%,106%,103%,95%

--- RATIOS ---
,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,850,245,209,134,106,175,129,104,53,50,60
Inventory Days,,,,383,,,,,,,
Days Payable,,,,455,,,,,,,
Cash Conversion Cycle,850,245,209,63,106,175,129,104,53,50,60
Working Capital Days,"-12,275",-218,-678,-182,-193,-407,-576,-175,-905,-438,-369
ROCE %,,2%,4%,4%,8%,10%,8%,8%,10%,9%,7%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,56.27%,56.26%,56.37%,56.37%,57.51%,60.93%,60.93%,60.93%,61.91%,62.44%,62.44%,62.44%
FIIs +,18.25%,18.16%,18.03%,18.15%,16.91%,15.16%,13.68%,12.45%,11.58%,11.29%,11.42%,11.10%
DIIs +,1.47%,1.49%,1.50%,1.55%,1.46%,1.45%,1.73%,2.40%,2.86%,2.98%,4.31%,4.56%
Public +,24.00%,24.09%,24.10%,23.93%,24.11%,22.45%,23.64%,24.22%,23.64%,23.30%,21.84%,21.92%
No. of Shareholders,"6,92,340","6,76,271","6,93,064","6,68,586","7,42,579","6,28,425","9,00,770","9,95,700","9,89,821","9,77,483","9,35,716","9,30,970"

--- CAGR BOXES ---




