--- ABOUT ---
"IRB Infrastructure Developers Ltd is an infrastructure development and construction company in India with extensive experience in the roads and highways sector. It is also in other business segments in the infrastructure sector, including maintenance of roads, construction, airport development and real estate. [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"25,895",21.4,25.5,29.4

Book Value,Dividend Yield,ROCE,ROE
17.3,0.72,7.48,4.31

Face Value
1.00

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,"1,620","1,634","1,745","1,969","2,061","1,853","1,586","2,025","2,149","2,099","1,751","1,871","1,927"
Expenses +,898,910,"1,026","1,150","1,307","1,049",903,"1,041","1,151","1,147",826,849,844
Operating Profit,722,724,719,819,755,804,683,984,998,952,925,"1,022","1,083"
OPM %,45%,44%,41%,42%,37%,43%,43%,49%,46%,45%,53%,55%,56%
Other Income +,79,111,130,109,443,119,166,"5,869",69,66,49,-2,50
Interest,373,381,435,433,615,439,434,461,458,462,451,436,406
Depreciation,222,237,233,251,274,255,231,265,286,269,262,289,321
Profit before tax,205,217,182,243,309,229,183,"6,127",323,286,261,295,406
Tax %,37%,38%,47%,23%,39%,39%,46%,2%,33%,29%,46%,29%,27%
Net Profit +,130,134,96,187,189,140,100,"6,026",215,202,141,211,296
EPS in Rs,0.11,0.11,0.08,0.16,0.16,0.12,0.08,4.99,0.18,0.17,0.12,0.17,0.25
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,"3,849","5,128","5,846","5,694","6,707","6,852","5,299","5,804","6,402","7,409","7,613","7,648"
Expenses +,"1,631","2,461","2,789","3,005","3,763","3,887","2,947","3,229","3,271","4,387","4,141","3,666"
Operating Profit,"2,218","2,667","3,057","2,689","2,944","2,965","2,352","2,575","3,130","3,022","3,472","3,982"
OPM %,58%,52%,52%,47%,44%,43%,44%,44%,49%,41%,46%,52%
Other Income +,113,127,123,295,196,252,189,552,300,793,"6,222",163
Interest,937,"1,070","1,342",976,"1,126","1,574","1,697","1,894","1,521","1,868","1,795","1,755"
Depreciation,707,853,855,544,540,468,582,683,832,995,"1,038","1,142"
Profit before tax,686,870,984,"1,464","1,473","1,175",262,550,"1,077",951,"6,861","1,248"
Tax %,21%,26%,27%,37%,42%,39%,55%,34%,33%,36%,6%,32%
Net Profit +,542,640,715,920,850,721,117,361,720,606,"6,481",850
EPS in Rs,0.77,0.91,1.02,1.31,1.21,1.03,0.17,0.30,0.60,0.50,5.37,0.70
Dividend Payout %,26%,22%,25%,19%,10%,24%,0%,0%,17%,30%,3%,18%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,351,351,351,351,351,351,351,604,604,604,604,604
Reserves,"4,009","4,485","4,920","5,341","5,964","6,331","6,549","11,962","12,775","13,141","19,223","20,345"
Borrowings +,"12,576","15,626","13,963","13,832","16,599","9,205","19,219","16,697","16,748","18,653","20,599","20,027"
Other Liabilities +,"22,453","21,699","27,406","20,865","17,549","23,997","15,052","13,218","12,575","12,472","13,423","13,078"
Total Liabilities,"39,391","42,162","46,641","40,389","40,464","39,885","41,171","42,481","42,703","44,870","53,849","54,054"
Fixed Assets +,"31,764","35,149","24,388","31,071","32,943","27,671","27,102","27,271","26,480","25,514","24,616","23,896"
CWIP,"4,835","4,020","6,806","5,648","3,797",403,673,63,8,8,1,4
Investments,9,36,146,945,645,"4,146","4,799","4,904","5,141","9,642","17,097","19,328"
Other Assets +,"2,783","2,957","15,301","2,724","3,079","7,666","8,597","10,243","11,074","9,706","12,135","10,826"
Total Assets,"39,391","42,162","46,641","40,389","40,464","39,885","41,171","42,481","42,703","44,870","53,849","54,054"

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,"1,823","2,340","3,192","2,132","2,710","3,709",867,364,"1,764","4,054","1,971","2,098"
Cash from Investing Activity +,"-2,297","-3,144","-2,981","-2,621","-4,081","-4,932","-8,176","-1,553",-650,"-3,644",375,-910
Cash from Financing Activity +,475,671,-202,410,"1,438","1,388","7,520",589,-860,-477,-720,"-2,702"
Net Cash Flow,2,-133,9,-79,66,165,211,-601,253,-68,"1,627","-1,513"
Free Cash Flow,-486,-819,417,"-1,838","-1,507","-1,492","-6,924","-1,010","1,354","3,816","1,776","1,417"
CFO/OP,92%,99%,116%,98%,104%,138%,46%,22%,63%,142%,62%,55%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,0,1,4,8,6,23,23,62,93,37,16,7
Inventory Days,218,304,,,,277,294,246,261,263,206,48
Days Payable,196,304,,,,622,654,296,438,607,317,33
Cash Conversion Cycle,22,1,4,8,6,-321,-336,13,-84,-306,-95,22
Working Capital Days,-165,-161,-144,-394,-265,-563,-166,3,3,-54,-62,-48
ROCE %,10%,10%,12%,12%,12%,14%,9%,9%,9%,9%,8%,7%

--- SHAREHOLDING PATTERN ---
,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026,Apr 2026
Promoters +,34.39%,34.39%,34.39%,30.42%,30.42%,30.42%,30.42%,30.42%,30.42%,30.42%,30.79%,30.79%
FIIs +,47.29%,47.16%,47.21%,44.47%,45.99%,45.07%,44.31%,43.61%,43.40%,43.32%,43.84%,43.84%
DIIs +,7.38%,7.85%,7.78%,7.65%,8.10%,8.57%,9.34%,10.21%,9.58%,9.97%,10.02%,10.02%
Government +,0.01%,0.01%,0.01%,0.01%,0.01%,0.01%,0.01%,0.01%,0.01%,0.01%,0.01%,0.01%
Public +,10.94%,10.59%,10.59%,17.46%,15.49%,15.92%,15.92%,15.74%,16.59%,16.29%,15.32%,15.33%
No. of Shareholders,"3,31,140","4,65,282","8,68,966","16,98,570","17,17,191","17,17,295","17,25,502","16,72,808","16,34,099","15,84,438","15,31,356","15,31,354"

--- CAGR BOXES ---




