--- ABOUT ---
"Dalmia Bharat Sugar & Industries is mainly engaged in manufacturing of sugar, generation of power, manufacturing of Industrial alcohol and manufacturing of refractory products. [1] The company is among the youngest and largest sugar companies in India. Its is the fastest-growing sugar company with its presence in UP and Maharashtra."

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"2,730",337,429,11.9

Book Value,Dividend Yield,ROCE,ROE
401,1.78,8.18,7.30

Face Value
2.00

--- QUARTERLY RESULTS ---
,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,600,"1,149",834,732,584,750,960,926,838,"1,016",989,698,991
Expenses +,488,941,715,666,474,631,849,861,736,818,932,588,821
Operating Profit,112,208,118,65,109,119,111,66,101,197,56,109,170
OPM %,19%,18%,14%,9%,19%,16%,12%,7%,12%,19%,6%,16%,17%
Other Income +,23,12,9,56,27,37,16,16,19,16,20,29,34
Interest,9,9,10,16,8,16,26,12,9,16,10,12,25
Depreciation,32,34,31,31,32,33,26,32,35,38,34,33,37
Profit before tax,93,176,87,74,96,107,75,38,76,160,31,93,143
Tax %,31%,30%,30%,26%,32%,14%,27%,-75%,22%,-25%,25%,25%,27%
Net Profit +,65,124,61,55,65,91,55,66,59,199,23,70,104
EPS in Rs,8.02,15.35,7.58,6.79,8.02,11.29,6.77,8.18,7.33,24.57,2.88,8.61,12.91
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,"1,150","1,166","1,686","2,244","2,018","2,110","2,685","3,018","3,252","2,899","3,725","3,617"
Expenses +,"1,037",939,"1,308","2,010","1,781","1,774","2,203","2,572","2,815","2,487","3,247","3,192"
Operating Profit,113,227,378,234,237,337,482,446,437,412,478,426
OPM %,10%,19%,22%,10%,12%,16%,18%,15%,13%,14%,13%,12%
Other Income +,16,22,24,25,75,56,44,64,77,128,60,94
Interest,78,87,102,69,69,88,62,35,38,50,63,63
Depreciation,51,113,56,54,52,57,96,95,121,127,131,136
Profit before tax,0,47,244,136,192,247,368,380,355,363,345,320
Tax %,-414%,-23%,24%,10%,9%,22%,27%,22%,30%,25%,-6%,26%
Net Profit +,1,58,186,122,175,193,270,296,250,272,366,236
EPS in Rs,0.18,7.22,23.02,15.12,21.65,23.88,33.42,36.56,30.91,33.68,45.18,29.26
Dividend Payout %,0%,8%,9%,13%,7%,8%,9%,11%,13%,15%,13%,21%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,16,16,16,16,16,16,16,16,16,16,16,16
Reserves,444,496,"1,245","1,488","1,516","1,503","2,126","2,343","2,689","2,916","3,047","3,226"
Borrowings +,931,"1,138","1,214",776,"1,037","1,277",958,819,454,"1,430","1,044","1,803"
Other Liabilities +,443,411,459,633,621,642,632,645,644,800,541,475
Total Liabilities,"1,834","2,061","2,935","2,913","3,189","3,438","3,733","3,822","3,803","5,162","4,648","5,521"
Fixed Assets +,746,752,"1,280","1,293","1,316","1,353","1,308","1,531","1,652","1,847","1,657","1,784"
