--- ABOUT ---
"Lupin is an innovation-led transnational pharmaceutical company headquartered in Mumbai. Lupin develops and commercializes a wide range of branded and generic formulations, biotechnology products, and APIs in over 100 markets in the U.S., India, South Africa, and across the Asia Pacific (APAC), Latin America (LATAM), Europe, and Middle East regions."

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"1,07,523","2,352","2,494",18.6

Book Value,Dividend Yield,ROCE,ROE
491,0.51,30.3,29.1

Face Value
2.00

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,"4,430","4,814","5,039","5,197","4,961","5,600","5,673","5,768","5,667","6,268","7,048","7,168","7,475"
Expenses +,"3,852","3,958","4,121","4,159","3,964","4,359","4,332","4,412","4,346","4,541","4,706","4,906","4,989"
Operating Profit,578,856,918,"1,038",997,"1,241","1,340","1,356","1,321","1,727","2,341","2,262","2,486"
OPM %,13%,18%,18%,20%,20%,22%,24%,24%,23%,28%,33%,32%,33%
Other Income +,37,23,40,29,29,68,42,54,57,79,90,-312,9
Interest,93,86,81,74,71,68,71,67,89,92,108,115,120
Depreciation,264,235,248,257,457,248,257,271,393,299,317,313,447
Profit before tax,258,559,630,736,498,993,"1,055","1,071",896,"1,416","2,007","1,522","1,928"
Tax %,6%,19%,21%,16%,26%,19%,19%,20%,13%,14%,26%,22%,24%
Net Profit +,242,453,495,619,368,806,859,859,782,"1,221","1,485","1,181","1,469"
EPS in Rs,5.19,9.94,10.76,13.47,7.89,17.58,18.69,18.74,16.92,26.69,32.36,25.73,31.94
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,"12,770","14,256","17,367","15,797","14,665","15,375","15,163","16,405","16,642","20,011","22,708","27,958"
Expenses +,"9,146","10,564","12,865","12,649","12,104","13,020","12,596","16,187","14,921","16,211","17,430","19,142"
Operating Profit,"3,624","3,691","4,502","3,148","2,561","2,355","2,567",219,"1,721","3,800","5,278","8,816"
OPM %,28%,26%,26%,20%,17%,15%,17%,1%,10%,19%,23%,32%
Other Income +,235,184,106,"-1,310",91,-134,138,210,151,131,202,-133
Interest,10,59,153,204,302,363,141,143,274,312,295,434
Depreciation,435,487,912,"1,086",846,970,887,"1,659",881,"1,197","1,169","1,376"
Profit before tax,"3,415","3,329","3,543",547,"1,503",887,"1,676","-1,372",716,"2,422","4,015","6,873"
Tax %,28%,32%,28%,53%,59%,130%,27%,10%,38%,20%,18%,22%
Net Profit +,"2,444","2,270","2,565",258,615,-270,"1,228","-1,528",448,"1,936","3,306","5,355"
EPS in Rs,53.47,50.17,56.63,5.56,13.40,-5.95,26.81,-33.62,9.45,42.01,71.88,116.65
Dividend Payout %,14%,15%,13%,90%,37%,-101%,24%,-12%,42%,19%,17%,15%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,90,90,90,90,90,91,91,91,91,91,91,91
Reserves,"8,784","11,073","13,407","13,487","13,652","12,446","13,712","12,062","12,374","14,199","17,112","22,357"
Borrowings +,537,"7,178","7,966","7,143","8,496","6,305","4,783","4,158","4,542","2,922","5,448","6,616"
Other Liabilities +,"3,642","3,957","4,749","5,300","5,423","5,968","4,844","5,340","5,794","6,539","6,327","9,300"
Total Liabilities,"13,054","22,298","26,212","26,020","27,661","24,810","23,430","21,651","22,800","23,751","28,978","38,365"
Fixed Assets +,"4,368","8,717","11,033","10,362","11,087","7,938","7,881","7,382","8,355","8,878","9,719","11,315"
CWIP,576,"2,702","2,133","2,598","1,640",940,"1,066","1,146","1,238",773,517,695
Investments,"1,658",16,"2,136",262,"2,295","2,374","2,455",900,517,"1,075","1,146","3,670"
Other Assets +,"6,451","10,862","10,910","12,798","12,639","13,557","12,028","12,224","12,690","13,026","17,596","22,685"
Total Assets,"13,054","22,298","26,212","26,020","27,661","24,810","23,430","21,651","22,800","23,751","28,978","38,365"

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,"2,733",-382,"4,114","1,751","1,666","1,469","1,822",367,"1,897","3,648","3,000","7,334"
Cash from Investing Activity +,"-1,034","-6,769","-2,527",470,"-3,282","1,107","-1,240","1,292","-1,287","-1,712","-4,172","-3,865"
Cash from Financing Activity +,-197,"5,836",433,"-1,492",744,-891,"-1,885","-1,572",-337,"-2,184","1,732",-846
Net Cash Flow,"1,502","-1,315","2,019",729,-872,"1,685","-1,303",87,273,-248,560,"2,624"
Free Cash Flow,"1,865","-6,164","1,513",261,706,798,"1,150",-531,436,"2,732","1,347","5,527"
CFO/OP,101%,21%,117%,73%,102%,84%,99%,146%,124%,105%,74%,98%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,76,116,91,120,128,129,108,95,98,86,88,86
Inventory Days,220,276,266,253,283,232,279,261,242,272,292,303
Days Payable,172,168,189,178,184,162,137,129,136,163,158,208
Cash Conversion Cycle,124,225,167,195,227,199,249,227,204,195,223,181
Working Capital Days,56,102,63,126,115,33,34,45,32,53,58,75
ROCE %,40%,24%,19%,10%,10%,9%,9%,-7%,6%,16%,21%,30%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,47.07%,47.06%,47.04%,47.01%,46.99%,46.96%,46.94%,46.91%,46.90%,46.89%,46.89%,46.85%
FIIs +,13.93%,14.99%,16.11%,18.29%,19.32%,21.50%,22.04%,21.46%,21.25%,20.50%,21.50%,21.70%
DIIs +,29.08%,29.14%,29.72%,27.76%,26.77%,25.10%,24.73%,25.41%,25.55%,26.56%,25.58%,25.32%
Government +,0.28%,0.28%,0.01%,0.01%,0.01%,0.01%,0.01%,0.01%,0.00%,0.00%,0.00%,0.00%
Public +,9.62%,8.52%,7.10%,6.93%,6.92%,6.44%,6.27%,6.21%,6.28%,6.06%,6.04%,6.13%
No. of Shareholders,"3,22,678","2,89,074","2,81,542","2,80,248","2,88,537","2,79,280","2,81,988","2,83,210","2,86,604","2,80,256","2,88,931","2,90,411"

--- CAGR BOXES ---




