,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
ROE %,19%,21%,22%,20%,22%,20%,13%,17%,23%,22%,19%,18%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,55.87%,55.87%,54.78%,54.69%,54.70%,54.70%,54.70%,54.73%,54.73%,54.67%,54.70%,54.71%
FIIs +,20.09%,20.41%,20.92%,20.55%,21.08%,20.81%,20.79%,21.45%,21.71%,21.97%,21.49%,21.33%
DIIs +,12.83%,13.05%,14.01%,14.33%,14.23%,15.01%,15.08%,14.78%,14.52%,14.39%,14.86%,15.10%
Government +,0.07%,0.07%,0.07%,0.07%,0.09%,0.09%,0.08%,0.08%,0.08%,0.08%,0.08%,0.08%
Public +,10.99%,10.50%,10.17%,10.19%,9.83%,9.36%,9.32%,8.84%,8.92%,8.78%,8.77%,8.73%
Others +,0.13%,0.10%,0.05%,0.16%,0.08%,0.05%,0.04%,0.10%,0.03%,0.12%,0.10%,0.07%
No. of Shareholders,"7,84,883","7,26,583","7,45,040","7,99,199","8,05,241","7,81,913","7,91,392","7,05,610","8,99,777","9,41,999","9,61,994","10,02,945"

--- CAGR BOXES ---




