--- ABOUT ---
"Bajaj Finance is mainly engaged in the business of lending. BFL has a diversified lending portfolio across retail, SME and commercial customers with a significant presence in urban and rural India. It also accepts public and corporate deposits and offers variety of financial services products to its customers.(Source : 202003 Annual Report Page No:124)"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"5,98,812",962,"1,102",31.2

Book Value,Dividend Yield,ROCE,ROE
183,0.56,10.8,18.2

Face Value
1.00

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Revenue +,"11,364","12,498","13,382","14,164","14,926","16,100","17,091","18,035","18,294","19,524","20,179","21,013","21,606"
Interest,"3,592","4,103","4,537","4,868","5,217","5,684","6,149","6,386","6,551","6,918","7,011","7,339","7,398"
Expenses +,"3,382","3,693","3,931","4,229","4,420","4,956","5,338","5,691","5,865","5,992","6,307","7,737","6,553"
Financing Profit,"4,390","4,703","4,914","5,066","5,289","5,460","5,604","5,958","5,879","6,614","6,861","5,937","7,654"
Financing Margin %,39%,38%,37%,36%,35%,34%,33%,33%,32%,34%,34%,28%,35%
Other Income +,5,5,2,5,9,5,7,26,21,5,5,-262,11
Depreciation,134,156,159,176,193,200,210,219,252,251,258,244,256
Profit before tax,"4,261","4,551","4,758","4,896","5,105","5,265","5,401","5,765","5,647","6,368","6,608","5,431","7,410"
Tax %,26%,24%,25%,26%,25%,26%,26%,25%,20%,25%,25%,25%,25%
Net Profit +,"3,158","3,437","3,551","3,639","3,825","3,912","4,014","4,308","4,546","4,765","4,948","4,066","5,553"
EPS in Rs,5.22,5.67,5.86,5.89,6.18,6.32,6.46,6.86,7.21,7.56,7.84,6.39,8.78
Gross NPA %,0.94%,0.87%,0.91%,0.95%,0.85%,0.86%,1.06%,1.12%,0.96%,1.03%,1.24%,1.21%,1.01%
Net NPA %,0.34%,0.31%,0.31%,0.37%,0.37%,0.38%,0.46%,0.48%,0.44%,0.50%,0.60%,0.47%,0.41%
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Revenue +,"5,392","7,299","9,970","12,746","18,487","26,375","26,673","31,633","41,411","54,974","69,709","81,982"
Interest,"2,274","2,959","3,853","4,696","6,723","9,608","9,519","9,848","12,701","18,886","24,992","28,666"
Expenses +,"1,752","2,354","3,250","4,115","5,454","9,159","10,839","11,880","12,693","16,099","21,754","26,249"
Financing Profit,"1,367","1,986","2,867","3,935","6,310","7,609","6,314","9,905","16,018","19,989","22,963","27,067"
Financing Margin %,25%,27%,29%,31%,34%,29%,24%,31%,39%,36%,33%,33%
Other Income +,26,35,22,10,13,8,3,-17,-5,4,-2,-242
Depreciation,36,56,71,102,144,295,325,385,485,683,881,"1,009"
Profit before tax,"1,357","1,965","2,817","3,843","6,179","7,322","5,992","9,504","15,528","19,310","22,080","25,817"
Tax %,34%,35%,35%,35%,35%,28%,26%,26%,26%,25%,24%,25%
Net Profit +,898,"1,279","1,836","2,496","3,995","5,264","4,420","7,028","11,508","14,451","16,779","19,332"
EPS in Rs,1.79,2.37,3.34,4.32,6.91,8.75,7.33,11.61,19.01,23.35,26.77,30.56
Dividend Payout %,10%,10%,11%,9%,9%,11%,14%,17%,16%,15%,21%,20%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,50,54,109,115,115,120,120,121,121,124,124,622
Reserves,"4,750","7,373","9,491","15,733","19,582","32,208","36,798","43,592","54,251","76,572","96,569","113,377"
Borrowing,"26,655","37,025","49,250","66,557","101,588","129,806","131,634","165,232","216,690","293,346","361,249","435,112"
Other Liabilities +,"1,325","2,522","4,881","2,393","2,948","2,257","2,918","3,561","4,164","5,700","8,185","10,841"
Total Liabilities,"32,780","46,973","63,731","84,798","124,233","164,391","171,470","212,505","275,226","375,742","466,127","559,952"
Fixed Assets +,252,290,366,470,695,"1,321","1,316","1,716","2,308","3,250","3,780","4,004"
CWIP,0,0,0,0,0,0,51,34,80,43,41,62
Investments,326,"1,029","4,070","3,139","8,599","17,544","18,397","12,246","22,752","30,881","34,441","30,578"
Other Assets +,"32,201","45,654","59,295","81,189","114,939","145,526","151,707","198,509","250,087","341,568","427,865","525,309"
Total Assets,"32,780","46,973","63,731","84,798","124,233","164,391","171,470","212,505","275,226","375,742","466,127","559,952"

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,"-7,064","-9,870","-10,439","-20,566","-29,062","-24,412",-807,"-37,090","-42,112","-69,843","-68,154","-65,790"
Cash from Investing Activity +,-360,-687,"-3,047","1,075","-5,379","-8,758",-429,"6,347","-10,394","-10,088","-2,765","-3,389"
Cash from Financing Activity +,"6,867","11,656","12,513","19,503","34,449","34,167","1,741","32,275","50,675","82,415","70,527","67,433"
Net Cash Flow,-557,"1,100",-972,13,9,998,505,"1,532","-1,831","2,484",-392,"-1,746"
Free Cash Flow,"-7,129","-9,964","-10,587","-20,700","-29,428","-24,912","-1,105","-37,705","-42,970","-70,842","-69,200","-66,686"
CFO/OP,-181%,-185%,-140%,-221%,-206%,-129%,4%,-175%,-133%,-167%,-130%,-106%

--- RATIOS ---
