--- ABOUT ---
"Gokaldas Exports Limited is engaged in the business of design, manufacture, and sale of a wide range of garments for men, women, and children and caters to the needs of several leading international fashion brands and retailers [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"5,999",819,975 / 531,59.9

Book Value,Dividend Yield,ROCE,ROE
295,0.00,8.39,4.72

Face Value
5.00

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,523,515,500,552,812,932,929,988,"1,015",956,984,979,"1,069"
Expenses +,453,454,453,489,728,857,859,884,893,858,920,902,952
Operating Profit,70,60,47,62,84,75,70,104,123,97,65,77,117
OPM %,13%,12%,9%,11%,10%,8%,7%,11%,12%,10%,7%,8%,11%
Other Income +,7,8,9,8,6,8,13,13,20,21,19,20,18
Interest,7,6,6,5,20,19,18,19,21,22,22,24,26
Depreciation,19,19,21,22,27,28,29,30,42,39,43,46,39
Profit before tax,51,43,29,44,43,36,36,67,79,57,19,26,70
Tax %,7%,25%,19%,30%,-3%,25%,21%,25%,33%,27%,57%,44%,49%
Net Profit +,47,33,24,30,44,27,28,50,53,41,8,15,36
EPS in Rs,7.79,5.37,3.91,5.02,6.99,3.82,3.94,7.04,7.40,5.67,1.10,1.99,4.91
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,"1,090","1,143",930,"1,031","1,175","1,371","1,211","1,790","2,222","2,379","3,864","3,988"
Expenses +,"1,065","1,106",962,"1,055","1,113","1,285","1,109","1,585","1,951","2,125","3,493","3,631"
Operating Profit,25,37,-32,-23,62,86,101,206,271,254,371,356
OPM %,2%,3%,-3%,-2%,5%,6%,8%,11%,12%,11%,10%,9%
Other Income +,91,78,42,47,15,36,12,11,31,30,53,77
Interest,47,40,36,37,33,37,34,40,26,36,77,95
Depreciation,33,22,18,16,19,55,53,59,72,89,128,167
Profit before tax,36,53,-45,-30,25,30,27,117,204,159,218,172
Tax %,2%,-15%,5%,3%,-2%,0%,0%,-0%,15%,18%,27%,42%
Net Profit +,35,61,-47,-31,26,30,26,117,173,131,159,100
EPS in Rs,10.03,17.63,-13.53,-8.87,5.97,7.10,6.18,19.85,28.55,20.66,22.18,13.67
Dividend Payout %,0%,0%,0%,0%,0%,0%,0%,0%,4%,0%,5%,0%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,17,17,17,17,21,21,21,29,30,32,36,37
Reserves,142,198,152,113,219,205,269,679,856,"1,260","2,045","2,124"
Borrowings +,311,343,474,472,381,442,479,193,154,805,845,"1,273"
Other Liabilities +,189,177,157,178,188,256,221,310,301,645,611,921
Total Liabilities,659,736,801,781,809,925,990,"1,211","1,342","2,741","3,537","4,354"
Fixed Assets +,135,96,97,96,107,172,237,288,280,"1,136","1,399","1,540"
CWIP,2,2,1,0,1,1,0,11,108,128,17,116
Investments,0,0,0,0,0,36,37,154,344,159,497,590
Other Assets +,522,638,702,685,700,716,716,758,610,"1,318","1,624","2,108"
Total Assets,659,736,801,781,809,925,990,"1,211","1,342","2,741","3,537","4,354"

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,68,83,12,25,51,99,119,117,369,-177,57,52
Cash from Investing Activity +,-16,-83,26,-14,0,-39,-32,-52,-291,-537,-420,-286
Cash from Financing Activity +,-37,4,-54,-40,-57,-45,-86,-43,-75,753,473,203
Net Cash Flow,15,4,-17,-28,-6,15,0,22,2,40,110,-32
Free Cash Flow,73,119,-0,13,29,91,85,39,242,-865,-131,-170
CFO/OP,273%,231%,-41%,-114%,76%,115%,114%,64%,150%,-53%,28%,30%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,28,27,84,77,50,38,54,19,22,54,40,55
Inventory Days,144,122,132,121,183,153,156,178,91,194,129,166
Days Payable,69,66,58,67,60,60,52,48,26,59,45,66
Cash Conversion Cycle,102,84,157,131,174,130,159,149,87,189,124,155
Working Capital Days,-25,-53,-60,-59,-15,-40,-25,55,27,14,36,56
ROCE %,8%,9%,-1%,1%,10%,7%,8%,18%,21%,11%,11%,8%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,11.06%,11.05%,11.05%,10.58%,9.42%,9.39%,9.38%,9.38%,9.17%,9.16%,9.15%,9.15%
FIIs +,16.20%,16.96%,20.46%,21.21%,26.55%,27.02%,26.54%,25.79%,24.88%,22.93%,23.71%,19.85%
DIIs +,32.31%,32.68%,31.55%,30.03%,31.79%,33.77%,37.01%,36.82%,37.17%,38.94%,39.03%,37.58%
Public +,40.44%,39.31%,36.93%,38.18%,32.26%,29.82%,27.08%,27.99%,28.78%,28.97%,28.10%,33.42%
No. of Shareholders,"49,680","62,452","76,070","67,060","53,287","48,570","47,873","55,507","61,376","64,553","62,328","85,609"

--- CAGR BOXES ---
Compounded Sales Growth
10 Years:,13%
5 Years:,27%
3 Years:,22%
TTM:,3%

Compounded Profit Growth
10 Years:,19%
5 Years:,32%
3 Years:,-14%
TTM:,-27%

Stock Price CAGR
10 Years:,22%
5 Years:,41%
3 Years:,20%
1 Year:,-6%

Return on Equity
10 Years:,8%
5 Years:,10%
3 Years:,7%
