--- ABOUT ---
"Incorporated  in  1926,  Hindustan  Construction  Company  Limited  (HCC)  is  the  flagship  company  of  Hindustan  Construction Company Group (HCC Group) and is involved in engineering and construction of infrastructure projects such as dams, tunnels, bridges, hydro,nuclear and thermal power plants, expressways and roads, marine works, water supply, irrigation systems and industrial buildings across the country. [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"7,078",27.0,28.4 / 13.6,51.5

Book Value,Dividend Yield,ROCE,ROE
8.12,0.00,22.8,9.06

Face Value
1.00

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,"3,094","1,927","1,833","1,474","1,773","1,816","1,407","1,007","1,374","1,091",961,925,992
Expenses +,"2,779","1,630","1,579","1,236","1,891","1,664","1,165","1,090","1,085",912,815,858,821
Operating Profit,315,296,254,239,-118,152,242,-83,288,179,146,67,171
OPM %,10%,15%,14%,16%,-7%,8%,17%,-8%,21%,16%,15%,7%,17%
Other Income +,171,30,35,199,710,33,46,589,18,27,23,76,31
Interest,266,246,256,146,165,146,159,183,111,122,120,123,105
Depreciation,32,29,28,30,18,26,26,90,22,12,6,5,5
Profit before tax,187,51,5,261,410,14,102,234,173,73,42,15,92
Tax %,-1%,-4%,161%,30%,40%,118%,38%,117%,48%,31%,-13%,48%,36%
Net Profit +,190,53,-3,182,246,-2,64,-39,90,51,48,8,59
EPS in Rs,0.79,0.22,-0.01,0.75,1.02,-0.01,0.26,-0.15,0.34,0.19,0.18,0.03,0.23
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,"10,353","8,540","9,867","10,132","10,544","9,444","8,248","10,668","8,270","7,007","5,603","3,970"
Expenses +,"9,108","7,500","9,103","9,401","9,763","8,600","7,857","9,480","7,722","6,336","4,969","3,404"
Operating Profit,"1,244","1,040",764,731,781,844,391,"1,188",548,671,634,565
OPM %,12%,12%,8%,7%,7%,9%,5%,11%,7%,10%,11%,14%
Other Income +,164,126,-37,-105,-452,487,-122,615,497,974,653,155
Interest,"1,280","1,220","1,543","1,525",808,817,"1,001","1,036","1,012",813,600,469
Depreciation,327,250,206,201,177,152,136,138,128,105,164,27
Profit before tax,-199,-304,"-1,022","-1,100",-657,362,-867,628,-94,726,523,223
Tax %,14%,76%,-4%,-1%,-92%,46%,-30%,10%,-71%,34%,78%,26%
Net Profit +,-208,-537,-983,"-1,090",-50,197,-610,563,-28,478,113,166
EPS in Rs,-1.04,-2.42,-3.15,-3.37,-0.21,0.81,-2.52,2.33,-0.12,1.98,0.43,0.63
Dividend Payout %,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,65,78,101,102,151,151,151,151,151,151,182,262
Reserves,459,-560,-369,"-1,170","-1,151",-910,"-1,469",-810,-866,-320,724,"1,865"
Borrowings +,"11,880","9,495","9,780","9,456","4,108","4,253","4,777","2,018","5,512","2,223","1,679","1,019"
