--- ABOUT ---
"Incorporated in 1957, Grauer & Weil (India) Ltd manufactures and sells Surface Finishings besides being in Engineering and Mall business [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"3,464",76.4,111 / 49.7,21.1

Book Value,Dividend Yield,ROCE,ROE
23.9,0.65,21.4,16.2

Face Value
1.00

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,327,200,250,285,333,264,255,275,340,253,291,291,355
Expenses +,297,152,202,230,294,200,212,222,311,201,248,252,296
Operating Profit,30,48,49,55,39,64,43,52,30,53,43,39,59
OPM %,9%,24%,20%,19%,12%,24%,17%,19%,9%,21%,15%,13%,17%
Other Income +,4,6,7,9,8,8,14,12,12,13,11,12,13
Interest,1,0,0,0,3,0,0,1,2,1,0,0,1
Depreciation,5,5,5,5,5,5,6,6,6,6,6,6,6
Profit before tax,29,48,51,58,39,67,51,58,34,58,48,44,65
Tax %,25%,23%,26%,26%,26%,24%,26%,26%,25%,25%,20%,26%,24%
Net Profit +,22,37,37,43,29,51,38,43,26,44,39,32,50
EPS in Rs,0.48,0.81,0.83,0.94,0.64,1.12,0.83,0.95,0.57,0.96,0.85,0.71,1.09
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,409,413,432,497,600,618,605,768,981,"1,068","1,134","1,190"
Expenses +,333,335,346,400,494,521,505,655,825,877,944,997
Operating Profit,76,78,86,98,106,97,101,114,156,191,189,193
OPM %,19%,19%,20%,20%,18%,16%,17%,15%,16%,18%,17%,16%
Other Income +,1,2,4,10,5,20,15,16,18,31,46,50
Interest,14,10,3,3,2,3,3,3,3,5,4,3
Depreciation,16,14,14,15,15,19,18,20,20,21,22,24
Profit before tax,46,56,73,91,94,95,94,107,152,196,210,216
Tax %,28%,24%,26%,30%,32%,21%,27%,26%,26%,25%,25%,24%
Net Profit +,33,42,54,64,64,76,69,79,113,146,157,164
EPS in Rs,0.74,0.93,1.20,1.41,1.41,1.67,1.52,1.74,2.49,3.23,3.47,3.62
Dividend Payout %,15%,15%,17%,21%,21%,15%,16%,19%,16%,8%,14%,14%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,23,23,23,23,23,23,23,23,23,23,45,45
Reserves,194,228,278,331,379,422,491,560,657,783,894,"1,036"
Borrowings +,68,27,20,7,21,23,22,25,24,27,12,15
Other Liabilities +,125,119,133,146,159,174,214,217,251,292,334,349
Total Liabilities,410,397,454,507,581,642,750,824,954,"1,124","1,286","1,445"
Fixed Assets +,216,210,212,206,231,241,238,247,244,243,254,277
CWIP,0,0,0,-0,3,1,4,1,3,14,27,37
Investments,2,1,1,3,1,0,0,1,17,49,71,443
Other Assets +,192,186,241,297,346,399,508,576,690,817,934,688
Total Assets,410,397,454,507,581,642,750,824,954,"1,124","1,286","1,445"

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,55,77,87,71,33,84,117,44,114,160,144,152
Cash from Investing Activity +,-9,-8,-54,-61,-13,-53,-43,-17,-116,-109,-120,-184
Cash from Financing Activity +,-46,-62,-10,-25,-2,-36,-3,-15,-19,-20,-42,-28
