Borrowings +,"11,289","10,347","5,888","5,015","4,388","3,903","3,230","4,007","3,958","6,052","6,402","7,460"
Other Liabilities +,"2,898","2,798","3,208","3,354","3,736","4,057","4,300","8,746","11,226","10,355","12,827","13,452"
Total Liabilities,"14,018","14,858","10,909","10,834","10,715","10,678","10,735","22,576","27,115","30,765","35,917","40,704"
Fixed Assets +,"7,552","6,863","6,609","6,342","6,345","6,181","5,855","8,646","9,961","13,254","14,800","18,233"
CWIP,144,70,29,144,29,15,58,525,773,"1,112","1,783","1,790"
Investments,14,393,404,439,454,449,456,626,970,"1,246","1,646","1,547"
Other Assets +,"6,308","7,532","3,868","3,909","3,887","4,033","4,365","12,779","15,411","15,152","17,688","19,133"
Total Assets,"14,018","14,858","10,909","10,834","10,715","10,678","10,735","22,576","27,115","30,765","35,917","40,704"

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,554,966,"5,115","1,452","1,419","1,180","1,308","1,038","3,096","4,818","4,718","3,395"
Cash from Investing Activity +,-1,"1,053",-30,-194,-192,-186,-152,-985,"-2,480","-3,229","-3,433","-3,506"
Cash from Financing Activity +,-580,"-1,972","-5,106","-1,257","-1,237",-991,"-1,119",101,-386,-829,"-1,882",-112
Net Cash Flow,-28,47,-21,1,-11,4,37,154,229,760,-597,-223
Free Cash Flow,556,798,"5,057","1,258","1,213","1,006","1,145",70,"1,448","3,367","2,890",755
CFO/OP,139%,166%,441%,107%,122%,104%,91%,37%,107%,123%,119%,79%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,57,48,35,28,25,20,28,43,37,27,29,26
Inventory Days,147,154,133,116,96,117,130,116,125,108,132,122
Days Payable,104,143,119,104,99,113,123,98,117,95,124,106
Cash Conversion Cycle,101,59,50,41,22,23,35,61,46,41,36,42
Working Capital Days,29,75,-77,-20,-19,-24,-2,33,30,23,12,5
ROCE %,-0%,2%,9%,14%,12%,11%,16%,44%,21%,22%,18%,19%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,57.95%,57.94%,58.68%,60.49%,60.48%,60.48%,60.70%,60.87%,61.10%,61.23%,61.22%,62.04%
FIIs +,22.20%,23.37%,22.56%,20.83%,22.49%,22.78%,22.16%,21.37%,21.26%,21.42%,21.53%,20.87%
DIIs +,6.01%,5.42%,5.81%,6.62%,6.25%,5.86%,6.26%,6.91%,7.09%,7.08%,7.23%,7.15%
Public +,13.85%,13.26%,12.94%,12.06%,10.78%,10.86%,10.81%,10.80%,10.55%,10.18%,9.93%,9.88%
Others +,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.04%,0.01%,0.01%,0.09%,0.08%,0.06%
No. of Shareholders,"1,39,365","1,52,709","1,66,183","1,87,726","2,02,103","2,09,910","2,11,924","2,22,569","2,19,278","2,12,125","2,09,086","2,07,613"

--- CAGR BOXES ---




