Fixed Assets +,"4,468","4,367","4,442","4,161","3,959","3,810","3,720","3,578","3,381","3,238","3,094","2,881"
CWIP,13,9,14,14,25,82,161,138,187,289,382,900
Investments,184,775,816,785,799,673,938,"1,313","3,205","3,030","2,304","1,692"
Other Assets +,"3,861","3,404","2,683","2,271","2,826","3,856","3,575","5,727","4,946","4,160","5,268","5,886"
Total Assets,"8,527","8,555","7,956","7,231","7,609","8,421","8,394","10,755","11,720","10,717","11,047","11,359"

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,490,996,"1,445","1,819",701,286,"1,884","1,967","1,373",31,605,654
Cash from Investing Activity +,-284,36,-53,49,-310,-901,-856,"-1,899","-1,229","1,235",-466,-231
Cash from Financing Activity +,-363,"-1,037","-1,073","-1,400",-185,546,-934,-130,-160,"-1,281",-262,-269
Net Cash Flow,-156,-5,320,468,206,-69,95,-62,-16,-14,-123,154
Free Cash Flow,207,931,"1,358","1,850",603,155,"1,669","1,829","1,202",-218,154,108
CFO/OP,"-2,423%",179%,422%,146%,93%,62%,210%,109%,104%,49%,128%,111%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,107,119,88,70,77,100,36,26,13,29,20,30
Inventory Days,98,107,110,98,106,125,129,91,84,94,105,92
Days Payable,39,40,57,61,50,68,63,59,42,42,40,41
Cash Conversion Cycle,166,186,142,107,132,156,103,58,55,81,84,81
Working Capital Days,9,8,27,57,76,117,68,97,46,58,61,188
ROCE %,,9%,10%,24%,16%,8%,16%,33%,23%,8%,10%,12%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,41.18%,41.18%,41.30%,41.30%,41.30%,41.30%,41.30%,41.30%,41.30%,41.30%,41.30%,41.30%
FIIs +,19.67%,18.63%,20.11%,19.40%,19.18%,16.15%,15.41%,15.03%,12.67%,12.08%,12.13%,12.05%
DIIs +,4.11%,6.24%,7.58%,9.30%,6.58%,11.16%,11.10%,10.14%,10.49%,10.69%,11.12%,11.07%
Public +,35.03%,33.93%,31.00%,29.99%,32.93%,31.38%,32.18%,33.53%,35.53%,35.92%,35.44%,35.58%
No. of Shareholders,"2,76,030","2,76,128","2,57,362","2,53,003","2,63,160","2,67,079","2,73,572","2,68,629","2,72,575","2,75,857","2,71,480","2,65,793"

--- CAGR BOXES ---




